Gene_identifier,Root-Control,Root-SS,Shoot-Control,Shoot-SS
Ca_15342,12.8232,85.8495,14.7696,13.775
Ca_15343,7.75234,13.0218,14.0406,11.5184
Ca_15344,11.8919,13.0509,11.0964,9.78866
Ca_15345,2.86438,7.94797,5.71349,7.38843
Ca_15346,11.6413,8.23015,5.33653,6.59991
Ca_15347,12.2558,110.84,17.0319,70.0476
Ca_15348,29.7649,31.0178,18.7179,23.453
Ca_15349,15.0967,6.74464,5.49203,5.38029
Ca_15350,7.02843,45.4899,1.05098,3.10169
Ca_15351,15.6433,26.222,20.492,29.2349
Ca_15352,6.75176,0.2976,0.716391,0.0
Ca_15352,3.44213,1.59444,17.1164,7.30635
Ca_15353,12.7097,16.7509,19.8258,13.0796
Ca_15354,1.24899,0.499845,0.257375,0.158224
Ca_15355,0.0,0.156392,4.55979,3.58498
Ca_15356,9.66167,6.82643,51.5372,23.3395
Ca_15357,15.6155,20.9863,19.4846,26.1313
Ca_15358,1.0135,0.759068,1.35265,2.8643
Ca_15359,29.3331,14.3465,21.4234,25.8447
Ca_15360,1.91386,0.596343,0.0,0.0
Ca_15361,0.0,0.0,0.0,0.0
Ca_15362,35.2527,28.5711,15.6255,14.5452
Ca_15363,0.0,0.0,0.0,0.0
Ca_15364,17.9611,12.6907,5.97197,7.01794
Ca_15365,0.147866,0.70206,0.158826,0.320621
Ca_15366,194.885,88.9521,167.724,188.309
Ca_15367,0.215896,6.21909,0.0,0.497359
Ca_15368,15.0179,18.7535,12.7951,18.2546
Ca_15369,25.5374,72.3115,10.9369,94.3992
Ca_15370,0.4519,2.31539,1.25509,1.08584
Ca_15371,7.45776,7.47716,7.76598,8.88548
Ca_15372,82.2507,70.5555,101.954,74.8193
Ca_15373,216.165,423.03,70.5381,171.982
Ca_15374,6.72594,8.57564,8.08337,5.05888
Ca_15375,2.20333,5.78443,42.3188,33.2928
Ca_15376,7.74911,9.96878,6.88635,6.53594
Ca_15377,99.8586,74.4559,33.8447,53.5257
Ca_15378,1.27315,1.50937,12.9294,11.8183
Ca_15379,77.0706,58.8043,12.4038,21.6858
Ca_15380,0.587692,0.486931,1.07712,1.14937
Ca_15381,3.317,3.66193,3.96985,2.81535
Ca_15382,37.4323,46.9801,20.2793,26.823
Ca_15383,13.6454,18.1254,15.5978,14.1048
Ca_15384,1.09782,0.692357,2.3377,2.1537
Ca_15385,0.0,0.140504,0.142089,0.0
Ca_15386,0.24555,0.288446,0.243792,0.196859
Ca_15387,1.48483,1.3364,0.0900605,0.220565
Ca_15388,49.3621,118.289,64.0117,83.1149
Ca_15389,3.45206,4.1626,16.4436,14.4795
Ca_15390,2.12472,0.747844,115.931,125.213
Ca_15391,4.87898,3.4,7.58513,7.27714
Ca_15392,23.2914,10.1363,8.68549,6.16799
Ca_15393,0.636294,17.0048,0.399783,0.398387
Ca_15394,0.125645,0.385551,0.942648,0.715881
Ca_15395,5.69342,4.76685,8.8835,3.71755
Ca_15396,3.95924,8.15302,6.13237,4.2132
Ca_15396,0.0,1.67053,0.226177,0.35967
Ca_15397,11.311,27.0425,7.80493,13.3882
Ca_15398,61.0924,1109.35,0.720229,15.4187
Ca_15399,6.2843,0.839234,0.0,0.0734853
Ca_15400,39.8825,54.4838,12.6567,25.894
Ca_15401,2.35947,3.3192,3.13648,2.00862
Ca_15402,98.3825,66.3492,31.8436,47.0581
Ca_15403,15.9943,10.7115,8.92103,10.9835
Ca_15404,1.15203,0.741428,2.54585,0.848915
Ca_15405,24.2009,12.2891,27.0356,17.2834
Ca_15406,3.46355,9.18488,2.38044,3.31762
Ca_15407,1.2231,0.852077,3.95165,2.64011
Ca_15408,0.0,0.0,0.0,0.0
Ca_15409,31.3778,117.52,1.98139,4.63207
Ca_15410,38.4664,14.3079,29.5552,24.6192
Ca_15411,5.57211,3.75403,3.61345,4.90547
Ca_15412,10.4739,14.8118,7.93498,9.02284
Ca_15413,0.0,0.0,0.0,0.0
Ca_15414,2.30679,0.703737,14.0573,17.5104
Ca_15415,12.3458,18.1156,20.1106,16.2495
Ca_15416,8.0523,18.1385,70.7082,41.9438
Ca_15417,8.83164,24.7055,10.4693,12.69
Ca_15418,6.33715,1.53968,30.8433,31.4256
Ca_15419,0.0,0.0,0.0,0.0
Ca_15420,3.87162,3.04612,11.5083,37.4826
Ca_15421,3.87162,3.04612,11.5083,37.4826
Ca_15422,3.62454,9.76468,3.90647,2.96245
Ca_15423,0.549671,39.8304,8.60577,301.406
Ca_15424,3.59588,7.68722,14.7867,20.4137
Ca_15425,263.524,283.941,71.5965,138.556
Ca_15426,112.256,61.9384,68.031,50.3447
Ca_15427,2.31783,3.29788,0.669224,1.50113
Ca_15428,0.0,0.0566254,0.114517,0.0575369
Ca_15429,0.911159,2.76169,0.143367,0.224069
Ca_15430,35.2335,46.3851,64.4465,58.6914
Ca_15431,17.7059,61.582,8.76771,4.62547
Ca_15432,8.13402,17.6837,4.55675,7.55666
Ca_15433,4.26736,9.68123,5.19875,5.18512
Ca_15434,33.6857,43.5358,22.0674,33.0795
Ca_15435,5.98086,15.1212,9.0927,7.27576
Ca_15435,48.5058,3.97227,2.8886,3.40328
Ca_15436,5.31216,10.0888,4.10889,3.63541
Ca_15437,15.7391,14.0659,50.9791,41.4406
Ca_15438,6.09951,8.22367,75.5951,76.8061
Ca_15439,1.06419,3.27977,2.9001,1.05461
Ca_15440,6.29144,11.2914,7.06213,11.0297
Ca_15441,8.12526,4.14582,1.04595,1.01632
Ca_15442,9.33731,17.8771,9.73526,19.7887
Ca_15443,0.117701,0.178103,0.179126,0.0
Ca_15444,1.26636,1.21255,2.94678,1.39421
Ca_15444,36.0919,32.6268,25.5133,29.8052
Ca_15445,4.63015,8.20192,9.22639,10.0069
Ca_15446,20.164,16.0064,32.8226,25.7811
Ca_15447,36.9414,75.1683,19.4669,19.6621
Ca_15448,0.578026,0.672402,0.331717,0.378686
Ca_15449,2.40054,3.84793,3.90663,3.07834
Ca_15450,26.538,23.293,17.9295,17.1184
Ca_15451,0.133977,0.0,0.0,0.0
Ca_15452,58.9492,73.8886,17.7023,23.6376
Ca_15453,0.0,0.0,0.0,0.293488
Ca_15454,15.0692,62.2215,2.89313,2.29374
Ca_15455,26.2574,46.4075,32.0898,32.9964
Ca_15456,3.68598,4.05189,7.18015,2.41026
Ca_15457,0.025066,0.21264,2.60129,2.419
Ca_15458,0.0344108,0.0518813,18.6133,24.7394
Ca_15459,0.0,0.128077,6.97976,8.44777
Ca_15460,9.8575,6.51003,8.9549,8.72025
Ca_15461,32.6885,39.9304,39.9751,38.253
Ca_15462,56.7023,29.1583,52.0192,37.2957
Ca_15463,1.23174,0.318822,1.44978,1.29376
Ca_15464,0.0,0.0,0.0,0.0
Ca_15465,4.507,2.92109,7.28907,2.00028
Ca_15466,0.0,0.0,0.0,0.0
Ca_15467,16.1471,32.0638,19.8716,31.8802
Ca_15468,45.2206,16.2657,19.5142,39.7027
Ca_15469,0.0613817,0.962327,0.0489764,0.719952
Ca_15470,46.1897,84.5563,19.2816,24.1136
Ca_15471,25.6311,39.3434,17.2329,31.6384
Ca_15472,1.95777,1.75776,5.09601,3.77604
Ca_15473,12.4412,8.47218,11.4355,7.03141
Ca_15474,3.89465,12.6528,2.29378,2.00003
Ca_15475,49.2186,47.8905,36.1245,32.9518
Ca_15476,13.384,40.4838,72.366,29.7038
Ca_15477,24.672,18.756,27.5815,27.3758
Ca_15478,4.86409,5.78009,3.89436,4.7389
Ca_15479,1.06477,2.37744,2.31337,1.86373
Ca_15480,2.14185,3.22221,2.02974,1.54934
Ca_15481,9.73424,11.7314,4.87445,5.55234
Ca_15482,18.2284,14.7013,6.79901,5.28137
Ca_15483,336.303,488.105,89.7284,253.706
Ca_15484,1.04611,7.0995,2.29589,1.86232
Ca_15485,17.647,32.3028,12.432,19.566
Ca_15486,14.3664,22.8594,15.7376,20.5306
Ca_15487,7.00974,5.36967,4.24328,2.97174
Ca_15488,17.1976,11.983,114.756,86.9656
Ca_15489,0.0648255,0.0490166,0.0,0.0508396
Ca_15490,0.526276,0.617917,0.646011,0.434446
Ca_15491,0.203604,0.0,0.730403,0.351956
Ca_15492,0.0,0.0,0.0,0.0
Ca_15493,25.6389,8.72706,25.3623,17.6814
Ca_15494,0.0,0.0,0.0,0.038704
Ca_15495,0.0,0.0,0.0,0.0
Ca_15496,13.8473,15.8985,16.3127,17.9131
Ca_15497,32.3904,17.0315,24.2769,24.3449
Ca_15498,0.0434812,0.147485,0.0828267,0.0331726
Ca_15499,159.345,67.524,44.8322,54.7482
Ca_15500,0.738638,2.60496,0.715513,0.568641
Ca_15501,5.48107,3.65878,6.48434,7.64403
Ca_15502,28.8126,35.4099,35.3644,29.5748
Ca_15503,56.8397,37.4565,64.2792,58.1911
Ca_15504,1.30637,1.76456,6.45644,5.69683
Ca_15505,0.0,0.0,0.0,0.0
Ca_15506,0.0,0.0,0.0,0.0
Ca_15507,0.0,0.0,0.0,0.0
Ca_15508,8.41887,6.30271,3.01851,2.30906
Ca_15509,0.0,0.0228178,0.0458752,0.0685284
Ca_15510,105.385,116.961,49.731,46.0228
Ca_15511,4.88376,9.82889,4.92869,5.70425
Ca_15512,4.81795,7.04878,3.58115,3.55672
Ca_15513,7.65706,13.2895,15.532,14.9275
Ca_15514,16.2772,25.3329,23.2081,30.9597
Ca_15515,14.6222,41.8332,12.0724,17.7676
Ca_15516,209.185,152.104,68.3298,35.1608
Ca_15517,2.32345,6.54652,1.67143,2.84321
Ca_15518,0.127496,0.133637,0.443937,0.263199
Ca_15519,0.0,0.0,0.0,0.0
Ca_15520,4.38858,1.73688,4.39196,5.50173
Ca_15521,0.0,0.0,0.223335,0.111877
Ca_15522,8.31119,5.54332,0.193863,1.17016
Ca_15523,25.266,8.81422,13.5928,13.3966
Ca_15524,25.2615,39.1923,27.7996,34.9644
Ca_15525,0.0712069,0.80328,0.0557355,0.140982
Ca_15526,0.0955023,0.214826,0.662043,0.864929
Ca_15527,12.1916,11.3844,7.01499,8.7014
Ca_15528,17.5903,1.11658,0.0425405,0.17523
Ca_15529,3.06783,5.73728,30.5214,33.7911
Ca_15530,50.9794,60.8881,32.6951,33.8266
Ca_15531,50.9794,60.8881,32.6951,33.8266
Ca_15532,12.1916,13.5285,34.5105,31.3013
Ca_15533,78.9958,162.883,3.3666,15.5714
Ca_15534,5.36623,5.46636,7.08499,8.48654
Ca_15535,10.9871,4.8752,2.38483,1.41682
Ca_15536,1.62087,0.682545,1.01253,0.686586
Ca_15537,8.48675,2.97921,0.194805,0.146489
Ca_15538,0.0,0.0229753,0.0460559,0.0232783
Ca_15539,0.722865,0.441532,0.922823,0.830431
Ca_15540,1.82486,2.55591,12.9876,5.12706
Ca_15541,31.5909,23.7137,33.8126,32.9093
Ca_15542,39.7798,23.7595,25.9798,20.9002
Ca_15543,16.7509,7.74784,109.121,99.7591
Ca_15544,4.84708,12.3427,8.73771,8.79309
Ca_15545,16.0955,28.4746,6.17311,13.6379
Ca_15546,18.4405,14.3479,11.2584,8.41436
Ca_15547,0.644102,0.788784,4.36671,1.6535
Ca_15548,7.09836,2.30333,4.06935,3.26169
Ca_15549,3.57258,5.52609,2.71424,1.43589
Ca_15549,3.94369,6.55612,2.95321,1.40957
Ca_15550,5.09651,1.61984,11.487,3.43665
Ca_15551,150.071,67.9711,102.987,114.689
Ca_15552,0.0,0.0,0.334109,0.0567913
Ca_15553,2.21787,1.07497,5.81362,4.69533
Ca_15554,16.9109,18.5755,32.7887,18.0651
Ca_15555,22.278,11.8367,35.8239,21.8464
Ca_15556,116.876,609.961,88.0001,153.934
Ca_15557,6.87645,39.9696,2.62509,5.03324
Ca_15558,32.735,25.147,13.9197,18.5547
Ca_15559,192.291,140.731,305.18,195.622
Ca_15560,36.2557,17.285,16.2514,17.7626
Ca_15561,0.0,0.885654,0.0479696,0.0491135
Ca_15562,5.74047,4.72714,15.8236,11.8605
Ca_15563,40.0311,29.8463,11.0349,15.1985
Ca_15564,41.2714,85.1854,11.2466,13.7947
Ca_15565,7.86223,16.8226,13.2247,12.3853
Ca_15566,0.0,1.74792,0.0,0.0
Ca_15567,48.1015,26.9104,56.2987,30.4936
Ca_15568,25.9681,16.7021,30.3658,30.5768
Ca_15569,5.39072,4.30089,90.7516,67.7985
Ca_15570,9.86641,6.34327,24.1038,14.9421
Ca_15571,1.12803,1.61426,2.8405,1.3868
Ca_15572,40.8529,47.0205,30.5155,35.5352
Ca_15573,34.7863,100.638,54.9533,191.414
Ca_15574,0.0959048,0.366046,3.24644,0.900986
Ca_15575,7.64602,8.32609,12.4564,9.81991
Ca_15576,0.626829,11.6405,23.1308,72.563
Ca_15577,6.85486,10.9813,12.5998,12.3893
Ca_15577,2.04262,2.38504,0.90733,0.0
Ca_15578,7.44871,55.9307,9.42065,10.9149
Ca_15579,12.3879,14.0297,13.0916,21.9631
Ca_15580,34.9705,18.0381,13.7706,16.6482
Ca_15581,8.82662,10.211,6.83794,8.45476
Ca_15582,15.1098,11.7594,3.87764,6.99477
Ca_15583,18.067,11.4686,29.0129,27.0262
Ca_15584,9.29296,5.26819,8.12692,7.66265
Ca_15585,3.6811,4.92762,3.568,4.40677
Ca_15586,2.82752,3.66257,4.56797,2.85572
Ca_15587,0.905362,0.742623,4.04549,3.95127
Ca_15588,0.0,0.0,0.0,0.0
Ca_15589,0.393704,0.0829998,0.470038,0.251891
Ca_15590,0.0,0.0,0.0605073,0.12176
Ca_15591,9.79346,14.4034,7.19281,5.99931
Ca_15592,2.56078,6.21034,1.57436,3.81024
Ca_15593,3.44479,16.9357,0.194697,0.194918
Ca_15594,0.0,0.0,0.0,0.0
Ca_15595,25.0241,35.7594,23.5917,20.73
Ca_15596,4.90175,6.83966,6.90613,6.98992
Ca_15597,18.9943,36.01,24.3105,24.0764
Ca_15598,11.3392,18.4259,15.8693,6.19174
Ca_15599,0.0,0.225587,0.0,0.223919
Ca_15600,0.0244448,0.0,6.55908,7.97125
Ca_15601,9.4365,4.35526,21.464,10.9115
Ca_15602,6.99148,2.61337,1049.22,1142.16
Ca_15603,0.0,0.0,0.0,0.0
Ca_15604,64.8758,12.7165,8.90443,7.74707
Ca_15605,0.0,0.0,0.0,0.0
Ca_15606,5.94983,4.38268,5.36118,3.79373
Ca_15607,35.4052,71.2851,7.30966,3.46582
Ca_15608,100.472,75.292,66.8962,75.0057
Ca_15609,1.71897,0.573063,18.5774,13.1251
Ca_15610,1.29234,2.10952,8.67707,11.0447
Ca_15611,0.0,0.0,0.0,0.0
Ca_15612,22.0661,4.52568,17.224,9.42703
Ca_15613,3.38864,6.43971,5.49945,7.88381
Ca_15614,12.1044,17.3127,15.8249,18.0621
Ca_15615,2.44651,2.54941,3.23258,2.92325
Ca_15616,7.26944,3.0553,0.0,0.20141
Ca_15617,73.2048,53.7778,33.6485,28.1913
Ca_15618,73.2048,53.7778,33.6485,28.1913
Ca_15619,49.4403,361.283,50.8271,44.8359
Ca_15620,49.4403,361.283,50.8271,44.8359
Ca_15621,42.6641,28.8022,60.7251,46.5733
Ca_15622,18.4659,9.20372,21.8493,16.3324
Ca_15623,11.1108,12.9073,17.2636,13.2264
Ca_15624,0.490389,6.73768,4.26814,173.631
Ca_15625,2.17791,0.171622,0.064763,0.327338
Ca_15626,3.50472,0.221378,0.0,0.0338193
Ca_15627,3.05926,7.75944,1.59992,3.1157
Ca_15628,0.0,0.0,0.0,0.0
Ca_15629,20.1576,36.6328,3.88229,5.38535
Ca_15630,8.7919,24.6063,4.77206,4.64865
Ca_15631,0.0268371,0.0815192,0.12297,0.0835184
Ca_15632,6.9651,2.46818,4.13774,4.17071
Ca_15633,44.8365,28.77,30.3026,42.7464
Ca_15634,0.0447308,0.0772783,15.1364,12.3823
Ca_15635,8.03327,4.5386,0.322769,0.480934
Ca_15636,1.04521,0.66663,1.43269,0.658943
Ca_15637,30.6169,25.58,7.6249,15.81
Ca_15638,297.34,211.363,458.038,349.106
Ca_15639,8.85815,7.9097,12.5488,6.66944
Ca_15640,8.3805,5.88436,11.2262,9.81402
Ca_15641,7.0154,9.64365,19.1048,35.2905
Ca_15642,1.07177,7.01811,1.59028,1.35368
Ca_15643,4.26622,11.8074,2.85028,2.18852
Ca_15643,42.2199,124.845,3.56747,5.11509
Ca_15644,16.9284,46.7163,13.6767,9.96471
Ca_15645,114.332,482.671,17.5021,24.2626
Ca_15646,23.8712,43.6087,1.15583,1.67455
Ca_15646,176.091,339.04,14.8479,17.1821
Ca_15647,3.0832,6.12156,15.0014,12.043
Ca_15648,9.34558,25.1316,1.10489,0.859084
Ca_15649,17.2765,9.87642,4.36939,9.1729
Ca_15650,33.443,20.4745,1.3708,1.14398
Ca_15651,24.2861,18.2951,7.77417,7.67492
Ca_15652,38.3299,38.2907,26.6649,32.0925
Ca_15653,13.6687,7.38437,2.87907,2.40443
Ca_15653,8.6099,7.50749,0.42136,0.27268
Ca_15654,0.0,0.0,0.0,0.0
Ca_15655,0.0,0.0,0.0,0.0
Ca_15656,314.476,186.059,186.148,158.872
Ca_15657,29.5316,3.89263,15.2855,5.56801
Ca_15658,0.84793,2.85971,2.47086,0.920964
Ca_15659,19.0128,6.32087,8.61318,4.43823
Ca_15660,0.392263,0.299325,1.17086,0.29875
Ca_15661,0.0,0.0,0.0,0.0
Ca_15662,6.8716,21.5406,3.47553,1.50626
Ca_15663,67.0159,51.0747,41.477,44.2361
Ca_15664,14.4988,32.6455,10.8369,10.6046
Ca_15665,105.018,75.9975,108.773,88.6809
Ca_15666,21.9385,13.6938,13.8667,12.0842
Ca_15667,0.065872,0.151129,6.01561,4.36295
Ca_15668,5.11606,10.0491,11.392,13.3479
Ca_15669,0.0,0.0,0.0,0.0
Ca_15670,0.0,0.0,0.0,0.0
Ca_15671,1.1192,2.61256,0.731928,2.28374
Ca_15672,15.5355,9.75029,11.4442,13.2664
Ca_15673,62.8839,40.4654,8.1238,10.943
Ca_15674,15.2988,24.4182,18.4749,21.1678
Ca_15675,0.0,0.146712,0.448921,0.150193
Ca_15676,10.6311,15.2129,6.01016,11.5542
Ca_15677,23.5074,20.5674,107.109,81.2842
Ca_15678,0.0397635,0.0305371,0.243168,0.245765
Ca_15679,41.2823,36.1652,25.537,34.7582
Ca_15680,9.60976,12.0649,16.6032,32.3784
Ca_15681,14.8443,21.0107,9.8019,11.5478
Ca_15682,0.0,0.025322,0.0,0.0
Ca_15683,33.8069,37.8068,443.485,436.758
Ca_15684,1.36847,1.18164,0.501588,0.738316
Ca_15685,8.23623,5.9728,17.5127,16.2787
Ca_15686,4.49418,3.87252,17.057,22.0463
Ca_15687,164.08,137.824,93.1581,93.1398
Ca_15688,2.8525,4.96305,2.15606,9.09331
Ca_15689,0.468978,1.15236,0.0813918,0.0424116
Ca_15690,2.58106,3.61414,4.96362,5.0588
Ca_15690,0.603127,0.152508,0.509767,0.246125
Ca_15691,7.27908,7.68603,8.34357,11.8325
Ca_15692,58.2327,69.7648,27.874,39.6699
Ca_15693,0.481693,0.205664,0.310689,0.421198
Ca_15694,8.00008,6.78217,5.40665,6.61987
Ca_15695,70.5952,48.6099,19.7731,28.8122
Ca_15696,11.1843,24.3849,22.8227,17.7865
Ca_15697,486.15,256.726,677.758,467.822
Ca_15698,2.54936,26.1715,2.28829,34.921
Ca_15699,0.110646,0.384191,24.4611,41.6278
Ca_15700,16.0576,46.0244,15.8447,21.1459
Ca_15701,29.3803,14.9466,116.422,202.901
Ca_15702,62.2807,42.0415,54.8866,52.5998
Ca_15703,34.474,64.3282,35.2114,58.6921
Ca_15704,219.939,31.7638,79.5989,34.2214
Ca_15705,64.7364,55.799,114.093,104.883
Ca_15706,64.7364,55.799,114.093,104.883
Ca_15707,4.492,14.5789,0.0857631,0.191097
Ca_15708,13.0391,9.54761,22.4234,29.3021
Ca_15709,1.6222,0.787513,1.46449,1.48385
Ca_15710,18.4501,21.0143,16.5143,18.6159
Ca_15711,4.37615,2.25535,67.6897,57.8008
Ca_15712,13.453,18.9621,108.248,87.3576
Ca_15713,86.8291,27.4392,72.3727,62.9342
Ca_15714,1.58903,1.27903,187.952,197.22
Ca_15715,7.33301,12.4431,5.31655,7.2779
Ca_15716,2.46177,2.98871,0.443456,1.00813
Ca_15717,11.2088,3.61436,20.8057,10.6976
Ca_15718,0.176865,0.161238,0.319791,0.641756
Ca_15719,9.21894,5.91063,8.56816,8.72721
Ca_15720,0.0,0.0,0.0,0.0
Ca_15721,4.96396,10.1331,6.12471,8.20617
Ca_15722,11.448,11.5078,5.4764,5.88375
Ca_15723,9.64993,11.8771,15.2821,12.7846
Ca_15724,3.48798,2.73094,6.83899,3.51566
Ca_15725,2.0025,0.853569,0.883069,0.801507
Ca_15726,47.7761,27.958,89.7398,104.387
Ca_15727,0.0484098,0.036905,0.449542,0.113806
Ca_15728,31.5108,57.2657,19.8301,32.5215
Ca_15729,25.4921,70.204,12.553,26.9334
Ca_15730,7.03802,15.3899,55.7894,47.8805
Ca_15731,490.787,341.003,537.086,457.788
Ca_15732,31.6832,11.528,15.3158,13.9111
Ca_15733,7.18361,10.8107,1.9937,1.43722
Ca_15734,13.309,4.91225,10.3139,14.7562
Ca_15735,13.7679,11.4478,14.4326,11.548
Ca_15736,11.6415,11.4094,63.7622,98.3931
Ca_15737,1.26742,1.26062,3.31838,1.25361
Ca_15738,161.601,987.575,65.6008,120.584
Ca_15739,10.4107,8.46103,48.7696,39.571
Ca_15740,55.0423,46.3778,51.6616,60.1689
Ca_15741,88.6623,76.6415,43.2729,49.5325
Ca_15742,1.86749,0.496661,0.0,0.0
Ca_15743,0.123754,0.0,0.0,0.0
Ca_15744,3.88091,3.50351,15.4202,11.6551
Ca_15745,0.0,0.0,0.0669879,0.0224774
Ca_15746,0.0,0.0,0.0,0.0
Ca_15747,1.49482,21.9805,0.830691,1.13775
Ca_15747,2.23852,2.44974,435.454,571.612
Ca_15748,3.10219,5.46298,6.07475,4.46722
Ca_15749,0.0201257,0.0781411,0.1554,0.141742
Ca_15750,1.92551,7.83936,5.12608,2.2812
Ca_15751,7.84297,13.4301,11.8145,16.4201
Ca_15752,0.459719,2.51907,0.328145,1.40524
Ca_15753,147.647,77.0706,23.0481,31.0627
Ca_15754,0.797186,2.02936,1.30545,0.358726
Ca_15755,7.5183,6.17675,9.97825,8.62266
Ca_15756,22.8032,17.4403,31.1822,27.0551
Ca_15757,13.4203,16.6933,7.88736,10.749
Ca_15758,0.310846,0.565308,18.1408,17.1599
Ca_15759,7.72491,9.16512,2.83931,8.05325
Ca_15760,25.5056,27.6159,21.6436,25.0875
Ca_15761,0.979291,0.250739,0.248732,0.508609
Ca_15762,18.6376,10.2005,11.5939,7.10753
Ca_15763,46.5158,38.2897,73.036,56.9839
Ca_15764,18.3179,8.54674,41.1431,10.9518
Ca_15765,35.997,28.2872,54.6183,40.0802
Ca_15766,83.8021,204.505,18.0348,35.2621
Ca_15767,5.49705,11.7074,13.3803,12.17
Ca_15768,17.6725,16.7505,11.1605,7.50017
Ca_15769,14.6903,27.8907,18.8832,19.5816
Ca_15770,0.598071,0.462941,1.10223,0.539107
Ca_15771,42.0267,45.4634,18.122,27.6307
Ca_15772,2.75702,6.09583,4.48258,8.13316
Ca_15773,40.5886,70.5728,19.0923,33.8546
Ca_15774,106.131,116.855,250.565,177.333
Ca_15775,12.9694,101.379,15.9621,11.1304
Ca_15776,19.2885,25.718,12.0858,15.9301
Ca_15777,6.02515,10.0359,8.59962,12.6475
Ca_15778,0.141247,0.0536369,3.32315,1.15666
Ca_15779,2.48273,1.57418,3.98675,2.9425
Ca_15780,21.3527,11.0218,17.9704,15.863
Ca_15781,8.30621,10.0824,41.749,25.5083
Ca_15782,7.5717,5.15898,11.5946,9.42595
Ca_15783,5.9489,3.9632,38.3128,22.7349
Ca_15784,0.0,0.0963345,0.0,0.0
Ca_15785,0.0,0.0,0.0,0.0
Ca_15786,3.58437,10.0427,0.249754,0.381963
Ca_15787,33.4513,149.29,6.75817,9.97622
Ca_15788,0.757087,0.962749,1.59035,0.519997
Ca_15789,13.2308,3.73852,17.1602,8.76219
Ca_15790,12.3682,12.1555,12.4215,13.3739
Ca_15791,0.0,0.530952,0.0,0.0
Ca_15792,0.0,0.327059,0.0,0.0
Ca_15793,0.0,4.7859,2.06367,0.363248
Ca_15794,48.6394,33.5693,30.18,28.6454
Ca_15795,64.8903,37.9221,123.372,178.463
Ca_15796,5.58077,23.3998,21.992,24.9257
Ca_15797,4.59753,7.91888,5.46516,6.8951
Ca_15798,0.441738,1.78755,2.23427,2.10073
Ca_15799,0.206634,0.155139,0.382796,0.467847
Ca_15800,8.15435,6.85516,13.309,8.331
Ca_15801,78.4209,18.7018,62.4193,32.3652
Ca_15802,4.54968,4.57681,4.17576,2.46711
Ca_15803,24.5621,120.692,11.4129,19.7641
Ca_15804,0.240444,0.0,0.0,0.18491
Ca_15805,14.8405,9.61015,12.5932,17.9733
Ca_15806,1.00823,1.36118,9.32325,6.11236
Ca_15807,28.6651,11.4189,0.0317699,0.0507745
Ca_15808,0.0,0.0,0.0,0.0
Ca_15809,0.386583,0.193091,0.194148,0.0
Ca_15810,0.309262,0.118646,0.379837,0.383407
Ca_15811,4.64107,23.4162,8.47199,11.9451
Ca_15812,7.50119,5.91015,6.0775,7.66796
Ca_15813,19.967,24.3892,16.5459,24.4063
Ca_15814,2.85986,2.43767,15.8337,14.5126
Ca_15815,17.9197,18.715,1.88824,2.69378
Ca_15816,6.48473,4.17705,14.214,15.7204
Ca_15817,1.20698,1.17226,1.57656,1.37094
Ca_15818,4.90583,7.05033,4.07741,4.74342
Ca_15819,10.1584,17.0181,13.2857,45.3681
Ca_15820,8.4275,14.3018,44.4792,39.4984
Ca_15821,2.07566,3.56735,3.13712,5.99085
Ca_15822,9.62963,9.1356,8.98877,9.12724
Ca_15823,26.1318,25.9424,10.5993,42.1482
Ca_15824,15.8536,28.1875,15.5197,30.1251
Ca_15825,6.95211,4.30842,31.7278,23.4319
Ca_15826,84.1268,48.3065,34.0314,52.6103
Ca_15827,1.94856,0.589623,1.26044,1.19222
Ca_15828,0.0,0.0,0.0,0.0
Ca_15829,68.8888,46.1579,30.4355,32.724
Ca_15830,3.74251,3.14868,2.00221,1.27693
Ca_15831,0.0,2.64874,0.0265789,0.372234
Ca_15832,17.6197,9.47309,17.8139,15.2777
Ca_15833,28.2035,37.856,8.78782,12.0868
Ca_15834,0.119475,0.0900583,0.0,0.0
Ca_15835,94.8753,41.2511,86.4406,58.0648
Ca_15836,14.7104,25.6972,21.0354,24.8217
Ca_15837,102.825,53.7996,39.9165,27.9955
Ca_15838,7.55893,6.42876,10.4843,5.80224
Ca_15839,0.0,0.0,0.0,0.0
Ca_15840,0.927807,2.85376,1.74692,1.99732
Ca_15841,0.0,0.0277413,0.0557803,0.11132
Ca_15842,0.0,0.0,0.0,0.0
Ca_15843,16.3452,5.22583,0.207294,0.0518165
Ca_15844,258.277,562.731,5.47717,9.20079
Ca_15845,102.573,324.457,2.23803,4.97707
Ca_15846,0.0,0.0,0.0,0.0
Ca_15847,5.27151,4.66956,17.3501,10.4909
Ca_15848,30.7672,31.0287,31.9558,35.1535
Ca_15849,34.392,4.19719,21.3802,15.8585
Ca_15850,17.7169,24.4441,32.5849,26.4838
Ca_15851,2.66048,4.08517,0.199144,0.380372
Ca_15852,7.76876,17.9892,2.46021,3.61455
Ca_15853,87.4058,101.951,44.783,69.2432
Ca_15854,1.0318,1.08553,1.72345,0.92404
Ca_15855,18.2713,18.664,30.0828,63.0979
Ca_15856,10.8342,5.34826,28.5754,18.243
Ca_15857,8.25177,1.05512,0.34073,1.15664
Ca_15858,4.12651,1.81103,1.10179,1.29335
Ca_15859,0.815592,0.0,2.62491,0.0724842
