Test-id,Gene,FPKM-SS-C,FPKM-SS-S,FPKM-ST-C,FPKM-ST-S
XLOC_011554,Ca_05417,39.9592,36.3805,40.1367,39.7757
XLOC_011553,Ca_05418,51.519,44.5593,45.7067,44.2515
XLOC_011552,Ca_05419,2.2268,2.31561,1.06682,1.40187
XLOC_011551,Ca_05420,1.16887,1.86426,1.55081,1.74277
XLOC_011550,Ca_05421,218.239,245.993,228.363,220.48
XLOC_011549,Ca_05422,0.823323,0.715549,1.4767,0.980455
XLOC_009749,Ca_05423,23.1953,32.7794,28.2052,30.0761
XLOC_009748,Ca_05424,236.963,276.989,229.808,219.766
XLOC_011548,Ca_05425,9.04929,7.50814,7.69217,9.00337
XLOC_009747,Ca_05426,65.1612,59.5453,65.5751,64.5704
XLOC_011547,Ca_05427,8.2203,5.74879,8.32691,9.35456
XLOC_011546,Ca_05428,0.0,0.0,0.230108,0.0
XLOC_009746,Ca_05429,5.70356,5.64707,6.91313,5.90198
XLOC_011545,Ca_05430,18.92,18.6843,18.285,18.2508
XLOC_009745,Ca_05431,172.048,165.742,163.353,170.86
XLOC_011544,Ca_05432,0.0275311,0.0,0.027625,0.0314931
XLOC_011543,Ca_05433,76.1454,64.9665,71.1792,64.9027
XLOC_011542,Ca_05434,34.76,36.339,26.3836,41.894
XLOC_009744,Ca_05435,13.4972,10.5428,9.24232,13.4774
XLOC_009743,Ca_05436,6.5733,5.15138,6.04184,6.35115
XLOC_011541,Ca_05437,115.15,118.26,50.7357,42.9548
XLOC_009742,Ca_05438,14.8203,13.35,15.2311,16.2113
XLOC_009741,Ca_05439,0.0,0.0,0.0,0.0
XLOC_011540,Ca_05440,47.211,51.2615,45.7687,43.4969
XLOC_011539,Ca_05441,572.909,446.052,397.85,449.391
XLOC_011538,Ca_05442,30.1789,25.2244,29.2679,25.1146
XLOC_011537,Ca_05443,35.6215,39.7935,35.2893,39.5783
XLOC_009740,Ca_05444,6.84809,5.38581,6.90087,6.31937
XLOC_009739,Ca_05445,1043.33,1136.91,1125.34,1188.31
XLOC_009738,Ca_05446,10.5527,12.4329,12.5078,10.897
XLOC_011536,Ca_05447,84.0879,78.0537,79.1692,81.6494
XLOC_009737,Ca_05448,90.428,94.4091,81.0758,84.9749
XLOC_009736,Ca_05449,0.351825,0.15304,0.0,0.156364
XLOC_009735,Ca_05450,2.60122,1.25769,2.50714,1.63626
XLOC_009734,Ca_05451,48.1154,46.8591,46.3917,44.1077
XLOC_011533,Ca_05452,0.0,0.0,0.0,0.0
XLOC_011532,Ca_05453,1213.1,1237.68,1090.44,1080.73
XLOC_009733,Ca_05454,19.981,18.1116,19.5907,29.0024
XLOC_011531,Ca_05455,23.4921,24.5487,17.7214,18.4833
XLOC_011530,Ca_05456,0.307412,0.573912,0.147777,0.526262
XLOC_009732,Ca_05457,6.39683,4.71139,5.78488,5.57314
XLOC_011529,Ca_05458,1.41924,1.13598,0.995624,0.749072
XLOC_011528,Ca_05459,34.8698,32.6145,30.4409,34.3786
XLOC_009731,Ca_05460,8.80755,7.79435,8.01492,9.0807
XLOC_009730,Ca_05461,31.072,28.8701,33.1487,35.6184
XLOC_009729,Ca_05462,8.77932,9.83993,8.61217,8.24656
XLOC_011527,Ca_05463,0.0,0.0,0.0,0.0
XLOC_009728,Ca_05464,23.8705,22.132,11.6853,14.0624
XLOC_011526,Ca_05465,391.156,379.598,417.369,411.27
XLOC_009725,Ca_05466,215.159,216.963,195.654,212.334
XLOC_009726,Ca_05467,17.3889,18.1958,14.1776,13.54
XLOC_009725,Ca_05468,215.159,216.963,195.654,212.334
XLOC_011525,Ca_05469,2.47192,1.96348,1.99967,2.00953
XLOC_011524,Ca_05470,19.5748,17.0606,21.5897,22.3534
XLOC_011523,Ca_05471,4.61045,4.93001,5.38273,4.42696
XLOC_009724,Ca_05472,36.5068,21.8627,8.48787,10.551
XLOC_011522,Ca_05473,0.367595,0.220185,0.283347,0.492335
XLOC_009723,Ca_05474,68.4513,69.4704,68.9554,72.3338
XLOC_009722,Ca_05475,26.8712,31.8309,29.6672,24.9203
XLOC_009722,Ca_05476,26.8712,31.8309,29.6672,24.9203
XLOC_009721,Ca_05477,5.93335,6.17209,8.10032,11.433
XLOC_009720,Ca_05478,30.7596,27.0973,37.3322,34.7208
XLOC_009719,Ca_05479,6.9491,8.45377,9.90263,7.9554
XLOC_009718,Ca_05480,39.7079,38.5042,42.1714,39.1324
XLOC_009717,Ca_05481,12.8708,12.9456,9.84331,9.45177
XLOC_009716,Ca_05482,220.681,233.02,205.307,230.448
XLOC_009715,Ca_05483,0.0,0.0,0.0,0.0612356
XLOC_009714,Ca_05484,112.162,109.256,101.908,113.344
XLOC_011521,Ca_05485,18.5746,22.4381,21.7594,24.6995
XLOC_011520,Ca_05486,0.0,0.0496972,0.0,0.0
XLOC_011519,Ca_05487,2.63079,4.91691,2.44393,3.6478
XLOC_009713,Ca_05488,0.0,0.0,0.0,0.123057
XLOC_009712,Ca_05489,4.54694,0.0,6.49707,0.0
XLOC_009711,Ca_05490,66.4011,53.5348,79.5284,137.977
XLOC_009710,Ca_05491,33.1163,43.8321,31.3102,40.0499
XLOC_011518,Ca_05492,0.0,0.0,0.0,0.0
XLOC_009709,Ca_05493,0.0,0.0,0.0,0.736195
XLOC_011517,Ca_05494,0.140444,0.0905575,0.18137,0.181702
XLOC_009708,Ca_05495,0.0,0.0,0.0,0.0
XLOC_009707,Ca_05496,30.4854,28.2,26.1576,27.2086
XLOC_009706,Ca_05497,15.3004,12.0058,13.1052,14.0395
XLOC_011516,Ca_05498,0.391831,0.452981,0.346516,0.228617
XLOC_011515,Ca_05499,60.8953,55.9974,54.5846,85.8151
XLOC_009705,Ca_05500,3.48557,2.22287,6.54179,7.06403
XLOC_011514,Ca_05501,0.410399,0.47637,0.614393,0.78263
XLOC_009704,Ca_05502,4.51932,4.40478,5.10868,4.48218
XLOC_011513,Ca_05503,0.0,0.0,0.0,0.0
XLOC_009703,Ca_05504,44.5359,39.3391,44.6995,43.0922
XLOC_009702,Ca_05505,69.3941,54.2644,84.558,88.8504
XLOC_011512,Ca_05506,3.80806,2.31472,2.24144,2.26212
XLOC_011511,Ca_05507,0.0,0.0,0.0,0.0
XLOC_009701,Ca_05508,0.0,0.0,0.0,0.0
XLOC_009700,Ca_05509,6.28068,5.61469,7.98322,9.60283
XLOC_011510,Ca_05510,40.473,39.9401,44.4049,46.4847
XLOC_009699,Ca_05511,22.0356,25.1902,21.6418,18.4534
XLOC_009698,Ca_05512,58.2728,60.0624,56.6149,56.2038
XLOC_011509,Ca_05513,33.9881,33.9327,27.1734,27.2422
XLOC_011508,Ca_05514,2.16706,1.56446,2.22811,4.74632
XLOC_009697,Ca_05515,4.33385,4.33271,4.11874,4.27195
XLOC_009696,Ca_05516,5.59577,6.70187,6.03347,5.64955
XLOC_009694,Ca_05517,3.11045,4.35216,3.9877,4.59009
XLOC_009693,Ca_05518,28.2378,24.0293,32.8701,61.3674
XLOC_009692,Ca_05519,27.6846,19.3672,22.9902,18.8883
XLOC_009691,Ca_05520,0.260312,0.334687,0.272215,0.131864
XLOC_009690,Ca_05521,0.0,0.0,0.0,0.0
XLOC_009689,Ca_05522,0.0578696,0.0681108,0.0,0.0
XLOC_009688,Ca_05523,15.7876,15.015,15.5508,19.027
XLOC_011507,Ca_05524,27.2891,27.5017,27.0219,28.3647
XLOC_011506,Ca_05525,0.0,0.0,0.0,0.0
XLOC_009687,Ca_05526,0.0,0.0,0.0,0.0
XLOC_011505,Ca_05527,96.635,107.413,105.151,117.06
XLOC_011504,Ca_05528,31.4286,31.7683,37.4182,26.4029
XLOC_011503,Ca_05529,51.2149,54.2974,55.2269,56.9098
XLOC_009686,Ca_05530,29.996,26.4611,24.6825,29.6908
XLOC_011502,Ca_05531,12.1871,14.6277,11.5671,15.6076
XLOC_009685,Ca_05532,0.0,0.0,0.0,0.0
XLOC_009684,Ca_05533,0.764602,1.97412,0.781981,1.60652
XLOC_009683,Ca_05534,6.89068,6.91203,6.30085,6.82881
XLOC_011501,Ca_05535,18.2674,21.3957,19.0527,20.4646
XLOC_009682,Ca_05536,279.834,265.386,227.111,273.626
XLOC_011500,Ca_05537,35.7896,33.2649,25.6759,27.9361
XLOC_011499,Ca_05538,29.6573,29.0142,26.674,24.4716
XLOC_011498,Ca_05539,3.37649,3.52011,3.17843,3.46513
XLOC_011497,Ca_05540,0.509871,0.498032,0.431001,0.482273
XLOC_011496,Ca_05541,0.0,0.0,0.0,0.0
XLOC_011495,Ca_05542,10.177,10.0584,8.16776,8.8967
XLOC_011494,Ca_05543,7.29259,9.56493,6.69209,7.52447
XLOC_009681,Ca_05544,0.0,0.0,0.0,0.0
XLOC_009680,Ca_05545,0.0,0.0,0.0,0.0
XLOC_011492,Ca_05546,1.97402,2.4094,3.36501,2.68093
XLOC_011491,Ca_05547,12.236,10.8036,7.46732,9.14493
XLOC_009679,Ca_05548,61.1107,63.6226,53.1711,45.2139
XLOC_009678,Ca_05549,18.3543,20.5881,17.933,17.5128
XLOC_011490,Ca_05550,332.117,342.412,332.358,331.089
XLOC_009677,Ca_05551,11.5831,8.5412,11.7471,9.29741
XLOC_011489,Ca_05552,43.8115,44.3401,47.0267,43.7305
XLOC_009676,Ca_05553,1.883,1.77089,2.13184,1.94259
XLOC_011488,Ca_05554,13.0081,15.2304,11.4673,15.4602
XLOC_009675,Ca_05555,14.1505,16.6349,13.995,16.6743
XLOC_009674,Ca_05556,7.58795,6.14129,11.0197,10.389
XLOC_009673,Ca_05557,17.4426,20.2743,18.3123,18.9045
XLOC_011487,Ca_05558,8.68608,9.13308,8.88662,9.94313
XLOC_011486,Ca_05559,0.923288,1.33449,0.844075,2.06516
XLOC_011485,Ca_05560,761.826,751.31,747.743,738.686
XLOC_011484,Ca_05561,23.061,20.956,20.7475,26.3866
XLOC_009672,Ca_05562,57.3637,48.9642,86.6175,101.923
XLOC_011483,Ca_05563,37.2842,34.429,32.485,33.1237
XLOC_009671,Ca_05564,0.0,0.0,0.0,0.0
XLOC_009670,Ca_05565,33.7382,33.4458,29.5758,36.2513
XLOC_009670,Ca_05566,33.7382,33.4458,29.5758,36.2513
XLOC_011482,Ca_05567,323.01,236.699,392.723,643.16
XLOC_011481,Ca_05568,0.0,0.0,0.0,0.0
XLOC_009669,Ca_05569,81.109,67.9249,80.2887,69.8752
XLOC_011480,Ca_05570,1.3495,1.15269,0.369787,1.24134
XLOC_011479,Ca_05571,24.0802,24.3521,26.7702,26.3132
XLOC_009668,Ca_05572,3.37579,3.6189,6.11338,5.61857
XLOC_011478,Ca_05573,0.974152,1.22062,1.32862,1.86109
XLOC_009667,Ca_05574,35.7649,36.7784,45.3221,39.4581
XLOC_009666,Ca_05575,3.94469,4.73106,11.6453,8.7692
XLOC_009665,Ca_05576,77.8957,77.9082,298.472,317.341
XLOC_011477,Ca_05577,107.244,102.528,103.751,112.08
XLOC_009664,Ca_05578,16.9071,16.6593,30.3293,43.1575
XLOC_009663,Ca_05579,4.60626,5.74654,6.02271,7.04959
XLOC_011476,Ca_05580,24.526,25.2465,23.4619,27.8147
XLOC_011475,Ca_05581,0.977627,1.06368,1.80161,1.13702
XLOC_011474,Ca_05582,0.637725,1.02191,1.22743,0.95514
XLOC_011473,Ca_05583,0.896906,0.940627,1.47104,1.35629
XLOC_011472,Ca_05584,11.1115,11.5846,11.3882,12.3412
XLOC_011471,Ca_05585,2.18835,1.97692,3.01752,3.32729
XLOC_009662,Ca_05586,0.301328,0.513246,0.462776,0.445106
XLOC_009661,Ca_05587,12.4609,12.7354,10.0236,18.4496
XLOC_011470,Ca_05588,27.2693,22.5527,20.1424,22.8071
XLOC_011469,Ca_05589,10.0916,9.28967,9.97937,11.504
XLOC_011468,Ca_05590,78.575,76.5551,75.5454,78.5189
XLOC_011467,Ca_05591,27.8151,32.295,33.6258,43.8178
XLOC_009660,Ca_05592,107.949,123.206,95.0157,101.207
XLOC_009660,Ca_05593,107.949,123.206,95.0157,101.207
XLOC_011466,Ca_05594,4.12732,6.10824,4.17369,5.22645
XLOC_009659,Ca_05595,2.06032,1.69203,2.1461,1.5988
XLOC_009658,Ca_05596,25.4984,27.8869,33.0303,34.9232
XLOC_011465,Ca_05597,28.9408,28.8286,24.0125,23.1188
XLOC_009657,Ca_05598,94.8614,101.314,95.7963,130.046
XLOC_009656,Ca_05599,40.1331,37.8253,33.1556,41.2402
XLOC_011464,Ca_05600,24.8569,25.5756,22.9986,23.1215
XLOC_009655,Ca_05601,12.4631,8.8333,10.6514,7.86964
XLOC_011463,Ca_05602,0.0,0.0,0.0,0.0
XLOC_011462,Ca_05603,28.8752,27.5874,29.8185,31.1621
XLOC_009654,Ca_05604,51.5161,60.6038,57.7168,53.5023
XLOC_009653,Ca_05605,23.8933,24.5111,21.6874,23.3423
XLOC_009652,Ca_05606,151.235,167.296,142.575,145.058
XLOC_011460,Ca_05607,0.0,0.0,0.0,0.0
XLOC_011459,Ca_05608,62.0699,82.1275,41.0021,58.7088
XLOC_009651,Ca_05609,47.9515,47.9351,39.4184,46.2335
XLOC_011458,Ca_05610,30.6996,35.2006,30.5524,29.3009
XLOC_009650,Ca_05611,0.179455,0.1072,0.226068,0.1019
XLOC_009649,Ca_05612,69.6332,73.5469,67.3222,39.5833
XLOC_009648,Ca_05613,0.29882,0.442892,0.564338,0.0
XLOC_011457,Ca_05614,11.8939,15.9971,15.4842,13.2077
XLOC_009646,Ca_05615,0.613177,0.812402,2.23532,2.57141
XLOC_011455,Ca_05616,0.120268,0.0,0.0926333,0.111713
XLOC_011454,Ca_05617,6.34327,6.29975,7.47042,6.05752
XLOC_011453,Ca_05618,90.3118,80.6348,110.599,101.376
XLOC_009645,Ca_05619,49.1655,52.5264,46.0978,48.8409
XLOC_009644,Ca_05620,0.24705,0.12413,0.110719,0.0
XLOC_009643,Ca_05621,11.8982,11.1496,13.955,14.234
XLOC_011452,Ca_05622,119.816,109.823,104.709,101.01
XLOC_011451,Ca_05623,0.0,0.148701,0.190186,0.0
XLOC_009642,Ca_05624,61.676,62.9278,67.1852,65.8319
XLOC_009641,Ca_05625,105.55,74.041,76.9302,51.8364
XLOC_009640,Ca_05626,7.21778,6.31011,7.21477,7.35828
XLOC_009639,Ca_05627,0.0,0.0,0.0,0.0
XLOC_011450,Ca_05628,13.9542,13.0042,21.8987,20.563
XLOC_011449,Ca_05629,18.6919,22.5595,16.59,16.0118
XLOC_011448,Ca_05630,17.4433,20.5341,15.4737,16.8794
XLOC_009638,Ca_05631,85.1156,66.0654,133.147,168.045
XLOC_009637,Ca_05632,69.9834,55.4019,98.1785,109.188
XLOC_011447,Ca_05633,2.82706,4.24823,2.227,3.76908
XLOC_011445,Ca_05634,5.44735,4.39814,6.33445,4.79822
XLOC_011444,Ca_05635,0.947641,0.338772,0.693549,0.541028
XLOC_011443,Ca_05636,8.78341,16.8648,11.3742,14.2058
XLOC_009636,Ca_05637,13.7523,14.8315,13.0793,15.6425
XLOC_011442,Ca_05638,3328.99,4012.51,3909.62,3629.07
XLOC_011441,Ca_05639,8.70353,7.48686,8.23143,8.90312
XLOC_009635,Ca_05640,18.8398,16.2933,19.7649,18.1829
XLOC_009634,Ca_05641,191.081,167.936,280.381,511.864
XLOC_011439,Ca_05642,40.2438,40.1803,36.8226,41.1653
XLOC_011438,Ca_05643,0.761466,0.61855,0.876595,0.927772
XLOC_011437,Ca_05644,0.0,0.0,0.0,0.0
XLOC_009633,Ca_05645,93.2675,93.8676,80.7233,83.6866
XLOC_011436,Ca_05646,20.6365,16.5089,38.2006,37.306
XLOC_009632,Ca_05647,8.19195,6.28668,8.34194,6.95015
XLOC_011435,Ca_05648,0.0294561,0.0328108,0.0,0.0
XLOC_011434,Ca_05649,0.426783,0.698198,0.532653,0.379844
XLOC_009631,Ca_05650,3.27396,2.88029,3.99097,6.24472
XLOC_011433,Ca_05651,7.07112,16.3422,9.80912,10.9597
XLOC_011432,Ca_05652,6.00847,9.17826,8.22564,12.3248
XLOC_011431,Ca_05653,0.0,0.0,0.0,0.0
XLOC_011430,Ca_05654,0.324266,0.91889,0.576497,0.975716
XLOC_009629,Ca_05655,0.0,0.24953,0.0,0.0
XLOC_009628,Ca_05656,0.180557,0.25626,0.21849,0.253774
XLOC_009627,Ca_05657,2.25618,1.61151,2.13525,2.17413
XLOC_009626,Ca_05658,154.399,142.69,161.02,164.787
XLOC_009625,Ca_05659,25.1539,23.5158,27.2009,29.9747
XLOC_009625,Ca_05660,25.1539,23.5158,27.2009,29.9747
XLOC_011429,Ca_05661,24.2259,24.313,19.9474,18.3358
XLOC_011428,Ca_05662,497.501,533.148,501.764,519.938
XLOC_011427,Ca_05663,0.0,0.0,0.0,0.0
XLOC_009624,Ca_05664,0.0,0.0,0.0634497,0.0
XLOC_018260,Ca_05665,54.0804,58.3665,44.4029,54.2214
XLOC_018259,Ca_05666,2.16412,1.86989,3.60435,1.48047
XLOC_016346,Ca_05667,0.446598,0.928743,1.87116,0.906169
XLOC_016345,Ca_05668,10.039,13.0628,13.5827,9.65943
XLOC_016344,Ca_05669,140.537,155.103,154.837,142.33
XLOC_016343,Ca_05670,0.0,0.0,0.0,0.0765032
XLOC_018258,Ca_05671,10.5218,10.2735,9.93123,11.2279
XLOC_018257,Ca_05672,2.12597,2.30361,2.41844,3.0125
XLOC_018256,Ca_05673,0.542108,0.635374,1.07355,0.952939
XLOC_018255,Ca_05674,72.5216,69.8818,66.7622,71.5669
XLOC_016342,Ca_05675,31.1691,32.6916,27.4822,31.2713
XLOC_018254,Ca_05676,32.0298,37.2483,44.182,31.7136
XLOC_018253,Ca_05677,0.23869,0.283633,0.179123,0.139987
XLOC_016341,Ca_05678,21.6788,31.4394,16.8641,22.0779
XLOC_018252,Ca_05678,11.3639,22.0528,13.3146,17.2296
XLOC_018251,Ca_05679,34.7353,31.7271,37.6251,42.3125
XLOC_018250,Ca_05680,1.69464,1.30971,1.16926,1.18076
XLOC_018249,Ca_05681,100.172,92.9875,90.5803,99.2892
XLOC_018248,Ca_05682,74.482,69.7238,78.783,76.698
XLOC_016340,Ca_05683,5.57942,5.20879,5.8219,5.63015
XLOC_016339,Ca_05684,0.11099,0.0,0.18629,0.0422302
XLOC_016338,Ca_05685,4.59155,1.66641,2.89781,3.44526
XLOC_018247,Ca_05686,0.0,0.0,0.0,0.0
XLOC_016337,Ca_05687,2.92029,2.5385,4.47239,4.33775
XLOC_018246,Ca_05688,6.50749,4.18967,6.47682,4.35729
XLOC_018245,Ca_05689,0.0,0.0,0.0,0.0
XLOC_018244,Ca_05690,9.3288,9.15915,9.49296,10.5575
XLOC_018243,Ca_05691,16.2877,11.4265,14.425,21.5685
XLOC_018242,Ca_05692,0.0,0.0,0.0,0.0
XLOC_018241,Ca_05693,7.01775,7.23903,6.53227,7.09969
XLOC_016336,Ca_05694,7.90306,7.23153,9.47746,9.68558
XLOC_016335,Ca_05695,0.237283,0.357146,0.246425,0.332813
XLOC_016334,Ca_05696,35.769,33.1968,46.1827,33.5075
XLOC_018240,Ca_05697,13.9593,13.9782,16.2429,14.096
XLOC_018239,Ca_05698,0.0,0.0,0.0,0.0
XLOC_018238,Ca_05699,91.6794,122.341,162.515,132.284
XLOC_018237,Ca_05700,435.374,360.733,383.669,531.919
XLOC_016333,Ca_05701,9.59485,8.3953,9.17361,7.95215
XLOC_016332,Ca_05702,0.0377442,0.0448991,0.120732,0.045782
XLOC_018236,Ca_05703,1.35361,1.34619,1.36609,1.04971
XLOC_018235,Ca_05704,0.0,0.0,0.0,0.0
XLOC_016331,Ca_05705,0.121682,0.0718309,0.0896335,0.141762
XLOC_016330,Ca_05706,11.4732,8.4676,8.19984,3.74043
XLOC_016329,Ca_05707,0.0,0.0,0.0,0.0
XLOC_016328,Ca_05708,0.0,0.0,0.0,0.0
XLOC_016327,Ca_05709,0.0,0.0,0.0,0.0
XLOC_016326,Ca_05710,34.4389,32.0398,32.901,30.4149
XLOC_018234,Ca_05711,0.365424,0.672176,0.527191,0.619557
XLOC_016325,Ca_05712,0.0,0.0,0.0,0.0
XLOC_016324,Ca_05713,21.7993,24.3572,19.1993,21.7179
XLOC_018233,Ca_05714,0.0,0.0,0.0,0.0
XLOC_016323,Ca_05715,153.846,162.022,152.047,153.757
XLOC_016322,Ca_05716,171.586,221.169,187.467,155.476
XLOC_018232,Ca_05717,0.683332,0.583485,0.790488,1.21661
XLOC_018231,Ca_05718,13.0991,10.848,17.517,27.1169
XLOC_016321,Ca_05719,38.8353,42.6515,37.8055,39.762
XLOC_016320,Ca_05720,5.68254,1.08203,0.374072,0.147646
XLOC_016319,Ca_05721,20.2025,16.6729,20.2944,18.8192
XLOC_018230,Ca_05722,7.48166,7.8763,7.97495,7.87439
XLOC_016318,Ca_05723,5.65499,4.549,7.2412,6.92045
XLOC_016317,Ca_05724,12.1545,12.5173,12.7084,12.0109
XLOC_016316,Ca_05725,5.28955,4.80782,5.43826,6.07632
XLOC_016315,Ca_05726,0.186016,0.208957,0.0909708,0.110968
XLOC_016314,Ca_05727,0.0,0.0,0.0,0.0
XLOC_018229,Ca_05728,17.3455,13.1011,15.6843,14.6019
XLOC_016313,Ca_05729,39.1439,33.876,22.4647,29.2375
XLOC_018228,Ca_05730,10.3666,8.45979,10.1963,9.03349
XLOC_016312,Ca_05731,11.5058,12.753,15.8644,12.9901
XLOC_016311,Ca_05732,0.234961,0.0,0.0,0.0
XLOC_016310,Ca_05733,14.0002,14.6977,16.4725,16.6028
XLOC_016309,Ca_05734,10.7015,11.5301,11.316,12.1757
XLOC_016308,Ca_05735,57.7154,58.2982,53.6416,57.8422
XLOC_018227,Ca_05736,386.853,370.361,422.051,463.038
XLOC_018226,Ca_05737,99.6661,104.363,94.628,97.0471
XLOC_016307,Ca_05738,59.6082,64.1623,67.2407,68.2367
XLOC_018225,Ca_05739,29.837,27.7204,30.5827,28.4688
XLOC_016306,Ca_05740,104.362,87.89,96.0597,139.603
XLOC_016305,Ca_05741,87.4204,91.3746,91.9996,86.5241
XLOC_016304,Ca_05742,29.2362,26.1976,26.6844,28.0698
XLOC_016303,Ca_05743,0.0,0.0,0.0,0.0
XLOC_018224,Ca_05744,0.0,0.0,0.0,0.0
XLOC_018223,Ca_05745,3.34085,3.05314,3.70231,3.61446
XLOC_018222,Ca_05746,2.68864,2.48017,3.49667,2.76271
XLOC_016302,Ca_05747,16.6335,16.569,15.5808,17.2564
XLOC_016301,Ca_05748,9.56162,6.99304,9.16488,8.8392
XLOC_018221,Ca_05749,53.92,56.4487,48.5193,51.6656
XLOC_018220,Ca_05750,26.1337,20.5387,24.9403,21.6513
XLOC_016300,Ca_05751,21.8155,20.1892,25.938,28.7903
XLOC_016299,Ca_05752,2.92445,3.45262,3.36727,4.31386
XLOC_018219,Ca_05753,5.45461,6.20363,7.72586,7.89715
XLOC_018218,Ca_05754,14.6304,13.4335,18.081,23.677
XLOC_018217,Ca_05755,41.0258,43.223,38.1304,46.095
XLOC_016298,Ca_05756,1.0715,1.24483,1.30632,1.55764
XLOC_016297,Ca_05757,0.38709,0.44127,0.75004,1.0286
XLOC_016296,Ca_05758,170.329,114.365,157.772,289.758
XLOC_016295,Ca_05759,17.6557,10.4552,25.2091,35.7865
XLOC_018216,Ca_05760,0.0546056,0.0552562,0.0,0.11784
XLOC_016294,Ca_05761,81.7045,75.643,81.4887,80.0018
XLOC_018215,Ca_05762,1.03374,1.39516,1.33466,1.95919
XLOC_018214,Ca_05763,5.10231,4.43444,5.37485,4.86909
XLOC_016293,Ca_05764,62.5117,54.8804,69.1225,67.4625
XLOC_018213,Ca_05765,0.0,0.0,0.0,0.0
XLOC_016292,Ca_05766,6.97997,6.00471,7.44728,6.87127
XLOC_016291,Ca_05767,46.8157,47.1962,38.8579,40.4117
XLOC_018212,Ca_05768,28.2683,25.3528,28.0362,26.9984
XLOC_016290,Ca_05769,9.24536,8.90442,7.94476,9.63675
XLOC_018211,Ca_05770,137.96,125.387,117.265,137.739
XLOC_016289,Ca_05771,174.404,161.829,137.885,182.627
XLOC_018210,Ca_05772,15.1425,15.5012,16.8595,14.95
XLOC_018209,Ca_05773,32.1092,27.8562,28.2504,27.1232
XLOC_018208,Ca_05774,185.704,145.559,153.094,144.424
XLOC_016287,Ca_05775,0.485839,0.80204,0.439411,0.741123
XLOC_016286,Ca_05776,551.389,599.538,610.382,612.014
XLOC_016285,Ca_05777,6.41301,6.85288,6.69366,8.6791
XLOC_016284,Ca_05778,2.10544,2.51833,1.34742,2.55264
XLOC_018207,Ca_05779,311.106,253.19,233.289,285.264
XLOC_016283,Ca_05780,12.1481,12.1207,16.5777,21.6744
XLOC_018205,Ca_05781,44.9894,48.3347,49.2572,55.7926
XLOC_018204,Ca_05782,1.16316,1.88552,1.20109,2.45811
XLOC_016282,Ca_05783,14.3478,13.8227,13.4838,14.4274
XLOC_016281,Ca_05784,70.5948,65.4552,68.3279,66.9722
XLOC_016280,Ca_05785,1.7816,2.15029,1.32957,1.68583
XLOC_018203,Ca_05786,11.8628,10.896,10.658,9.23864
XLOC_016279,Ca_05787,61.5452,42.9765,102.195,118.775
XLOC_018202,Ca_05788,11.8709,9.82781,13.156,12.2855
XLOC_018201,Ca_05789,19.4138,17.9815,38.2433,49.0982
XLOC_016278,Ca_05790,4.55144,5.42123,5.43759,6.60717
XLOC_018200,Ca_05791,345.29,322.525,332.533,340.318
XLOC_016277,Ca_05792,32.4632,32.7589,37.9119,38.1102
XLOC_016276,Ca_05793,27.9612,29.2997,27.6461,27.9862
XLOC_016275,Ca_05794,23.6001,22.7731,24.1323,24.5103
XLOC_016274,Ca_05795,37.0734,36.8635,34.5557,34.5474
XLOC_016273,Ca_05796,18.0243,21.2173,21.6983,24.0652
XLOC_016272,Ca_05797,13.2085,10.1739,19.6199,11.2221
XLOC_016271,Ca_05798,2.40473,2.16911,3.17392,3.09948
XLOC_018199,Ca_05799,1.79728,2.66741,2.9897,2.51265
XLOC_016270,Ca_05800,169.843,177.3,140.145,170.509
XLOC_016269,Ca_05801,106.649,85.8408,93.702,86.1866
XLOC_018198,Ca_05802,4.39962,4.57199,4.95375,4.68354
XLOC_018197,Ca_05803,0.780342,0.609379,1.27719,0.622498
XLOC_016268,Ca_05804,0.0,0.0,0.0,0.0
XLOC_018196,Ca_05805,21.0507,30.2987,42.7087,14.6174
XLOC_016267,Ca_05806,1627.34,1924.78,1911.74,2241.34
XLOC_018195,Ca_05807,0.062856,0.0531568,0.0143676,0.0168634
XLOC_018194,Ca_05808,17.5421,11.3847,16.3475,17.5068
XLOC_018193,Ca_05809,0.0965609,0.137386,0.141264,0.0549611
XLOC_018192,Ca_05810,23.9895,21.4672,19.4531,22.0762
XLOC_018191,Ca_05811,25.2762,18.8242,25.9535,20.9162
XLOC_018190,Ca_05812,22.4654,22.562,17.4831,22.6046
XLOC_018189,Ca_05813,7.12282,5.13597,13.1067,16.2334
XLOC_018188,Ca_05814,19.0359,23.9689,16.6235,20.046
XLOC_016266,Ca_05815,46.1884,23.918,78.7013,129.832
XLOC_016265,Ca_05816,2517.97,1810.65,1354.36,1873.44
XLOC_018187,Ca_05817,574.79,495.533,619.164,575.575
XLOC_016264,Ca_05818,10.1623,6.73301,11.2727,9.3774
XLOC_016263,Ca_05819,7.48227,9.60923,8.6351,6.67719
XLOC_018186,Ca_05820,52.8609,68.3077,55.1105,53.3494
XLOC_018185,Ca_05821,23.9876,21.4697,22.0271,22.9355
XLOC_016262,Ca_05822,1.3016,0.982442,0.997234,2.36931
XLOC_016261,Ca_05823,63.4821,60.9016,64.1131,62.4466
XLOC_016260,Ca_05824,113.108,104.94,123.351,117.034
XLOC_016259,Ca_05825,16.8517,15.504,15.4034,16.1966
