Test-id,Gene,FPKM-SS-C,FPKM-SS-S,FPKM-ST-C,FPKM-ST-S
XLOC_015121,Ca_05011,13.943,9.57043,8.04011,9.95385
XLOC_015122,Ca_05012,0.684415,0.349123,0.577042,1.04755
XLOC_015123,Ca_05013,0.0,0.0,0.0,0.0
XLOC_015124,Ca_05014,16.9555,19.907,13.5542,18.3301
XLOC_015125,Ca_05015,7.34101,7.09641,6.64755,7.22445
XLOC_013459,Ca_05016,23.4771,23.1208,22.5734,24.3444
XLOC_015126,Ca_05017,21.1976,17.553,20.3253,25.3246
XLOC_013460,Ca_05018,6.63661,5.61069,7.09866,7.24553
XLOC_015127,Ca_05019,12.3952,16.7801,13.4731,10.4673
XLOC_013461,Ca_05020,6.69437,8.11673,7.42285,7.94174
XLOC_018531,Ca_05021,0.0,0.0,0.0,0.0
XLOC_016614,Ca_05022,16.241,18.0292,16.8187,13.8724
XLOC_018532,Ca_05023,6.03614,6.37248,5.55136,5.33153
XLOC_018533,Ca_05024,80.4013,81.6658,84.4648,71.1934
XLOC_016616,Ca_05024,66.5312,71.6035,98.9979,99.1586
XLOC_016617,Ca_05025,33.9839,32.4988,34.4846,36.0509
XLOC_016618,Ca_05026,627.026,740.309,736.827,746.194
XLOC_018534,Ca_05027,12.6121,11.1946,13.6291,13.4996
XLOC_018535,Ca_05028,18.4646,16.7366,20.0215,21.9945
XLOC_016619,Ca_05029,4.74912,5.22212,6.9747,6.4241
XLOC_018536,Ca_05030,0.0,0.0,0.0,0.0
XLOC_016620,Ca_05031,3.35146,3.80125,4.01081,6.32242
XLOC_016621,Ca_05032,1.8468,1.47154,2.39075,1.75413
XLOC_016622,Ca_05033,30.2899,20.6802,28.8148,29.3995
XLOC_018537,Ca_05034,46.1545,58.4409,43.1654,53.6757
XLOC_018538,Ca_05035,25.2521,24.6855,19.5653,19.1449
XLOC_016623,Ca_05036,20.726,20.103,20.2697,19.6414
XLOC_018539,Ca_05037,1.3164,1.13692,0.725578,1.92827
XLOC_016624,Ca_05038,9.83427,8.65305,12.1884,10.0661
XLOC_016625,Ca_05039,56.6189,50.6764,50.6535,53.0003
XLOC_018540,Ca_05040,0.0,0.0,0.0253963,0.0
XLOC_016626,Ca_05041,88.5378,92.8131,89.6732,98.7901
XLOC_018541,Ca_05042,0.247454,0.261468,0.147398,0.286064
XLOC_016627,Ca_05043,0.0,0.0,0.0,0.0
XLOC_016628,Ca_05044,267.918,319.601,226.799,256.771
XLOC_016629,Ca_05045,0.0,0.170146,0.0,0.0
XLOC_018542,Ca_05046,190.307,171.278,136.584,142.589
XLOC_018543,Ca_05047,103.375,113.822,89.3024,102.028
XLOC_016630,Ca_05048,98.7207,107.169,83.9632,71.4684
XLOC_018544,Ca_05049,24.982,25.2071,27.1566,27.8187
XLOC_018545,Ca_05050,3.10923,3.4291,4.77219,4.45109
XLOC_016631,Ca_05051,7.78675,9.83676,7.42084,8.03014
XLOC_016632,Ca_05052,82.1321,83.1877,83.5907,92.2516
XLOC_018546,Ca_05053,0.125625,0.0,0.20061,0.0
XLOC_016633,Ca_05054,123.48,121.324,109.548,121.007
XLOC_016634,Ca_05055,0.0,0.0,0.0,0.0
XLOC_018547,Ca_05056,0.0,0.0,0.0,0.0
XLOC_016635,Ca_05057,36.7261,31.5494,45.4751,42.7274
XLOC_016635,Ca_05058,36.7261,31.5494,45.4751,42.7274
XLOC_018548,Ca_05059,0.236482,0.0,0.225359,0.0898357
XLOC_018549,Ca_05060,0.0,0.0,0.0,0.0
XLOC_016636,Ca_05061,35.594,39.1262,29.0285,32.5577
XLOC_018550,Ca_05062,34.2612,36.0063,33.596,33.3757
XLOC_018551,Ca_05063,20.2089,23.5104,22.4709,21.803
XLOC_016637,Ca_05064,4.33771,2.77121,6.81246,9.50025
XLOC_016638,Ca_05065,61.2337,54.1669,45.4382,55.668
XLOC_016639,Ca_05066,64.3502,61.8634,64.941,75.221
XLOC_018552,Ca_05067,62.3791,66.9466,69.2127,66.497
XLOC_016640,Ca_05068,132.079,139.185,118.908,163.389
XLOC_016641,Ca_05069,5.74557,5.73468,11.9985,10.5649
XLOC_016642,Ca_05070,1096.24,1166.48,1271.34,1306.13
XLOC_018553,Ca_05071,169.374,180.35,103.867,107.609
XLOC_018554,Ca_05072,21.3749,22.7256,18.0621,20.5349
XLOC_016643,Ca_05073,42.4235,22.9093,36.4042,19.0794
XLOC_016644,Ca_05074,74.3939,69.0316,54.3664,43.8933
XLOC_016645,Ca_05075,1.63955,0.914259,0.0,0.0
XLOC_018555,Ca_05076,17.2688,16.3215,12.7133,14.6437
XLOC_016646,Ca_05077,3.87828,3.24729,5.13132,6.01866
XLOC_016647,Ca_05078,2.10788,1.65508,1.42506,1.55832
XLOC_016648,Ca_05079,1.44556,0.868666,1.09978,1.27038
XLOC_016649,Ca_05080,24.5614,26.2508,24.7337,26.5756
XLOC_018556,Ca_05081,9.85035,12.5106,12.8941,14.8374
XLOC_016650,Ca_05082,0.0,0.0,0.0,0.0
XLOC_016651,Ca_05083,10.6824,10.6601,15.1031,16.8123
XLOC_018557,Ca_05084,10.1132,10.9092,8.332,10.6899
XLOC_018558,Ca_05085,174.87,193.532,159.915,176.959
XLOC_018559,Ca_05086,63.7982,61.5011,60.4482,64.7158
XLOC_018560,Ca_05087,2.05297,2.67173,2.7142,2.39884
XLOC_018561,Ca_05088,13.1605,15.7911,15.0198,14.9332
XLOC_018562,Ca_05089,9.93234,10.968,11.2767,9.47739
XLOC_018563,Ca_05090,0.172713,0.0414168,0.0860848,0.238878
XLOC_018564,Ca_05091,8.92723,7.94213,6.67203,6.30432
XLOC_018565,Ca_05092,59.9153,60.4342,49.1756,53.1893
XLOC_016653,Ca_05093,0.409144,0.473081,0.574149,0.441923
XLOC_018566,Ca_05094,43.5429,43.2273,32.8348,34.5248
XLOC_016654,Ca_05095,14.274,13.2431,14.038,14.7129
XLOC_016655,Ca_05096,99.3502,94.1048,84.7493,98.9959
XLOC_018567,Ca_05097,33.94,34.8777,31.9193,32.462
XLOC_018568,Ca_05098,5.16041,4.22792,5.06283,5.47077
XLOC_016656,Ca_05099,4.48973,3.78463,5.07129,4.37626
XLOC_018569,Ca_05100,9.42259,9.81546,11.3432,10.5171
XLOC_018570,Ca_05101,235.77,245.581,207.218,215.033
XLOC_016657,Ca_05102,30.5934,32.3646,27.5595,33.2613
XLOC_018571,Ca_05103,0.133662,0.0714498,0.181211,0.173376
XLOC_016658,Ca_05104,0.0,0.0,0.0,0.0
XLOC_016659,Ca_05105,704.5,730.211,628.537,679.601
XLOC_018573,Ca_05106,8.67938,8.11836,8.12526,6.74078
XLOC_018574,Ca_05107,6.03823,6.64999,8.36775,6.67531
XLOC_016660,Ca_05108,92.5361,87.7467,89.8246,83.9809
XLOC_016661,Ca_05109,0.0,0.0,0.0,0.0
XLOC_018575,Ca_05110,23.5853,15.3105,18.9032,26.8088
XLOC_018576,Ca_05111,24.5505,30.3458,21.477,27.9261
XLOC_018577,Ca_05112,22.7275,17.5014,11.2082,12.6666
XLOC_018578,Ca_05113,0.0,0.0,0.0,0.0
XLOC_018579,Ca_05114,34.9156,45.2613,31.8523,33.4232
XLOC_016662,Ca_05115,0.0,0.0,0.0,0.0
XLOC_016663,Ca_05116,0.0829741,0.091931,0.0711127,0.160738
XLOC_016664,Ca_05117,0.99947,1.21769,0.515599,1.04985
XLOC_016665,Ca_05118,0.381019,0.792377,0.677573,0.812051
XLOC_018580,Ca_05119,5.7632,7.92389,9.47844,8.99365
XLOC_018581,Ca_05120,4.88344,3.55717,4.78028,4.73397
XLOC_016667,Ca_05121,0.292222,0.459796,0.374226,0.403038
XLOC_016668,Ca_05122,8.36847,9.28214,9.36899,8.38995
XLOC_018582,Ca_05123,17.0825,16.2176,15.4244,17.1873
XLOC_016669,Ca_05124,8.10152,13.8282,5.54905,8.20249
XLOC_016670,Ca_05125,0.284315,0.320661,0.0957288,0.0
XLOC_018584,Ca_05126,58.7715,68.8995,60.5207,71.7972
XLOC_018585,Ca_05127,13.3115,11.1769,14.0735,13.1272
XLOC_018587,Ca_05128,7.77372,7.09788,7.30713,8.46878
XLOC_016671,Ca_05129,12.9548,9.94877,14.3897,12.2328
XLOC_016672,Ca_05129,3.9339,3.88052,3.99842,4.64387
XLOC_018587,Ca_05130,7.77372,7.09788,7.30713,8.46878
XLOC_018586,Ca_05131,35.831,29.8776,32.113,33.1141
XLOC_018589,Ca_05132,20.9743,15.9482,19.5384,16.4754
XLOC_018590,Ca_05133,76.3247,63.8132,76.1919,68.9076
XLOC_016674,Ca_05134,76.3046,73.8639,65.6286,70.5052
XLOC_016674,Ca_05135,76.3046,73.8639,65.6286,70.5052
XLOC_016675,Ca_05136,22.4542,24.2705,35.4993,30.8872
XLOC_016676,Ca_05137,9.88682,9.71694,10.181,10.5365
XLOC_016677,Ca_05138,2.14182,2.71677,2.60194,2.97505
XLOC_018592,Ca_05139,7.71558,7.32584,8.64147,8.54179
XLOC_016679,Ca_05140,2.44062,2.17519,2.22544,2.89743
XLOC_016679,Ca_05141,2.44062,2.17519,2.22544,2.89743
XLOC_018593,Ca_05142,0.0,0.0,0.0,0.0
XLOC_016680,Ca_05143,1.40738,1.71766,1.44703,1.36052
XLOC_018594,Ca_05144,54.7172,61.7356,58.0743,57.2331
XLOC_016681,Ca_05145,116.109,101.09,101.676,109.615
XLOC_016682,Ca_05146,4.23062,3.64157,3.26954,3.80665
XLOC_018596,Ca_05147,38.4949,39.9177,44.1321,46.8256
XLOC_018597,Ca_05148,0.345826,0.405299,0.285852,0.448533
XLOC_016683,Ca_05149,10.2315,8.79896,10.9007,8.71603
XLOC_018598,Ca_05150,49.3813,53.1494,49.612,55.0174
XLOC_018599,Ca_05151,827.046,904.291,866.735,899.751
XLOC_016684,Ca_05152,9.60173,10.9889,10.8037,11.7095
XLOC_018600,Ca_05153,29.7239,39.8557,29.302,33.7834
XLOC_016685,Ca_05154,0.0,0.0,0.0,0.0
XLOC_016686,Ca_05155,18.6608,17.7117,16.6351,14.4055
XLOC_018601,Ca_05156,13.7066,10.2103,15.5568,13.5156
XLOC_018602,Ca_05157,57.2317,55.2089,59.5359,56.7266
XLOC_016687,Ca_05158,103.735,99.9677,107.226,104.408
XLOC_018603,Ca_05159,14.8326,16.0595,10.9318,15.7306
XLOC_018604,Ca_05160,0.824189,1.13129,1.03567,5.55057
XLOC_016688,Ca_05161,0.0,0.0,0.0,0.0
XLOC_016689,Ca_05162,0.0,0.0,0.0,0.0
XLOC_018605,Ca_05163,2.29116,1.23612,1.16105,2.77075
XLOC_018606,Ca_05164,0.0,0.0,0.0,0.0
XLOC_018607,Ca_05165,28774.8,27647.9,41673.1,33731.9
XLOC_016690,Ca_05166,15.1044,14.4223,16.0121,20.4315
XLOC_018608,Ca_05167,71.4702,84.2169,53.6657,100.257
XLOC_016691,Ca_05168,105.849,107.932,126.148,103.304
XLOC_018609,Ca_05169,32.7794,18.5036,23.5665,26.1224
XLOC_016692,Ca_05170,0.0,0.0,0.0,0.126619
XLOC_018610,Ca_05171,63.5394,65.3211,52.0088,53.7122
XLOC_018611,Ca_05172,0.665278,0.24327,0.323092,0.438207
XLOC_018612,Ca_05173,3.46358,2.84757,2.62311,5.82515
XLOC_018613,Ca_05174,4.62631,5.09578,5.41897,6.12755
XLOC_018614,Ca_05175,574.207,630.934,543.233,586.383
XLOC_016693,Ca_05176,55.8034,50.9742,49.451,51.3218
XLOC_016694,Ca_05177,19.3001,19.4283,14.5323,17.1468
XLOC_016695,Ca_05178,1.69766,1.27628,1.56443,1.42992
XLOC_016696,Ca_05179,0.277879,0.322151,0.0,0.0
XLOC_018615,Ca_05180,0.227086,0.108401,0.0905739,0.108939
XLOC_018616,Ca_05181,9.26349,8.22645,10.5385,7.68193
XLOC_016697,Ca_05182,23.0649,21.1916,18.2658,17.1308
XLOC_016698,Ca_05183,68.491,62.9023,58.4803,66.2016
XLOC_016699,Ca_05184,29.5656,30.4227,29.7137,31.3993
XLOC_018617,Ca_05185,29.309,29.5537,29.6553,28.8733
XLOC_018618,Ca_05186,19.9368,18.3838,20.4414,18.9197
XLOC_018619,Ca_05187,2.89597,1.57587,1.68672,1.86243
XLOC_018620,Ca_05188,1.80076,1.76705,2.07652,1.7601
XLOC_018621,Ca_05189,15.7582,19.1777,15.5829,17.5342
XLOC_018622,Ca_05190,86.83,89.5184,75.142,83.4928
XLOC_018623,Ca_05191,61.996,70.9489,64.8314,64.2745
XLOC_016700,Ca_05192,0.0,0.0,0.0,0.0
XLOC_016701,Ca_05193,0.209526,0.0,0.0,0.0706674
XLOC_016702,Ca_05194,30.8619,34.6608,29.3568,30.0068
XLOC_018624,Ca_05195,10.2683,8.02295,6.29885,25.3139
XLOC_018625,Ca_05196,0.954632,1.36899,0.831537,1.52656
XLOC_016703,Ca_05197,0.0,0.0,0.0,0.0
XLOC_016704,Ca_05198,0.0,0.0,0.0,0.0
XLOC_016705,Ca_05199,83.6007,79.0862,72.5947,79.6796
XLOC_018626,Ca_05200,3.70489,2.92023,3.8558,3.2658
XLOC_018627,Ca_05201,70.3637,65.9103,60.262,62.805
XLOC_018629,Ca_05202,0.840876,0.832341,1.11068,0.772066
XLOC_018630,Ca_05203,11.577,11.5392,15.2112,13.2637
XLOC_018631,Ca_05204,6.82749,5.42847,6.67853,5.87533
XLOC_018632,Ca_05205,0.0,0.0,0.0,0.0
XLOC_018633,Ca_05206,13.5946,12.3186,12.3185,12.2531
XLOC_016706,Ca_05207,36.0341,34.6424,33.6114,35.0097
XLOC_018635,Ca_05208,14.8344,20.0904,38.9108,29.4975
XLOC_018636,Ca_05209,2.42433,1.42276,2.36073,2.24065
XLOC_018637,Ca_05210,1.299,0.83841,1.91567,1.59908
XLOC_016707,Ca_05211,0.0,0.0,0.0,0.0
XLOC_016708,Ca_05212,43.1539,42.6483,46.1469,41.0318
XLOC_016709,Ca_05213,8.79873,9.44334,8.96709,9.34936
XLOC_018638,Ca_05214,36.1822,38.8882,35.7779,34.1732
XLOC_016710,Ca_05215,28.1492,31.8427,19.8042,26.2979
XLOC_018639,Ca_05216,0.0,0.0,0.0,0.0
XLOC_018640,Ca_05217,0.0,0.0,0.0,0.0
XLOC_016711,Ca_05218,0.459982,0.0,0.0,0.565597
XLOC_016712,Ca_05219,0.0,0.0,0.0,0.0
XLOC_016713,Ca_05220,0.0,0.0,0.0,0.0
XLOC_018641,Ca_05221,32.0367,30.9072,15.7308,13.9057
XLOC_016714,Ca_05222,0.0900972,0.0,0.0,0.106467
XLOC_018642,Ca_05223,103.688,95.8816,115.91,102.295
XLOC_016715,Ca_05224,0.258104,0.248308,0.362561,0.303186
XLOC_018643,Ca_05225,506.026,509.192,584.166,471.722
XLOC_016716,Ca_05226,11.1181,10.8379,12.7281,13.2834
XLOC_018644,Ca_05227,5.86324,6.31773,6.54002,3.80421
XLOC_018645,Ca_05228,4.11075,4.44969,4.83881,4.82835
XLOC_018646,Ca_05229,2.06406,2.31047,1.004,1.44457
XLOC_018647,Ca_05230,50.9035,49.9781,41.6564,47.888
XLOC_018647,Ca_05231,50.9035,49.9781,41.6564,47.888
XLOC_018647,Ca_05232,50.9035,49.9781,41.6564,47.888
XLOC_018648,Ca_05233,27.1685,26.5607,27.2781,21.5701
XLOC_016717,Ca_05234,0.464885,1.04421,0.235887,1.55499
XLOC_018649,Ca_05235,52.6883,41.0124,73.6948,104.786
XLOC_018650,Ca_05236,179.404,184.178,166.996,191.762
XLOC_016718,Ca_05237,138.957,131.131,129.579,133.021
XLOC_018651,Ca_05238,54.0556,52.2893,55.9558,54.8243
XLOC_016719,Ca_05239,21.7624,24.4794,19.5416,25.281
XLOC_016720,Ca_05240,14.2731,16.8038,13.8375,17.1298
XLOC_018652,Ca_05241,89.1513,96.8813,76.2064,85.0578
XLOC_016721,Ca_05242,33.6199,34.8307,34.6567,35.4091
XLOC_018653,Ca_05243,13.1978,10.9795,9.95384,12.6869
XLOC_016722,Ca_05244,23.1751,27.1778,27.0311,26.1637
XLOC_016723,Ca_05245,8.8178,9.12394,7.84822,7.80419
XLOC_016724,Ca_05246,39.8836,38.1757,40.0248,42.249
XLOC_016725,Ca_05247,8.71174,3.59352,7.16358,5.04176
XLOC_018654,Ca_05248,67.5592,65.1585,72.3,75.7834
XLOC_016726,Ca_05249,11.1487,10.7679,10.8883,10.2671
XLOC_018655,Ca_05250,8.40067,5.93296,7.31739,7.36861
XLOC_018655,Ca_05251,8.40067,5.93296,7.31739,7.36861
XLOC_018656,Ca_05252,1.81791,2.79694,1.28698,1.48914
XLOC_018657,Ca_05253,0.226151,0.110391,0.0396354,0.106773
XLOC_018658,Ca_05254,71.9779,67.5562,52.2141,57.6532
XLOC_016727,Ca_05255,27.9902,24.974,24.5591,25.6282
XLOC_018659,Ca_05256,3.59965,3.70012,4.47109,5.60393
XLOC_016729,Ca_05257,3.60638,3.27862,5.0218,4.35055
XLOC_018660,Ca_05258,3.17297,3.36119,3.32702,5.14837
XLOC_018661,Ca_05259,2.22484,2.06094,1.33647,2.1397
XLOC_018662,Ca_05260,0.0,0.0,0.0,0.0
XLOC_016730,Ca_05261,24.3035,18.6498,13.9582,14.4549
XLOC_016731,Ca_05262,157.888,160.713,178.448,435.441
XLOC_018663,Ca_05263,159.872,178.906,158.473,173.805
XLOC_016732,Ca_05264,8.90874,7.84396,7.67468,9.74046
XLOC_018664,Ca_05265,0.0523597,0.0,0.0,0.0
XLOC_018665,Ca_05266,0.0628171,0.0353061,0.029221,0.0322091
XLOC_016733,Ca_05267,0.547925,1.0844,0.463253,0.397073
XLOC_016734,Ca_05268,0.0,0.028689,0.21328,0.312214
XLOC_016735,Ca_05269,15.3522,14.0185,13.0801,14.8733
XLOC_016736,Ca_05270,1190.17,1000.6,1691.35,2818.9
XLOC_018666,Ca_05271,16.2097,15.9847,15.8638,13.2797
XLOC_016737,Ca_05272,17.0091,19.568,15.5876,18.8073
XLOC_016738,Ca_05273,3.66431,2.85291,3.29073,2.82776
XLOC_016739,Ca_05274,18.2036,16.5842,20.139,24.7463
XLOC_018667,Ca_05275,7.18359,8.13574,6.28015,6.7277
XLOC_018668,Ca_05276,0.0,0.0,0.0,1.19506
XLOC_018669,Ca_05277,87.0449,135.414,144.377,162.178
XLOC_018670,Ca_05278,118.038,160.42,146.924,180.106
XLOC_018671,Ca_05279,24.3414,26.0833,23.3873,26.2408
XLOC_018669,Ca_05280,87.0449,135.414,144.377,162.178
XLOC_018672,Ca_05281,6.77533,8.19245,6.09665,6.65961
XLOC_018673,Ca_05282,0.0,0.0,0.0736287,0.0
XLOC_018674,Ca_05283,12.1693,12.2353,10.6751,11.8881
XLOC_016740,Ca_05284,0.0,0.0,0.0,0.0
XLOC_016741,Ca_05285,102.647,111.099,80.3801,85.5522
XLOC_016742,Ca_05286,9.37592,9.26858,9.874,8.12445
XLOC_018675,Ca_05287,180.815,258.396,211.236,225.722
XLOC_016743,Ca_05288,7.24666,9.95663,6.9357,7.19218
XLOC_016744,Ca_05289,16.0795,17.1101,13.869,16.3326
XLOC_018676,Ca_05290,271.964,342.044,238.788,277.666
XLOC_016745,Ca_05291,30.0189,34.499,30.3408,29.0823
XLOC_016746,Ca_05292,4.59787,5.64113,4.72497,4.70049
XLOC_016747,Ca_05293,30.8092,25.8425,30.0491,31.1503
XLOC_016748,Ca_05294,952.233,969.557,775.945,874.824
XLOC_018677,Ca_05295,9.81232,8.15174,5.58615,6.63454
XLOC_016749,Ca_05296,0.484467,0.231678,0.0601811,0.0
XLOC_018678,Ca_05297,0.0,0.0,0.0,0.0
XLOC_016750,Ca_05298,27.8983,25.0702,28.3964,27.5173
XLOC_018679,Ca_05299,111.027,117.352,108.675,104.896
XLOC_018680,Ca_05300,2.7663,1.71116,1.99254,2.84295
XLOC_018681,Ca_05301,0.0,0.171071,0.211084,0.655491
XLOC_018682,Ca_05302,0.0,0.0,0.0,0.0
XLOC_018683,Ca_05303,3.96575,3.29713,3.82256,3.83675
XLOC_018684,Ca_05304,0.0,0.0,0.123467,0.0573355
XLOC_018685,Ca_05305,0.0274876,0.0294864,0.0,0.0535636
XLOC_016751,Ca_05306,5.90883,6.12325,7.80662,7.25195
XLOC_016752,Ca_05307,0.0,0.0,0.0,0.0
XLOC_016753,Ca_05308,86.4293,88.1049,121.518,117.671
XLOC_016753,Ca_05309,86.4293,88.1049,121.518,117.671
XLOC_018686,Ca_05310,68.2686,65.2471,61.5507,63.7987
XLOC_018687,Ca_05311,37.1331,39.931,37.189,41.5623
XLOC_018688,Ca_05312,46.4742,43.9091,48.5928,44.6888
XLOC_016754,Ca_05313,10.9113,10.7555,10.7141,11.5394
XLOC_018689,Ca_05314,22.3602,17.7632,51.2761,65.3864
XLOC_016755,Ca_05315,96.7989,105.743,91.3879,109.83
XLOC_016756,Ca_05316,1.10323,0.845608,1.16884,1.03545
XLOC_016757,Ca_05317,17.7935,19.3729,13.4287,16.6479
XLOC_016758,Ca_05318,30.8587,32.676,27.3604,32.598
XLOC_018690,Ca_05319,33.8304,34.0337,31.9318,32.4181
XLOC_016759,Ca_05320,2.1268,0.769889,4.59707,5.50396
XLOC_018691,Ca_05321,12.5004,12.1013,12.2855,14.1911
XLOC_016760,Ca_05322,57.8452,47.6826,84.9771,49.7677
XLOC_018692,Ca_05323,55.1319,59.4762,58.154,56.6555
XLOC_018693,Ca_05324,65.6478,74.1451,58.9789,73.8009
XLOC_018694,Ca_05325,6.70863,6.38796,9.64177,7.42891
XLOC_018695,Ca_05326,0.886151,0.959338,1.05142,0.818793
XLOC_016762,Ca_05327,3.65971,2.03417,3.58974,2.74586
XLOC_016763,Ca_05328,2.10077,2.62251,3.78966,3.0759
XLOC_016764,Ca_05329,2.01967,1.51473,1.75099,1.58243
XLOC_016765,Ca_05330,43.4845,43.0627,41.4283,38.9205
XLOC_016765,Ca_05331,43.4845,43.0627,41.4283,38.9205
XLOC_018696,Ca_05332,5.60674,4.12513,6.53898,4.51876
XLOC_016766,Ca_05333,3.56635,3.98409,4.2304,3.8279
XLOC_016767,Ca_05334,0.0,0.0,0.0,0.0
XLOC_016768,Ca_05335,35.9785,32.6962,32.3572,40.8827
XLOC_016769,Ca_05336,0.0508362,0.122421,0.0791147,0.0610206
XLOC_018698,Ca_05337,1.67537,0.99714,2.02516,1.8756
XLOC_016770,Ca_05338,45.6581,44.52,41.1125,46.1018
XLOC_016771,Ca_05339,11.3483,8.97275,10.8251,11.034
XLOC_016772,Ca_05340,0.0,0.0338052,0.0,0.0303506
XLOC_016773,Ca_05341,0.0,0.0,0.0,0.0
XLOC_016774,Ca_05342,0.0,0.0,0.0,0.0
XLOC_016775,Ca_05343,0.0,0.0,0.0,0.0
XLOC_016776,Ca_05344,0.0,0.0,0.0,0.0
XLOC_018699,Ca_05345,0.0,0.0,0.0,0.0
XLOC_011591,Ca_05346,4.28929,4.12132,4.99296,3.91173
XLOC_009783,Ca_05347,10.7009,11.3297,9.59984,8.34685
XLOC_011590,Ca_05348,9.66013,9.88511,7.87896,8.36783
XLOC_011589,Ca_05349,35.5348,36.5074,38.4705,36.3721
XLOC_011588,Ca_05350,6.31734,6.62723,5.92104,7.64873
XLOC_009782,Ca_05351,32.8654,29.6988,37.0357,32.2651
XLOC_011587,Ca_05352,15.5918,15.7371,16.5137,16.1826
XLOC_009781,Ca_05353,27.9236,19.8722,29.5714,23.3024
XLOC_009780,Ca_05354,6.30995,7.86413,8.68681,11.63
XLOC_009779,Ca_05355,11.04,7.8634,10.6381,7.41594
XLOC_009778,Ca_05356,42.5769,36.8225,43.0333,41.1767
XLOC_011586,Ca_05357,11.8615,9.55929,11.193,9.4154
XLOC_009777,Ca_05358,0.856314,0.649569,1.49874,1.35456
XLOC_009776,Ca_05359,6.11367,4.68827,5.43095,3.40055
XLOC_011585,Ca_05360,31.1396,14.5418,31.9342,15.8062
XLOC_011584,Ca_05361,21.8515,14.2637,13.878,9.81596
XLOC_009775,Ca_05362,59.3018,52.8774,44.7043,56.5249
XLOC_009774,Ca_05363,37.3129,41.0687,32.7006,41.6532
XLOC_009773,Ca_05364,6.4978,5.98234,9.91197,9.77273
XLOC_009772,Ca_05365,3.44079,4.17007,5.50524,3.44136
XLOC_009771,Ca_05366,4.75568,5.02416,6.0309,3.90341
XLOC_009770,Ca_05367,11.6409,9.00623,12.2013,12.2154
XLOC_009769,Ca_05368,10.5124,10.2492,11.5186,11.5764
XLOC_011583,Ca_05369,32.9776,30.7185,33.6541,31.6812
XLOC_009768,Ca_05370,101.135,104.911,92.6233,110.642
XLOC_009767,Ca_05371,4.91177,5.42464,5.63004,4.78394
XLOC_009766,Ca_05372,2.98742,2.42472,1.19878,2.41257
XLOC_009765,Ca_05373,46.6645,42.0367,44.9649,46.6137
XLOC_011581,Ca_05374,4.43517,4.93433,5.0248,6.08548
XLOC_011580,Ca_05375,7.66447,9.96565,8.35396,9.65843
XLOC_009764,Ca_05376,0.0365462,0.0,0.0,0.0443521
XLOC_011579,Ca_05377,1.7094,2.3816,1.9646,2.00925
XLOC_011578,Ca_05378,10.4746,9.59723,13.7723,13.388
XLOC_009763,Ca_05379,74.7226,73.2489,75.2079,74.0927
XLOC_011577,Ca_05380,36.5329,35.4401,29.1649,29.6428
XLOC_009762,Ca_05381,64.3064,61.2342,59.1621,60.2732
XLOC_009761,Ca_05382,0.0,0.0,0.0,0.134668
XLOC_009760,Ca_05383,32.1735,29.1163,23.9744,30.8169
XLOC_009759,Ca_05384,13.8747,11.4004,13.5842,13.2854
XLOC_011575,Ca_05385,0.0,0.0,0.0,0.0
XLOC_009759,Ca_05386,13.8747,11.4004,13.5842,13.2854
XLOC_011573,Ca_05387,41.1584,29.7248,37.991,38.5318
XLOC_011574,Ca_05387,24.2883,29.7259,23.2158,26.1894
XLOC_011572,Ca_05388,3.33932,3.52285,1.90018,1.86717
XLOC_011571,Ca_05389,190.351,200.552,224.326,237.308
XLOC_011570,Ca_05390,30.0011,28.6052,33.4309,36.7513
XLOC_011569,Ca_05391,3.75451,2.97948,3.44365,2.76308
XLOC_011568,Ca_05392,0.0418848,0.108509,0.0,0.100491
XLOC_011567,Ca_05393,0.0,0.0,0.279493,0.0800167
XLOC_011566,Ca_05394,0.199307,0.350812,0.2334,0.265382
XLOC_009758,Ca_05395,15.4105,17.6492,16.9046,15.9507
XLOC_011565,Ca_05396,25.7771,24.4952,28.7255,28.7312
XLOC_011564,Ca_05397,93.1604,86.6119,83.3708,85.2729
XLOC_009757,Ca_05398,14.7796,16.765,15.7191,17.9406
XLOC_011563,Ca_05399,33.1078,26.1506,20.49,16.4707
XLOC_009756,Ca_05400,33.6607,32.7371,31.5381,34.3877
XLOC_009755,Ca_05401,16.4025,17.994,14.508,16.8818
XLOC_009754,Ca_05402,164.168,165.948,156.44,166.784
XLOC_011562,Ca_05403,29.1929,30.5116,24.6762,25.5882
XLOC_009753,Ca_05404,0.657294,0.773441,0.957325,0.955569
XLOC_009752,Ca_05405,36.6734,33.3271,37.4944,39.4482
XLOC_011561,Ca_05406,0.0,0.0,0.0,0.0
XLOC_011560,Ca_05407,11.3762,11.369,11.308,12.7556
XLOC_011559,Ca_05408,23.3446,22.1713,27.2645,23.7994
XLOC_011559,Ca_05409,23.3446,22.1713,27.2645,23.7994
XLOC_011558,Ca_05410,5.3979,6.02177,6.93862,6.14748
XLOC_011557,Ca_05411,21.6503,14.9559,15.3262,12.5606
XLOC_011557,Ca_05412,21.6503,14.9559,15.3262,12.5606
XLOC_011556,Ca_05413,23.6491,22.4365,22.1885,22.4698
XLOC_011555,Ca_05414,1.32707,1.41773,1.24048,0.986276
XLOC_009751,Ca_05415,0.0,0.0,0.0,0.0
XLOC_009750,Ca_05416,0.181148,0.068018,0.0284109,0.0
