Gene_identifier,Root-Control,Root-DS,Shoot-Control,Shoot-DS
Ca_11411,93.1127,115.909,94.6154,121.592
Ca_11412,2.17874,2.77341,2.46001,2.94854
Ca_11413,0.0,0.0,0.0,0.0532426
Ca_11414,2.10379,4.73979,0.0297211,0.0941186
Ca_11415,12.392,13.4557,21.0817,12.5151
Ca_11416,0.126029,1.02712,0.0,0.198572
Ca_11417,0.0,0.0,0.0,0.0
Ca_11418,7.63505,5.91234,15.7671,11.7091
Ca_11419,290.868,228.565,268.115,92.0507
Ca_11420,100.502,115.114,116.64,106.174
Ca_11421,84.6782,95.7904,0.77807,1.67225
Ca_11422,19.1944,35.6605,3.40635,10.317
Ca_11423,12.4057,20.5257,14.6925,43.9643
Ca_11424,12.4057,20.5257,14.6925,43.9643
Ca_11425,0.959708,2.08094,0.89772,0.880399
Ca_11426,8.69216,12.4938,18.4237,22.6111
Ca_11427,0.890548,0.61827,1.44982,0.590863
Ca_11428,76.7633,89.7688,57.9405,59.1199
Ca_11429,1.4216,2.5413,2.85488,1.85603
Ca_11430,29.8456,31.1727,18.8104,18.1764
Ca_11431,8.00616,13.6568,23.6949,12.318
Ca_11432,6.83269,6.92903,9.34394,3.54355
Ca_11433,0.179559,0.287798,0.406384,0.0
Ca_11434,10.3588,9.66009,14.4804,13.4897
Ca_11435,24.9071,24.4504,29.5596,27.4616
Ca_11436,0.187097,0.0,0.142624,0.446157
Ca_11437,1.71981,2.79283,8.09216,2.36107
Ca_11438,11.2961,45.2694,35.348,30.0292
Ca_11439,44.6223,31.6826,35.4478,57.4659
Ca_11440,0.112181,0.339132,0.647763,0.681394
Ca_11441,16.4386,7.90321,27.6718,17.5135
Ca_11442,17.9025,25.1737,14.8472,45.1422
Ca_11443,0.554418,2.52653,2.0866,3.17371
Ca_11444,6.69742,12.1635,10.6658,15.5782
Ca_11445,20.4174,28.5756,8.19726,12.241
Ca_11446,40.6728,127.408,34.4703,54.3859
Ca_11447,13.5608,10.8728,14.0897,5.81897
Ca_11448,30.4074,23.3569,37.7542,10.0191
Ca_11449,14.8581,14.8265,11.0703,9.86862
Ca_11450,0.0126436,0.0,0.0195228,0.0
Ca_11451,34.7185,37.6887,20.8078,20.8149
Ca_11452,16.4963,23.0016,20.6926,33.0406
Ca_11453,0.0,0.0293273,0.0,0.0737522
Ca_11454,0.0,0.0,0.0,0.154205
Ca_11455,15.7988,17.6137,16.778,27.9538
Ca_11456,15.7988,17.6137,16.778,27.9538
Ca_11457,8.90085,11.6363,9.13292,13.35
Ca_11458,0.934898,1.13248,0.0925915,0.0215522
Ca_11459,0.101005,0.251918,15.7931,15.4307
Ca_11460,5.40664,3.85549,50.8376,44.453
Ca_11461,48.603,52.4334,62.2923,63.0854
Ca_11462,0.255628,0.439432,0.0975919,0.0681406
Ca_11463,94.6726,128.836,5.01449,3.76504
Ca_11464,26.4226,28.7367,33.2363,38.5855
Ca_11465,3.20985,2.59786,4.11191,1.72878
Ca_11466,214.877,304.199,199.207,218.699
Ca_11467,1.04887,1.69318,1.59644,1.97763
Ca_11468,10.1678,28.3608,0.724352,0.0343897
Ca_11469,18.9275,17.1704,12.0442,11.9988
Ca_11470,57.1729,48.1032,27.0513,41.8789
Ca_11471,28.5909,44.5942,7.3309,2.26932
Ca_11472,28.5909,44.5942,7.3309,2.26932
Ca_11473,33.322,31.8935,16.8785,15.0001
Ca_11474,7.82722,12.6016,5.1715,2.4624
Ca_11475,11.7144,8.61475,5.63242,6.33238
Ca_11476,16.292,5.43787,8.9899,3.20159
Ca_11477,9.13539,34.2218,0.873715,0.431285
Ca_11478,96.2785,10.937,20.9349,60.2334
Ca_11479,5.16871,3.58559,6.13843,16.5342
Ca_11480,1.0274,1.15858,0.39503,2.17865
Ca_11481,10.962,12.508,14.2421,14.8768
Ca_11482,36.4779,36.8227,41.7891,35.3876
Ca_11483,8.07643,6.35858,11.3358,11.3817
Ca_11484,339.18,463.502,444.677,342.932
Ca_11485,75.5184,137.113,4.91167,11.9435
Ca_11486,21.8092,20.9746,28.4369,18.8968
Ca_11487,1.87129,6.21238,0.0293057,0.0
Ca_11488,9.1492,12.9331,88.6952,77.7581
Ca_11489,218.405,299.957,211.357,274.852
Ca_11490,0.0,0.0783387,0.653968,0.378697
Ca_11491,6.99604,10.8939,22.5394,21.8645
Ca_11492,0.898996,0.819178,0.457859,0.581536
Ca_11493,0.0,0.0,0.0,0.0
Ca_11494,0.0,0.0,0.174888,0.0
Ca_11495,13.7781,25.6075,11.093,11.0875
Ca_11496,0.269008,0.654061,85.4636,36.205
Ca_11497,0.0,0.132284,0.0,0.0
Ca_11498,6.63491,7.05218,8.05073,5.26052
Ca_11499,27.5443,24.5899,13.122,24.0301
Ca_11500,4.98801,11.5826,2.69379,6.68108
Ca_11501,236.384,229.093,97.3523,163.413
Ca_11502,28.2617,33.8109,8.15992,75.923
Ca_11503,12.4019,13.7334,15.5652,16.4531
Ca_11504,5.29433,6.68644,41.6304,35.0727
Ca_11505,6.88078,12.9139,4.68757,3.82046
Ca_11506,1.35276,4.19313,3.71406,0.731126
Ca_11507,0.444178,2.66331,0.819803,0.387473
Ca_11508,22.1783,21.5509,27.8392,12.8875
Ca_11509,7.02599,3.19256,17.5701,18.7801
Ca_11510,19.4454,17.6868,22.3688,15.7814
Ca_11511,2.34977,1.20275,0.809803,1.36975
Ca_11512,28.0977,24.7186,6.21395,5.08513
Ca_11513,0.587811,3.86729,0.0,0.0
Ca_11514,102.754,103.582,62.3332,28.4092
Ca_11515,14.8941,36.3042,2.55424,3.87307
Ca_11516,27.6155,33.7961,17.3274,21.9158
Ca_11517,0.391848,0.329252,1.15235,0.33768
Ca_11518,26.1146,38.6473,16.3202,19.2282
Ca_11519,27.6155,33.7961,17.3274,21.9158
Ca_11520,81.0432,84.5239,102.186,64.6076
Ca_11521,11.5574,23.8073,27.4211,17.6893
Ca_11522,11.6618,8.14129,19.802,16.4772
Ca_11523,63.7348,138.74,10.1368,19.0078
Ca_11524,17.8825,14.3395,27.4417,20.0532
Ca_11525,33.5803,53.4695,40.4076,25.9533
Ca_11526,1.56442,0.410527,11.2819,4.53832
Ca_11526,6.02163,3.41912,2.1047,2.60534
Ca_11527,4.56633,3.38555,13.3888,7.11097
Ca_11528,0.0,0.0,9.08388,9.62287
Ca_11529,4.72177,1.03305,0.0,0.0
Ca_11530,29.8784,26.1324,4.0364,9.35155
Ca_11531,37.4219,28.7885,23.7708,36.908
Ca_11532,4.18663,2.63706,4.43994,3.78463
Ca_11533,8.66383,36.5832,4.55686,5.54256
Ca_11534,3.48201,4.06024,3.36669,3.31178
Ca_11535,24.8622,34.9596,36.0972,35.0728
Ca_11536,8.59392,13.5296,5.26044,6.74702
Ca_11537,29.7737,40.0375,33.6256,21.6956
Ca_11538,52.6013,42.3828,11.1396,6.06298
Ca_11539,193.769,226.515,195.118,167.607
Ca_11540,0.0,0.0,0.0,0.0
Ca_11541,0.406226,0.76029,0.0789913,0.0417056
Ca_11542,23.0612,43.0599,73.6815,34.5856
Ca_11543,16.3356,17.6266,16.0783,9.93072
Ca_11544,1.15215,1.48339,4.53179,6.05111
Ca_11545,22.5117,25.1374,20.6371,15.3082
Ca_11546,2.05589,0.812719,7.57901,4.90565
Ca_11547,1.32767,0.148612,3.62158,4.01144
Ca_11548,0.0563822,0.0851138,63.5863,32.1556
Ca_11549,6.72193,4.02044,38.4179,43.5529
Ca_11550,2.50494,1.68221,8.79951,3.67388
Ca_11551,0.0282711,0.146506,0.989204,2.17712
Ca_11552,4.91521,4.47199,0.944525,1.13339
Ca_11553,0.490702,0.203123,0.0,0.0
Ca_11554,0.426555,1.01556,2.93121,0.233943
Ca_11555,4.43247,2.34262,1.39907,1.6327
Ca_11556,7.75327,2.70786,3.57636,4.49345
Ca_11557,0.809682,0.394568,1.25153,0.467964
Ca_11558,0.0,0.032099,0.0302869,0.0474554
Ca_11559,0.0,0.0,0.0,0.0
Ca_11560,2.69778,6.69065,0.331731,0.162352
Ca_11561,14.902,8.74567,38.4006,42.9805
Ca_11562,6.62892,6.8603,7.78689,2.93711
Ca_11563,9.73009,8.33466,8.32151,8.50891
Ca_11564,4.37652,57.4728,58.8495,8.74605
Ca_11565,4.37652,57.4728,58.8495,8.74605
Ca_11566,7.40251,49.2714,12.7947,13.7822
Ca_11567,0.0642283,0.270967,4.84353,1.92198
Ca_11568,32.5743,19.615,34.1177,22.2124
Ca_11569,0.0,0.0,0.0,0.0
Ca_11570,19.083,28.035,19.1635,10.6751
Ca_11571,86.0999,87.1654,74.8217,59.7598
Ca_11572,1.6322,1.44702,1.68654,4.35183
Ca_11573,8.24568,12.7548,18.322,13.8253
Ca_11574,13.0009,10.5729,14.313,14.1664
Ca_11575,68.2375,87.1637,10.3563,19.0184
Ca_11576,1.23798,1.22005,2.86247,0.925165
Ca_11577,8.9108,14.2914,13.9527,16.4873
Ca_11578,9.66626,11.758,8.51412,8.13417
Ca_11579,0.0,0.0,0.63923,0.175781
Ca_11580,70.03,62.9108,2.03231,2.63467
Ca_11581,70.03,62.9108,2.03231,2.63467
Ca_11582,1.52706,2.37409,2.94744,10.4493
Ca_11583,0.0,0.656325,0.121217,0.127029
Ca_11584,1.15354,1.09458,17.5437,15.3115
Ca_11585,26.0603,28.8401,15.0387,22.3092
Ca_11586,8.54783,5.77259,4.7799,6.368
Ca_11587,11.884,6.5606,11.4102,13.0455
Ca_11588,3.27721,1.74186,9.06149,6.50392
Ca_11589,52.4449,55.3716,337.362,326.184
Ca_11590,11.8154,16.398,19.6266,19.5477
Ca_11591,0.0,0.0763646,0.0717661,0.0
Ca_11592,3.71154,3.98709,0.0,0.0210038
Ca_11593,23.1673,27.6026,23.9067,17.7755
Ca_11594,0.0,0.0,0.106007,0.0370918
Ca_11595,25.0261,59.934,17.8439,27.538
Ca_11596,8.14623,11.1156,8.84331,5.59635
Ca_11597,0.627391,8.21726,0.0,0.0
Ca_11598,15.9417,23.8398,20.4936,13.2992
Ca_11599,0.0,0.0,0.0,0.0
Ca_11600,13.1955,10.4379,9.98444,14.107
Ca_11601,7.7602,13.1448,2.57657,3.70815
Ca_11602,24.6535,15.0535,10.6394,4.13557
Ca_11603,7.77212,4.19708,14.6522,13.4309
Ca_11604,16.9161,29.32,4.42765,9.88646
Ca_11604,35.1104,51.0998,12.7839,23.9732
Ca_11605,60.105,50.764,17.0197,26.3819
Ca_11606,4.1842,4.04416,4.13936,3.17349
Ca_11607,26.5999,22.6483,10.5416,20.1275
Ca_11608,8.21691,13.6511,13.3514,11.5325
Ca_11609,34.6818,45.7752,0.91826,2.77942
Ca_11610,30.8988,36.1611,70.5279,27.0082
Ca_11611,10.7068,14.8131,8.52506,10.0231
Ca_11612,0.0,0.642132,0.759597,3.85239
Ca_11613,0.373348,2.89355,2.03298,2.97795
Ca_11614,11.9626,9.31496,6.02505,9.30108
Ca_11615,3.44071,7.96306,3.35298,0.398989
Ca_11616,31.1649,21.9962,47.7039,18.2114
Ca_11617,0.57926,1.63586,33.7117,27.7904
Ca_11618,0.285767,0.426783,36.6947,21.8777
Ca_11619,21.3643,24.0276,10.9792,7.1912
Ca_11620,49.7262,40.5237,85.2498,44.7135
Ca_11621,0.0,0.182547,12.2842,22.4857
Ca_11622,22.812,19.2656,21.04,14.4032
Ca_11623,1.83057,2.07722,1.4864,0.273683
Ca_11624,231.209,251.734,154.803,176.523
Ca_11625,16.7609,21.0464,17.7843,13.0287
Ca_11626,19.9068,16.52,25.1139,26.8663
Ca_11627,41.8338,38.8817,25.103,36.8974
Ca_11628,10.0933,43.3764,14.3044,50.9285
Ca_11629,0.0,0.0,0.0,0.0
Ca_11630,76.0571,95.4655,147.419,95.1669
Ca_11631,1.77315,1.42164,1.11882,1.0871
Ca_11632,1.98918,5.49831,0.739349,0.58127
Ca_11633,6.72765,7.67212,36.7637,34.158
Ca_11634,151.905,108.355,98.8832,172.977
Ca_11635,10.2342,10.7995,8.22693,10.5036
Ca_11636,0.811855,0.676775,2.47525,1.3114
Ca_11637,3.99857,3.45045,17.8699,12.1655
Ca_11638,19.2167,24.2353,30.2776,19.6586
Ca_11639,21.1214,25.9863,29.179,23.8305
Ca_11640,51.1982,61.8153,12.3935,3.65375
Ca_11641,62.5515,72.9849,52.6321,52.5683
Ca_11642,47.047,47.593,25.0657,22.984
Ca_11643,12.2994,11.2649,8.19097,7.41067
Ca_11644,2.92268,1.67963,4.31804,1.61609
Ca_11645,103.463,88.3153,72.6629,93.8368
Ca_11646,36.2716,43.082,131.789,82.111
Ca_11647,3.07422,9.28313,0.199151,0.126018
Ca_11648,65.5406,69.8838,229.214,159.898
Ca_11649,14.6142,18.1254,33.8712,31.7337
Ca_11650,6.78069,7.6124,19.5524,13.6174
Ca_11651,114.282,120.639,73.487,76.7516
Ca_11652,27.3951,27.8923,22.5298,24.5302
Ca_11653,1.26652,0.958394,5.63228,2.60654
Ca_11654,1.92235,4.88984,0.0549295,0.399177
Ca_11655,2.55706,7.37298,20.8783,6.0618
Ca_11656,4.89865,4.60821,110.899,65.6078
Ca_11657,4.89865,4.60821,110.899,65.6078
Ca_11658,4.89865,4.60821,110.899,65.6078
Ca_11659,0.0474554,0.158175,0.696406,0.115628
Ca_11660,0.269884,0.0,2.78071,4.65683
Ca_11661,6.29658,8.78637,22.9616,49.6486
Ca_11662,19.0302,15.6733,5.24303,26.3174
Ca_11663,106.569,142.85,19.5889,11.8745
Ca_11664,1.45505,2.39859,0.152373,0.105633
Ca_11665,89.6158,128.196,9.79421,10.2987
Ca_11666,3.64092,3.12141,3.11981,2.19974
Ca_11667,26.8481,25.918,25.3654,25.6847
Ca_11668,3.56713,1.4325,2.75679,4.3494
Ca_11669,0.0,0.51206,0.161572,0.420861
Ca_11670,30.8794,25.9316,18.938,21.3857
Ca_11671,16.058,18.448,10.7849,12.1316
Ca_11672,0.607837,0.339704,0.866423,1.49533
Ca_11672,4.94773,4.11797,2.1287,2.9529
Ca_11673,23.2939,8.04258,3.33506,0.641071
Ca_11674,8.98574,6.59413,5.58546,7.58236
Ca_11675,15.3876,26.5834,28.1573,21.2148
Ca_11676,3.00976,4.3241,6.42963,2.86791
Ca_11677,4.86283,3.931,19.2982,29.4099
Ca_11678,17.6709,16.8116,24.3421,29.1461
Ca_11679,582.713,614.362,547.828,275.706
Ca_11680,29.0312,34.8847,45.1329,30.5729
Ca_11681,10.8657,8.31414,39.6251,27.7656
Ca_11682,12.0418,2.98487,10.7911,13.9651
Ca_11683,10.1383,11.3682,11.4524,14.1593
Ca_11684,6.25628,5.53013,6.71844,5.74272
Ca_11685,2.89649,1.77262,2.2695,2.81334
Ca_11686,0.595492,0.897902,1.78349,2.2103
Ca_11687,0.831546,1.15181,1.17887,0.978987
Ca_11688,2.68171,1.54089,41.5245,20.1703
Ca_11689,7.37612,22.5421,9.80052,2.5484
Ca_11690,24.5039,23.8722,29.3153,34.5063
Ca_11691,0.643228,2.18149,0.0,0.0
Ca_11692,20.2995,22.3774,27.5103,17.7465
Ca_11693,0.127186,0.276709,26.9882,10.1131
Ca_11694,10.3795,14.6449,14.0904,17.5905
Ca_11695,244.688,257.476,482.017,393.637
Ca_11696,88.8729,61.8168,44.4541,75.8086
Ca_11697,1.55178,3.65931,6.04791,3.20602
Ca_11698,405.846,503.905,499.088,218.643
Ca_11699,401.078,226.938,291.865,417.231
Ca_11700,46.6505,48.3303,29.0622,49.1105
Ca_11701,0.0,0.0451205,0.0,0.0434373
Ca_11702,9.23004,11.669,10.4569,12.2366
Ca_11703,5.49848,10.8544,8.01597,9.89093
Ca_11704,3.06133,4.98928,4.99018,3.5595
Ca_11705,16.4909,37.6574,14.1309,26.2502
Ca_11706,16.0542,13.3615,16.6353,16.0631
Ca_11707,2.58959,3.17142,1.88839,2.67211
Ca_11708,17.5748,22.4905,18.6337,19.8791
Ca_11709,0.0513125,0.0,0.213336,0.121891
Ca_11710,0.152481,1.02083,0.0,0.0306824
Ca_11711,0.661216,0.647405,1.01316,0.56733
Ca_11712,5.47325,4.78608,20.0267,12.1012
Ca_11713,6.974,6.16277,13.7806,10.282
Ca_11714,4.32205,6.39266,12.5722,25.416
Ca_11715,22.6005,28.0845,19.4065,18.7901
Ca_11716,100.787,79.9487,228.504,383.233
Ca_11717,24.4378,23.7514,1.90362,7.80677
Ca_11718,1.64597,2.75194,2.28654,1.14916
Ca_11719,0.707915,3.08701,0.095949,0.454804
Ca_11720,42.8504,221.753,10.6714,9.53327
Ca_11721,42.8504,221.753,10.6714,9.53327
Ca_11722,42.8504,221.753,10.6714,9.53327
Ca_11723,14.6161,47.3826,1.89401,0.52988
Ca_11724,7.10044,117.911,0.235361,0.100063
Ca_11725,26.7099,35.4972,42.5345,49.1741
Ca_11726,20.3632,16.4266,11.9481,10.4688
Ca_11727,4.21038,4.16354,24.4483,13.5692
Ca_11728,0.716217,0.559507,1.13324,0.613955
Ca_11729,1.84583,6.43792,6.45705,1.5077
Ca_11730,3.11871,4.3738,13.7805,10.4759
Ca_11731,3.24391,3.26312,9.89125,6.23997
Ca_11732,3.08688,1.28868,3.93463,2.15138
Ca_11733,4.72096,6.99004,7.58075,10.4785
Ca_11734,22.4929,19.3206,10.7914,8.04968
Ca_11735,48.4103,74.434,17.2916,26.0196
Ca_11736,8.9056,2.62988,6.39249,5.05947
Ca_11736,6.78357,5.43874,6.08154,4.11001
Ca_11737,12.9364,99.3112,15.5657,10.4259
Ca_11738,0.676855,0.726616,0.827178,0.378598
Ca_11739,154.005,201.842,211.485,157.635
Ca_11740,38.0648,33.3258,87.2062,58.1788
Ca_11741,35.6562,50.3784,32.4508,23.7765
Ca_11742,2.79572,3.59243,0.177404,7.43412
Ca_11743,6.14224,6.22208,7.04987,9.96329
Ca_11744,8.82279,9.79808,7.06407,14.1307
Ca_11745,11.2993,6.31206,23.1922,6.89044
Ca_11746,335.324,455.661,587.557,274.866
Ca_11747,41.0862,44.3521,49.6127,42.6964
Ca_11748,20.8011,14.2059,11.3841,7.03246
Ca_11749,108.776,48.4909,6.57001,46.9987
Ca_11750,21.303,13.2993,11.8969,10.3499
Ca_11751,7.13533,9.70029,6.72837,10.1887
Ca_11752,13.7294,14.5574,4.583,4.63331
Ca_11753,1.10074,0.330999,1.09122,1.34733
Ca_11754,64.9768,67.0605,9.8395,27.6353
Ca_11754,6.3995,6.17407,0.978295,2.82233
Ca_11755,121.157,15.9131,109.018,129.965
Ca_11756,29.3718,34.8142,37.835,33.9338
Ca_11757,2.72755,8.88874,11.4349,4.18677
Ca_11758,202.464,368.649,143.577,376.153
Ca_11759,2.1697,6.65214,6.60247,4.95305
Ca_11760,14.3702,11.1289,9.78777,15.1719
Ca_11761,13.1581,14.0034,35.3643,27.797
Ca_11762,13.1581,14.0034,35.3643,27.797
Ca_11763,0.0,0.0,0.0,0.0
Ca_11764,0.0,0.0,0.0,0.0
Ca_11765,69.3375,47.4985,57.3145,43.1357
Ca_11766,309.303,438.319,173.457,218.251
Ca_11767,10.8322,92.2111,12.7369,13.4482
Ca_11768,10.8322,92.2111,12.7369,13.4482
Ca_11769,16.7978,21.103,0.187654,0.0327907
Ca_11770,7.97878,1.74768,18.7743,10.4336
Ca_11771,31.4743,14.158,24.0716,7.8291
Ca_11772,140.592,104.864,62.6546,86.6605
Ca_11773,26.5162,7.67333,6.69707,4.80213
Ca_11774,11.8446,9.44405,6.61172,5.2623
Ca_11775,0.0,0.0,0.0,0.0
Ca_11776,2.1082,2.69049,3.47717,3.69972
Ca_11777,0.0,0.20538,0.0663544,0.805858
Ca_11778,33.0173,36.442,40.1965,37.7226
Ca_11779,0.303252,0.0232412,12.3579,9.17366
Ca_11780,62.6495,69.3903,34.3111,45.1309
Ca_11781,0.0,0.231966,0.0,0.0
Ca_11782,33.4547,38.076,15.1437,19.9872
Ca_11783,0.542253,0.275409,0.988648,1.00321
Ca_11784,280.159,415.497,383.63,351.264
Ca_11785,1.31045,2.63278,3.82682,1.76194
Ca_11786,1.15488,1.04266,47.8476,18.7097
Ca_11787,2.47162,7.36877,10.289,5.40655
Ca_11788,1.14518,4.47833,11.8502,46.8071
Ca_11789,52.5538,184.425,12.1856,71.628
Ca_11790,2.68264,8.91689,8.13242,12.7102
Ca_11791,0.433544,0.470799,0.895091,1.40552
Ca_11792,8.24085,10.7573,32.3362,22.8487
Ca_11793,49.3355,52.4476,65.707,22.4715
Ca_11794,100.534,118.291,110.725,106.799
Ca_11795,21.8829,122.147,8.02041,57.8045
Ca_11796,23.5061,27.8331,31.5036,33.8471
Ca_11797,0.0,0.0,0.104995,0.0
Ca_11798,4.04529,5.34399,9.71033,7.28573
Ca_11799,9.34766,13.9354,14.5833,14.4316
Ca_11800,0.370215,0.464013,0.139772,0.444378
Ca_11801,14.641,16.14,16.8606,13.3763
Ca_11802,39.1682,48.541,20.7535,36.0355
Ca_11803,0.0,0.148747,0.0,0.0
Ca_11804,9.3719,6.22401,9.65425,13.7813
Ca_11805,13.0859,13.9223,16.7081,17.1738
Ca_11806,6.7097,2.08495,0.690582,0.927245
Ca_11807,1.00347,2.07894,0.395404,0.194242
Ca_11808,8.28253,6.33913,4.34742,1.73817
Ca_11809,0.349157,0.0,0.0879072,0.0
Ca_11810,0.0,0.202248,0.0,0.0283151
Ca_11811,29.4618,29.8686,31.1484,39.7378
Ca_11812,4.68044,4.32916,31.5401,20.2054
Ca_11813,14.4083,12.3806,7.52423,8.97811
Ca_11814,11.026,13.1886,15.0811,17.0629
Ca_11815,874.597,1061.87,666.995,706.135
Ca_11816,24.8022,24.1783,36.5856,25.8937
Ca_11817,36.8857,40.4656,23.4645,61.3571
Ca_11818,7.1238,24.8096,22.9686,9.21208
Ca_11819,8.22976,8.81439,80.8305,59.6505
Ca_11820,6.494,9.2134,9.83044,12.8816
Ca_11821,217.469,273.28,272.634,119.608
Ca_11822,6.5667,11.8326,12.2446,11.1481
Ca_11823,0.0,0.0,0.452208,0.145809
Ca_11824,17.1499,29.2257,20.0145,12.9819
Ca_11825,0.0,0.0,0.0,0.0
Ca_11826,76.6677,97.7564,41.0214,34.4263
Ca_11827,76.6677,97.7564,41.0214,34.4263
Ca_11828,76.6677,97.7564,41.0214,34.4263
Ca_11829,7.71045,16.6106,10.8796,4.27469
Ca_11830,1.01394,2.53285,12.777,2.74645
Ca_11831,52.8892,77.8736,29.2488,53.4074
Ca_11832,1.04633,1.29158,1.78735,0.782138
Ca_11833,6.2865,33.1353,2.03609,4.27884
Ca_11834,16.5666,17.7658,13.2029,14.5437
Ca_11835,0.0,0.0,0.0,0.0
Ca_11836,0.0,0.0,0.0,0.0
Ca_11837,7.31833,4.69355,6.89356,3.16405
Ca_11838,21.8981,21.4316,8.81466,14.8722
Ca_11839,28.2545,18.0091,30.5503,20.5937
Ca_11840,7.33072,4.83354,10.5521,2.6562
Ca_11841,21.8634,31.2787,27.9619,19.8417
Ca_11842,0.0,0.102019,0.094405,0.0488963
Ca_11843,0.0,0.0,0.0,0.0
Ca_11844,7.34709,3.2536,5.7615,3.11646
Ca_11845,1.88827,1.54679,2.80616,1.16795
Ca_11846,88.6682,113.582,55.3467,60.1083
Ca_11847,36.7922,24.8748,18.427,24.9873
Ca_11848,0.179739,0.0,0.0,0.0
Ca_11849,367.777,107.955,47.4778,11.0411
Ca_11850,36.4065,30.1223,16.3906,20.9817
Ca_11851,81.6721,148.128,570.159,670.739
Ca_11852,8.90956,6.39192,59.7328,34.8342
Ca_11853,73.2297,44.3811,98.8937,41.0725
Ca_11854,6.86697,1.82965,11.8947,2.35346
Ca_11855,0.0,0.0639464,0.0594393,0.0930871
Ca_11856,1.29086,0.427439,12.5983,17.7383
Ca_11857,15.703,16.7217,18.883,9.72325
Ca_11858,31.6352,19.7053,8.99579,10.4041
Ca_11859,44.0143,50.0439,31.2661,29.1052
Ca_11860,102.349,70.5029,23.0367,14.6048
Ca_11861,247.022,250.896,178.613,169.856
Ca_11862,8.83529,7.85646,16.9821,11.7547
Ca_11863,0.3045,54.6582,2.31861,1.85056
Ca_11864,0.0,0.0,0.0,0.0
Ca_11865,28.2659,24.4431,35.0072,26.482
Ca_11866,5.49094,5.37723,5.50514,4.28635
Ca_11867,3.49325,16.382,41.9729,4.67379
Ca_11868,4.40059,5.20723,9.49142,6.89013
Ca_11869,31.5764,27.9354,33.921,33.0846
Ca_11870,2.70049,2.50262,2.35726,2.14164
Ca_11871,0.585036,0.101245,4.09648,1.50176
Ca_11872,59.1765,47.9526,56.4628,40.8534
Ca_11873,2.29387,1.32799,82.5361,71.62
Ca_11874,0.0,0.0,0.054589,0.0
Ca_11875,53.6834,29.976,32.3749,37.9783
Ca_11876,1.35123,1.64945,14.3313,8.25866
Ca_11877,17.5235,19.0412,19.2001,18.9333
Ca_11878,35.4472,42.9438,32.291,38.0543
Ca_11879,2.70575,4.34243,8.43341,9.08317
Ca_11880,31.5764,27.9354,33.921,33.0846
Ca_11881,37.7019,18.3154,9.97387,10.6237
Ca_11882,69.8581,443.166,9.02319,6.03987
Ca_11883,0.0591186,0.0508843,3.02387,1.14065
Ca_11884,0.92946,0.609776,5.31776,4.55715
Ca_11885,0.0,20.1683,0.0,0.0
Ca_11886,14.407,25.5867,4.75831,4.14192
Ca_11887,16.742,16.7891,21.8046,22.8286
Ca_11888,16.742,16.7891,21.8046,22.8286
Ca_11889,285.885,193.497,186.789,238.092
Ca_11890,138.62,178.142,241.89,144.337
Ca_11891,0.0,0.0,0.378909,0.264896
Ca_11892,0.0,0.0,0.0473537,0.0
Ca_11893,162.212,121.131,152.669,43.213
Ca_11894,11.4602,7.29093,6.16136,11.7868
Ca_11895,10.8462,7.06678,32.0524,35.3871
Ca_11896,11.127,13.8227,29.6833,12.1313
Ca_11897,28.2516,107.636,61.7906,23.5902
Ca_11898,21.9535,23.926,16.2041,12.6393
Ca_11899,13.2779,10.5069,9.54294,15.6872
Ca_11900,3.78471,1.77174,30.9809,34.6739
Ca_11901,242.1,368.186,16.8852,147.668
Ca_11902,56.2612,95.046,1.3494,10.2769
Ca_11903,14.1834,11.4277,13.4317,14.027
Ca_11904,2.11531,0.732152,4.94513,389.713
Ca_11905,16.8983,33.7752,1.37588,0.677086
Ca_11906,25.1098,33.7975,14.6566,23.0576
Ca_11907,7.98686,10.5476,21.8539,12.8979
Ca_11908,0.418913,3.3079,0.599271,0.589342
Ca_11909,12.8554,16.978,8.0156,12.5047
Ca_11910,0.550623,0.896029,1.71137,0.942146
Ca_11911,4.4918,3.67895,5.86566,2.19871
Ca_11912,3.4362,3.45063,4.68008,1.12563
Ca_11913,0.0,0.0,0.0925959,1.15923
Ca_11914,0.285601,0.237625,0.863538,0.230062
Ca_11915,2.50837,3.79414,2.83752,1.20491
Ca_11916,1.61847,6.02755,1.58848,0.723648
Ca_11917,3.22716,3.03048,2.79505,1.52278
Ca_11918,33.659,44.2947,4.53748,18.5768
Ca_11919,17.076,14.0987,8.82488,18.9464
Ca_11920,8.61563,8.47948,4.94663,4.41717
Ca_11921,31.6219,26.2723,18.651,22.2591
Ca_11922,10.8008,15.6777,16.8895,7.16434
Ca_11923,0.545746,1.97565,0.0,0.0402734
Ca_11924,2.48168,2.03097,1.85164,2.08217
Ca_11925,1176.7,439.719,172.818,187.69
Ca_11926,0.0,0.168989,0.0,0.0
Ca_11927,3.25331,0.0,0.0,0.259012
Ca_11928,156.726,233.65,56.635,119.47
Ca_11929,1.76466,2.39841,5.20482,3.06263
Ca_11930,33.7124,30.8337,23.8409,22.9797
Ca_11931,0.0,0.0,0.0,0.0
Ca_11932,25.6471,24.5954,19.0936,22.4884
Ca_11933,0.346733,0.567809,0.0,0.0
Ca_11934,15.9309,12.5471,5.96424,7.46103
Ca_11935,0.0,0.362706,4.53997,0.376321
