Gene_identifier,Root-Control,Root-DS,Shoot-Control,Shoot-DS
Ca_00524,47.7451,44.999,41.7705,26.3083
Ca_00525,13.5416,55.6141,4.01335,6.21509
Ca_00526,95.03,105.966,116.093,91.5785
Ca_00527,95.03,105.966,116.093,91.5785
Ca_00528,0.0825645,0.27582,0.0,0.0
Ca_00529,0.967436,13.0448,0.0340535,0.0711602
Ca_00530,0.156096,0.170434,0.0,0.0
Ca_00531,0.0,0.0,0.0479091,0.224485
Ca_00532,136.349,137.665,112.779,98.4301
Ca_00533,2.15316,2.55104,4.11014,3.15015
Ca_00534,56.3033,39.1538,5.25991,14.9274
Ca_00535,36.8382,47.8879,51.0369,53.7301
Ca_00536,0.480515,0.83056,1.74422,0.588785
Ca_00537,1.61647,2.83103,3.48632,1.59002
Ca_00538,15.5943,13.8359,14.8492,15.7048
Ca_00539,27.13,37.9662,13.37,17.5216
Ca_00540,12.2986,13.4172,29.6005,14.0236
Ca_00541,3.66849,6.29723,18.5742,3.41399
Ca_00542,64.3997,77.079,112.276,51.0769
Ca_00543,5.5758,7.13061,6.49939,1.85404
Ca_00544,13.3439,25.5668,10.2655,7.81209
Ca_00545,4.69121,2.988,23.8361,30.7763
Ca_00546,38.2389,43.9452,34.1526,42.2247
Ca_00547,2.00734,2.76063,1.47027,1.69646
Ca_00548,120.533,194.484,69.987,60.2916
Ca_00549,30.2966,23.4179,18.7838,26.7087
Ca_00550,9.78366,9.90906,14.9538,6.64441
Ca_00551,0.0,0.0,0.0,0.0
Ca_00552,13.099,14.1197,9.71143,14.4933
Ca_00553,3.64781,13.006,5.88543,9.96863
Ca_00554,10.7422,15.4435,5.70279,9.55437
Ca_00555,589.357,368.992,0.190646,0.199991
Ca_00556,0.0,0.0,0.0321619,0.0
Ca_00557,0.363463,0.250718,0.323963,0.0971352
Ca_00558,2.1261,2.31669,2.11372,3.17007
Ca_00559,41.0515,34.7435,38.2101,24.3024
Ca_00560,1.67789,0.51758,1.45552,1.54544
Ca_00561,15.2964,26.9366,34.6566,36.3879
Ca_00562,46.0388,32.3763,18.6192,14.4472
Ca_00563,17.9597,5.50767,8.39609,8.11663
Ca_00564,8.1418,5.0035,8.19312,5.14226
Ca_00565,11.193,13.2332,10.6172,17.9264
Ca_00566,264.22,355.322,383.965,183.694
Ca_00567,99.5524,81.1113,29.866,46.8069
Ca_00568,61.2394,72.4654,38.3203,35.7813
Ca_00569,3.57247,7.33781,0.278043,0.833373
Ca_00570,0.0,0.0,0.0,0.0
Ca_00571,5.55771,4.56797,0.113965,0.832176
Ca_00572,36.0953,34.5492,45.6243,108.559
Ca_00573,41.6465,52.7784,51.7265,65.5928
Ca_00574,21.9919,20.2912,20.458,39.4319
Ca_00575,0.141359,0.755304,0.48779,2.14338
Ca_00576,0.0,0.273751,0.10207,0.159287
Ca_00577,7.18518,7.88752,7.16159,12.7709
Ca_00578,0.0,0.0,0.0,0.0
Ca_00579,8.8804,10.0694,9.17715,15.7235
Ca_00580,11.8426,18.2587,20.4581,32.421
Ca_00581,0.448108,0.657461,9.81719,8.46027
Ca_00582,2.64014,4.95194,1.79809,0.999499
Ca_00583,10.4864,16.567,3.04471,21.2009
Ca_00584,5.94387,7.57722,8.59152,9.95976
Ca_00585,13.7145,11.0713,6.84439,11.6486
Ca_00586,0.227352,0.425975,0.0,0.0
Ca_00587,8.23811,8.77856,9.86728,10.2252
Ca_00588,2.49176,1.71664,4.39898,2.93608
Ca_00589,3.01513,64.8958,0.190741,0.649896
Ca_00590,0.0200318,0.0494752,0.0317789,0.201182
Ca_00591,0.931789,0.56862,54.6178,79.9895
Ca_00592,9.84607,12.2047,13.6519,8.36597
Ca_00593,241.464,329.173,286.597,266.511
Ca_00594,34.0277,17.1617,11.8377,6.87055
Ca_00595,5.98031,8.91156,8.72604,10.4071
Ca_00596,0.222719,26.9435,0.294621,0.396263
Ca_00597,0.0,17.3726,0.0829802,0.30733
Ca_00598,7.65044,3.21072,5.90448,4.4317
Ca_00599,14.6195,10.065,18.9005,21.7457
Ca_00600,28.2198,22.5083,8.56583,7.80431
Ca_00601,20.6186,27.0252,30.4968,30.5775
Ca_00602,99.2231,108.835,40.8416,61.7001
Ca_00603,1.73252,2.23148,2.42818,1.36725
Ca_00604,12.1496,15.445,22.0076,12.5116
Ca_00605,7.08137,3.08231,2.61397,0.606394
Ca_00606,5.35039,1.82119,10.6755,9.04607
Ca_00607,0.0,0.113252,0.104054,0.21844
Ca_00608,46.1578,59.027,40.8944,51.7392
Ca_00609,0.418196,0.706211,0.520434,0.551209
Ca_00610,11.6178,14.7872,11.1225,10.4083
Ca_00611,4.60633,4.98462,1.62656,3.73278
Ca_00612,6.51947,8.24674,8.41926,4.66151
Ca_00613,14.6123,14.589,19.5102,22.1078
Ca_00614,386.731,98.3966,107.87,246.153
Ca_00615,0.0,0.0,0.0,0.293487
Ca_00616,17.626,14.8554,20.8024,16.5409
Ca_00617,0.0,0.0,0.0,0.0
Ca_00618,0.128287,0.105467,0.0977665,0.103147
Ca_00619,68.0955,78.3975,71.2427,104.8
Ca_00620,41.9667,17.9905,12.883,18.4889
Ca_00621,30.4184,6.90149,21.0359,22.0021
Ca_00622,32.5495,32.2086,41.2215,30.6277
Ca_00623,32.5495,32.2086,41.2215,30.6277
Ca_00624,16.2353,15.8543,16.8753,14.4211
Ca_00625,0.196916,0.267946,0.396051,0.41709
Ca_00626,253.713,316.459,271.255,150.584
Ca_00627,90.9482,101.309,8.78307,23.5169
Ca_00628,9.18542,5.78803,6.57679,3.64466
Ca_00629,7.75254,10.537,11.7042,5.58741
Ca_00630,47.9197,53.9246,5.82375,5.07174
Ca_00631,2.83789,0.719267,0.0681826,0.0
Ca_00632,20.208,11.9491,18.2755,11.7991
Ca_00633,109.343,72.1443,105.086,151.39
Ca_00634,3.24088,17.4139,5.34976,103.631
Ca_00635,13.4179,17.5372,17.043,17.6636
Ca_00636,6.55738,3.17532,7.39923,5.51516
Ca_00637,21.0675,36.8541,21.8667,24.5094
Ca_00638,41.9243,36.2088,45.6615,44.302
Ca_00639,0.282901,0.19986,3.73065,4.15888
Ca_00640,16.0782,23.3514,16.1548,15.4763
Ca_00641,9.11887,8.30129,4.09853,7.83631
Ca_00642,32.0354,35.8849,11.1177,21.4161
Ca_00643,6.15946,34.0274,16.8775,10.9834
Ca_00644,1235.25,628.022,0.0,0.0
Ca_00645,388.678,352.111,61.6773,240.531
Ca_00646,2.56505,3.50391,1.17742,1.31277
Ca_00647,13.996,5.10899,577.629,562.706
Ca_00648,15.2546,15.5161,15.0288,12.314
Ca_00649,86.7873,64.2355,90.881,61.0747
Ca_00650,7.13014,9.25159,18.0336,15.7774
Ca_00651,0.966655,0.970569,0.369491,0.304242
Ca_00652,23.5556,26.7042,28.1323,20.2545
Ca_00653,73.8294,186.76,14.4619,266.609
Ca_00654,77.4364,67.2276,34.128,36.2034
Ca_00655,114.098,144.922,32.1178,53.9273
Ca_00656,51.1991,56.5341,36.052,79.8001
Ca_00657,2.27128,2.12069,2.59551,1.27966
Ca_00658,5.60412,8.56347,2.87751,5.81954
Ca_00659,0.0322319,0.672884,0.464534,1.25368
Ca_00659,1.46558,1.35045,1.10166,0.887778
Ca_00660,1.08442,0.988127,1.38647,1.10576
Ca_00661,0.490206,0.699928,1.5749,0.290068
Ca_00662,90.2432,23.6389,39.8787,15.9184
Ca_00663,13.0876,17.2726,10.5269,9.75911
Ca_00664,5.01025,11.4757,14.9263,8.04318
Ca_00665,32.7934,22.6232,8.49715,8.378
Ca_00666,0.390368,0.159017,0.0,0.31051
Ca_00667,1.02195,0.925207,0.0,12.042
Ca_00668,0.0,4.66324,0.482941,0.0344471
Ca_00669,111.453,145.45,30.8996,20.9286
Ca_00670,17.0604,27.568,8.92608,6.88574
Ca_00671,20.7752,20.161,14.1076,11.8115
Ca_00672,128.829,152.287,19.0936,29.6761
Ca_00673,0.0,0.0,0.718616,0.227788
Ca_00674,1.76432,1.96926,1.75518,1.62206
Ca_00675,56.5966,124.04,14.5985,32.7182
Ca_00676,20.2394,22.4713,25.4487,30.1975
Ca_00677,20.2394,22.4713,25.4487,30.1975
Ca_00678,3.79945,3.68618,4.71007,3.39908
Ca_00679,3.60507,3.13133,4.87476,3.3338
Ca_00680,6.00219,15.3286,22.2098,6.48066
Ca_00681,2.31049,0.961159,55.2732,29.1217
Ca_00682,4.54585,5.20557,16.6633,10.2614
Ca_00683,29.0906,38.3371,10.7306,20.8953
Ca_00684,8.20931,9.34036,89.3572,18.5089
Ca_00685,11.5948,14.5273,11.8055,16.5063
Ca_00686,9.79975,9.69021,6.04354,7.54821
Ca_00687,0.145258,0.244932,0.172188,2.27527
Ca_00688,0.485449,0.393357,0.0,0.0
Ca_00689,2.02743,2.71184,11.2743,5.37786
Ca_00690,91.3116,71.916,95.2163,54.978
Ca_00691,3.39688,5.26717,2.31903,2.4809
Ca_00692,0.186288,0.463755,0.348139,0.364471
Ca_00693,24.5973,29.4564,48.6476,72.8506
Ca_00694,58.8798,47.0945,67.8901,39.0642
Ca_00695,10.0512,12.3139,18.6882,20.6419
Ca_00696,15.0332,17.0736,23.0599,17.332
Ca_00697,15.0332,17.0736,23.0599,17.332
Ca_00698,0.0,0.0,0.0,0.0
Ca_00699,32.1408,35.781,59.3677,69.4363
Ca_00700,205.362,223.571,121.136,127.944
Ca_00701,0.131028,0.267778,0.101184,0.15798
Ca_00702,96.8167,166.728,76.6786,91.6915
Ca_00703,15.2227,13.5061,22.3798,13.3446
Ca_00704,185.261,415.464,15.0438,15.2258
Ca_00705,30.8851,99.6786,18.1829,11.5507
Ca_00706,4.38791,5.82502,10.5021,3.27312
Ca_00707,8.49612,13.1596,0.331345,0.0
Ca_00708,0.140215,0.0507582,0.0563557,0.0840924
Ca_00709,4.82707,3.95786,8.16778,8.29912
Ca_00710,4.82707,3.95786,8.16778,8.29912
Ca_00711,0.0,0.0,0.0,0.0
Ca_00712,0.0,0.0,0.0,0.0
Ca_00713,50.7184,71.4054,47.8838,49.3332
Ca_00714,12.1309,16.165,11.9105,7.85253
Ca_00715,7.86836,6.75802,15.3275,8.45919
Ca_00716,20.0154,15.8941,11.7475,11.7822
Ca_00717,0.0890546,0.0,0.40924,0.142288
Ca_00718,5.76248,5.5172,8.37252,4.13079
Ca_00719,2.44267,1.72377,2.38491,1.70742
Ca_00720,149.129,176.397,42.6701,72.5652
Ca_00721,1.01292,5.40111,0.0,0.0
Ca_00722,4.50825,7.7237,6.47617,8.43785
Ca_00723,14.6508,190.515,0.0,0.0
Ca_00724,10.7923,13.6811,6.16291,4.39922
Ca_00725,3.84901,3.6595,4.39004,1.54939
Ca_00726,5.42506,6.57986,13.4206,3.55865
Ca_00727,10.4831,8.75249,0.386952,0.578379
Ca_00728,31.5685,21.673,17.9456,17.931
Ca_00729,35.3713,37.1953,58.8922,88.1593
Ca_00730,0.120463,0.0486867,0.0463354,0.0806389
Ca_00731,1.98485,0.666125,0.095726,0.336323
Ca_00732,0.370458,0.204853,0.445805,1.72598
Ca_00733,0.164453,0.103769,0.0319643,0.638477
Ca_00734,17.7604,6.0236,0.661389,2.32559
Ca_00735,49.4621,48.0639,3.14356,1.90843
Ca_00736,45.4025,43.2176,24.5587,31.3275
Ca_00737,2.31467,5.6552,5.25822,2.53806
Ca_00738,6.06863,9.33452,4.35306,2.81255
Ca_00739,2.00088,2.13458,0.903841,0.860229
Ca_00740,10.8569,10.1546,11.9628,11.8213
Ca_00741,3.61142,1.96164,37.6857,34.992
Ca_00742,14.7331,15.4998,17.5313,14.4444
Ca_00743,32.2216,80.7428,13.1576,16.2415
Ca_00744,18.8127,22.3417,14.2357,11.586
Ca_00745,0.193649,18.8401,0.621915,1.42689
Ca_00746,12.8377,7.60238,110.24,107.013
Ca_00747,304.982,345.392,334.409,121.441
Ca_00748,15.3646,16.4499,19.4006,14.3424
Ca_00749,4.82926,7.34529,5.52321,3.60764
Ca_00750,111.855,171.035,71.0568,113.11
Ca_00751,3.29937,5.6486,15.581,7.4609
Ca_00752,5.8197,3.22775,0.0,0.0
Ca_00753,21.7404,39.0554,139.534,82.6494
Ca_00754,1.51292,1.68768,0.899631,0.180139
Ca_00755,10.2666,9.91792,14.0388,13.685
Ca_00756,8.96172,8.32421,18.7237,8.32932
Ca_00757,100.231,52.7871,45.1777,43.1151
Ca_00758,1.95919,1.2739,4.34372,0.910181
Ca_00759,0.0171858,0.12648,0.171,0.030478
Ca_00760,13.5008,13.1506,73.9044,53.464
Ca_00761,168.536,75.8218,45.887,119.399
Ca_00762,224.57,255.121,210.723,172.39
Ca_00763,11.2717,11.0299,12.1606,18.3827
Ca_00764,0.0,0.0,0.0,0.074354
Ca_00765,3.71394,3.38245,4.17811,3.58786
Ca_00766,4.08267,4.81653,4.6388,3.70702
Ca_00767,50.528,51.973,52.5042,47.0788
Ca_00768,2.55235,7.97375,7.04942,1.49945
Ca_00769,2.14624,1.01029,0.21731,0.290154
Ca_00770,0.750979,0.470691,1.39904,0.449188
Ca_00771,0.567971,1.02352,7.43674,4.93738
Ca_00772,7.36981,6.16812,7.50669,7.24635
Ca_00773,9.32287,6.59269,5.39274,3.75097
Ca_00774,0.0,0.0,0.0,0.0
Ca_00775,0.0,0.0,0.0320681,0.0
Ca_00776,10.8847,12.8665,10.6431,14.5869
Ca_00777,27.1909,13.1854,1.57544,4.79104
Ca_00778,2.03689,2.35213,9.25584,6.88354
Ca_00779,30.9934,38.5906,21.1966,30.0709
Ca_00780,4.89049,10.0372,11.3634,8.11428
Ca_00781,9.24198,282.291,1.3931,1.04088
Ca_00782,8.72981,12.1548,14.7947,10.2812
Ca_00783,60.9229,60.6453,39.4958,72.7974
Ca_00784,60.9229,60.6453,39.4958,72.7974
Ca_00785,12.9046,49.8205,0.0,0.0
Ca_00786,1.45517,1.54194,0.328862,0.449737
Ca_00787,0.0,0.0523726,56.1762,32.8436
Ca_00788,2.69951,2.80404,3.25064,4.97342
Ca_00789,0.327259,0.206839,0.0,0.0
Ca_00790,256.253,325.501,284.7,180.759
Ca_00791,24.3723,31.4581,32.6849,26.9597
Ca_00792,0.065641,0.0547968,4.36218,9.0961
Ca_00793,3.75067,4.76779,16.1898,8.22035
Ca_00794,36.7155,35.1694,18.2986,42.2206
Ca_00795,46.8308,163.513,49.5213,34.9442
Ca_00796,431.274,556.861,494.409,470.214
Ca_00797,3.0075,0.29331,4.87461,4.3878
Ca_00798,5.68027,5.94485,8.53615,13.1623
Ca_00799,69.526,86.7874,1.66536,6.97637
Ca_00800,0.195163,0.0401692,0.0,0.0
Ca_00801,0.0,0.0,0.0,0.0
Ca_00802,4.49148,2.83274,2.57963,2.66609
Ca_00803,0.406082,2.12977,0.0767107,0.0802114
Ca_00804,0.197298,2.1917,1.21072,0.633775
Ca_00805,2.94929,4.89917,2.03423,1.80772
Ca_00806,3.85202,3.55013,0.839591,0.763116
Ca_00807,43.0219,19.204,18.0546,5.26263
Ca_00808,34.4267,41.6743,25.4342,14.3558
Ca_00809,8.81216,13.5387,29.8158,26.6486
Ca_00810,0.421097,0.538845,0.878691,0.625547
Ca_00811,10.8614,14.185,14.4289,9.50536
Ca_00812,2.29758,7.21115,8.59848,3.77257
Ca_00813,0.808197,1.60915,2.28611,1.40516
Ca_00814,71.1595,123.237,27.8734,57.4088
Ca_00815,4.43115,6.81871,10.4373,3.36677
Ca_00816,0.0634394,0.186742,0.420479,0.233303
Ca_00817,0.0471801,0.0397118,37.6663,16.4189
Ca_00818,4.08888,6.31504,8.03695,6.80641
Ca_00819,5.80584,6.82931,5.70259,4.47639
Ca_00820,95.9824,83.3575,62.7334,58.0575
Ca_00821,20.6963,22.2639,11.7298,10.2781
Ca_00822,8.80704,5.35012,29.9143,17.701
Ca_00823,14.168,19.6293,11.4675,18.0473
Ca_00824,22.8254,25.6951,15.0233,18.1959
Ca_00825,2.53152,4.45956,0.541265,0.0360563
Ca_00826,15.3736,8.65375,0.906948,0.28529
Ca_00827,7.97252,4.91617,8.92927,6.19668
Ca_00828,14.5481,8.19459,15.6967,9.33808
Ca_00829,0.126179,0.0342133,0.0,0.0
Ca_00830,5.0151,2.65088,9.60055,6.05178
Ca_00831,0.857207,0.366177,1.64725,0.522634
Ca_00832,0.652649,0.668562,0.459478,0.132646
Ca_00833,1.435,3.06213,8.37012,5.20057
Ca_00834,1.435,3.06213,8.37012,5.20057
Ca_00835,9.9514,14.964,7.84937,7.94396
Ca_00836,5.71003,2.73023,7.95687,2.59463
Ca_00837,0.0,0.0,0.317568,0.743114
Ca_00838,161.369,7.33119,7.63234,5.68958
Ca_00839,385.217,8.69127,13.7517,12.5365
Ca_00840,25.5605,27.7103,46.553,45.6722
Ca_00841,112.318,56.5327,50.2645,139.086
Ca_00842,20.1374,23.2005,20.2974,22.2328
Ca_00843,4.90795,3.19193,7.46191,6.21606
Ca_00844,29.9189,35.3558,4.19115,12.8534
Ca_00845,0.783796,0.585474,0.742079,0.234527
Ca_00846,3.99513,4.57835,3.8367,27.8517
Ca_00847,26.184,22.2833,22.5801,13.6127
Ca_00848,30.0803,27.0221,15.534,24.1874
Ca_00849,21.9201,18.0455,56.0244,42.6491
Ca_00850,0.0,0.163323,0.485933,0.355341
Ca_00851,0.0,0.0,2.34026,0.185688
Ca_00852,22.6256,11.9936,11.5421,25.0951
Ca_00853,0.0819146,0.0,1.25495,0.462291
Ca_00854,26.3665,33.0987,16.6711,91.0084
Ca_00855,3.9262,1.03984,212.06,352.221
Ca_00856,8.10199,5.37597,4.61274,10.3185
Ca_00857,0.0,0.238428,2.96236,3.27295
Ca_00858,0.0,0.0,0.0,0.0
Ca_00859,0.59809,2.31561,0.191867,0.200905
Ca_00860,11.8059,39.9712,2.58777,14.3162
Ca_00861,72.7233,161.647,42.2388,72.1616
Ca_00862,0.287989,1.25122,1.57245,0.725793
Ca_00863,3.30162,1.53396,7.96314,2.28171
Ca_00864,33.7818,31.7641,22.6907,27.4004
Ca_00865,5.04076,6.62146,11.0426,8.8852
Ca_00866,23.5941,32.8133,30.0754,18.9345
Ca_00867,83.6463,74.2329,17.0287,37.0867
Ca_00868,9.95962,6.86254,11.7038,7.06724
Ca_00869,79.7942,48.757,23.9471,38.1632
Ca_00870,28.1125,25.799,33.4343,21.6462
Ca_00871,0.0638652,0.607644,0.101671,0.0841761
Ca_00872,46.4823,63.8454,23.63,44.6207
Ca_00873,18.7601,19.6679,51.9344,3.42025
Ca_00874,15.5842,13.0871,25.1183,24.0361
Ca_00875,0.0,0.0,0.0,0.0
Ca_00876,13.7775,15.817,13.7176,8.02954
Ca_00877,13.7775,15.817,13.7176,8.02954
Ca_00878,30.4623,30.3704,28.2029,28.7358
Ca_00879,1.88008,2.11537,2.49247,2.23665
Ca_00880,12.1489,8.56043,0.982896,0.633472
Ca_00881,29.9687,47.6325,21.8593,40.8632
Ca_00882,29.9687,47.6325,21.8593,40.8632
Ca_00883,146.166,33.7323,32.5433,35.3117
Ca_00884,0.505775,1.33823,2.89145,2.33707
Ca_00885,1.06673,0.9188,0.571545,0.697957
Ca_00886,39.325,31.9725,32.4932,25.9553
Ca_00887,7.0743,8.28956,8.57184,11.9645
Ca_00888,8.0327,2.14525,17.1805,12.9771
Ca_00889,0.0687696,0.363873,0.211176,0.250806
Ca_00890,18.8935,26.7645,80.9102,68.9044
Ca_00891,18.8935,26.7645,80.9102,68.9044
Ca_00892,0.064865,0.0,0.101918,0.316672
Ca_00893,0.0267601,0.0922984,3.39146,2.33146
Ca_00894,4.44182,17.673,1.05623,0.404703
Ca_00895,312.117,439.462,153.466,172.579
Ca_00896,312.117,439.462,153.466,172.579
Ca_00897,0.0769894,0.0,0.296118,2.69604
Ca_00898,5.09439,5.00748,4.89668,2.63106
Ca_00899,106.553,34.639,14.0403,23.8535
Ca_00900,8.13215,3.05177,1.32976,2.52254
Ca_00901,0.0,0.0,0.0,0.0
Ca_00902,0.0,0.0,0.0,0.0
Ca_00903,0.0,0.0,0.0,0.0
Ca_00904,68.2238,95.8749,60.6927,33.6979
Ca_00905,9.41346,18.2154,8.76936,64.2632
Ca_00906,7.63883,8.81553,6.6405,8.45843
Ca_00907,15.9529,14.5944,18.9365,19.7596
Ca_00908,13.8285,10.0606,24.2008,13.5239
Ca_00909,43.2468,52.2979,52.858,49.6121
Ca_00910,2.28048,4.86921,7.85748,3.22623
Ca_00911,21.2949,25.7484,42.2522,17.1084
Ca_00912,7.44069,9.28091,9.16085,22.361
Ca_00913,1.58918,2.02354,2.29485,2.2616
Ca_00914,11.419,18.9232,11.9185,30.1286
Ca_00915,20.2318,28.362,14.4854,20.4983
Ca_00916,1.39386,3.29855,24.7965,39.8459
Ca_00917,6.94422,6.1891,12.554,13.8428
Ca_00918,6.08418,7.88392,8.91595,7.33924
Ca_00919,0.540453,0.502298,0.293075,1.62439
Ca_00920,9.06184,5.86114,5.85869,8.29562
Ca_00921,9.06184,5.86114,5.85869,8.29562
Ca_00922,0.0,0.0,0.0,0.0
Ca_00923,3.97758,4.37409,6.39837,6.10857
Ca_00924,7.08168,3.79294,8.7088,2.07172
Ca_00925,0.0,0.0,0.0,0.0
Ca_00926,13.7631,14.3697,2.78678,2.1938
Ca_00927,8.1413,9.3731,9.65228,11.3001
Ca_00928,1.87608,8.27446,73.3721,92.8464
Ca_00929,12.7525,15.0744,16.3553,28.1108
Ca_00930,8.30119,18.1257,18.7713,11.9345
Ca_00931,0.820492,1.69243,2.68924,2.94049
Ca_00932,36.4442,41.4622,60.5681,62.2892
Ca_00933,26.7538,66.0733,20.8245,16.7847
Ca_00934,0.0,7.20901,0.100787,0.10501
Ca_00935,140.873,250.751,272.662,74.1611
Ca_00936,3.41965,3.31937,3.64473,2.9822
Ca_00937,0.250129,0.512236,0.935484,0.699072
Ca_00938,12.5379,1.24698,4.1625,1.15495
Ca_00939,0.0,0.0,6.66564,0.673901
Ca_00940,0.867562,12.9688,0.368644,0.579242
Ca_00941,0.573146,0.173025,19.0828,12.5182
Ca_00942,267.125,351.603,383.601,163.471
Ca_00943,0.0,0.0,0.0,0.0
Ca_00944,0.0,0.0,0.0,0.0
Ca_00945,0.0,0.0,0.0,0.0
Ca_00946,0.0,0.0,0.0,0.0
Ca_00947,0.0,0.0,0.0,0.0
Ca_00948,0.0,0.0,0.0,0.0
Ca_00949,0.0,0.0,0.0,0.0
Ca_00950,0.0,0.0,0.0,0.0
Ca_00951,0.0,0.0,0.0,0.0
Ca_00952,0.0,0.0,0.0,0.0
Ca_00953,0.0,0.0,0.0,0.0
Ca_00954,0.0,0.0,0.0,0.0
Ca_00955,0.0,0.0,0.0,0.0
Ca_00956,0.0,0.0,0.0,0.0
Ca_00957,0.0,0.0,0.0,0.0
Ca_00958,0.0,0.0,0.0,0.0
Ca_00959,0.0,0.0366719,4.53529,3.70443
Ca_00960,0.0,0.0,0.325485,0.395883
Ca_00961,11.36,9.89193,13.3454,12.1169
Ca_00962,0.0,0.0,0.0,0.0
Ca_00963,0.0,0.1498,0.137152,0.0
Ca_00964,25.291,22.0652,15.1001,14.1052
Ca_00965,26.3346,30.6416,14.2789,18.5717
Ca_00966,276.891,157.812,452.553,378.585
Ca_00967,276.891,157.812,452.553,378.585
Ca_00968,0.0,0.0,0.0,0.0
Ca_00969,11.4492,3.07047,1189.36,1583.62
Ca_00970,1.50748,1.017,1.62887,2.64084
Ca_00971,0.0983222,0.28601,0.0766796,0.0399355
Ca_00972,44.9475,18.8158,91.0987,173.235
Ca_00973,58.1743,42.4923,45.611,41.5756
Ca_00974,34.7901,36.1386,23.7056,18.4758
Ca_00975,47.2985,45.0177,55.5714,59.2763
Ca_00976,169.463,185.356,260.454,97.0822
Ca_00977,0.897635,0.605873,5.11661,4.88684
Ca_00978,18.7886,28.7034,43.5394,44.1512
Ca_00979,1.81792,2.47083,0.91588,0.599895
Ca_00980,5.23298,4.23463,5.87805,5.90132
Ca_00981,16.4548,12.6273,11.7797,13.355
Ca_00982,0.305507,0.183359,2.56039,2.65858
Ca_00983,1.63701,0.84523,3.13122,3.14659
Ca_00984,17.2861,14.6661,7.4288,9.49104
Ca_00985,1.67111,2.81979,4.08735,1.61345
Ca_00986,4.70292,3.45339,3.73229,3.74038
Ca_00987,12.0451,8.59562,5.41659,10.0065
Ca_00988,8.86699,6.54598,12.7364,11.234
Ca_00989,6.15469,2.90879,6.77668,5.50389
Ca_00990,5.97672,1.59192,2.50705,2.14482
Ca_00991,47.9959,66.6307,87.8581,53.7275
Ca_00992,24.7469,33.4258,17.2157,19.4741
Ca_00993,55.6039,36.4583,21.0969,48.6145
Ca_00994,8.81823,8.72716,7.78866,11.7139
Ca_00995,16.4706,23.6792,29.06,19.7617
Ca_00996,10.7571,5.52474,21.093,42.6036
Ca_00997,30.9361,13.7082,101.041,126.995
Ca_00998,32.0583,35.2311,38.7007,27.1642
Ca_00999,4.92276,13.6066,24.5774,5.59503
Ca_01000,10.6887,4.15731,16.856,5.82985
Ca_01001,443.068,851.419,194.725,79.7739
Ca_01002,2.80521,9.22751,11.1685,4.12275
Ca_01003,2.19211,3.0824,9.94611,6.15386
Ca_01004,4.52673,1.8072,5.4377,21.449
Ca_01005,8.73514,10.2528,11.6092,14.3468
Ca_01006,0.0244344,0.137716,0.485093,0.736266
Ca_01007,0.0,0.0,0.0,0.0
Ca_01008,6.17502,5.31345,6.70019,5.7016
Ca_01009,0.286378,0.737043,0.572026,0.193805
Ca_01010,43.3155,112.957,55.8794,26.0772
Ca_01011,80.3106,92.5693,65.5078,34.8652
Ca_01012,24.8473,10.7889,8.95909,2.25977
Ca_01013,74.5084,83.8734,65.8337,64.3069
Ca_01014,12.875,14.1977,12.32,8.65875
Ca_01015,0.0537458,0.0,3.04205,2.62746
Ca_01016,0.234657,0.732751,0.271451,0.713008
Ca_01017,5.4466,10.0869,37.2775,36.9367
Ca_01018,0.0,0.0,0.0,0.0
Ca_01019,2.03174,1.44226,1.29875,1.45079
Ca_01020,4.87003,5.75484,6.98437,7.23189
Ca_01021,17.9303,5.7982,50.2307,31.8418
Ca_01022,0.355386,0.186324,1.55131,2.69668
Ca_01022,7.64608,4.6546,45.1872,36.0285
Ca_01023,7.64608,4.6546,45.1872,36.0285
Ca_01024,41.9302,33.1279,57.331,50.3921
Ca_01025,0.0,0.0,0.0,0.0
Ca_01026,0.0,0.0,0.0,0.0
Ca_01027,0.0,0.0,0.0,0.0
Ca_01028,234.736,303.297,219.258,229.29
Ca_01029,113.553,127.57,69.0929,55.3302
Ca_01030,4.27867,12.5845,17.6844,4.95252
Ca_01031,0.0,0.0,0.0,0.0
Ca_01032,23.5252,23.5,20.3507,18.2942
Ca_01033,17.3673,14.0001,14.8119,13.4352
Ca_01034,0.673767,0.367487,0.342196,0.356319
Ca_01035,9.01448,13.1432,13.9492,9.40077
Ca_01036,1.47704,5.12138,4.67989,7.52484
Ca_01037,16.4223,10.6901,11.2061,16.6658
Ca_01038,19.4372,16.3768,111.664,91.0982
Ca_01039,34.9957,28.9425,43.1819,29.4153
Ca_01040,0.367644,0.149161,0.0,2.6306
Ca_01041,62.49,70.4076,55.2345,55.2388
Ca_01042,49.2043,49.48,36.4331,42.5261
Ca_01043,174.372,198.838,192.708,183.075
Ca_01044,10.6141,6.59055,32.7898,27.5275
Ca_01045,10.3554,8.73532,3.12861,3.49693
Ca_01046,0.222089,0.24402,2.70679,1.32565
Ca_01047,20.2232,19.5403,8.79856,7.00477
Ca_01048,12.2501,9.94368,9.2626,6.9522
Ca_01049,23.6636,32.4207,6.22959,21.0685
Ca_01050,22.7577,17.5937,85.0976,93.5302
Ca_01051,36.7473,35.7617,31.9413,27.4674
Ca_01052,138.833,56.4706,17.2556,0.471238
Ca_01053,0.0,0.045523,1.0465,0.174689
