test_id,gene,FPKM-DS-C,FPKM-DS-D,FPKM-DT-C,FPKM-DT-D
XLOC_010352,Ca_15147,1.11619,3.70595,3.38939,3.31176
XLOC_012146,Ca_15148,12.6409,15.8241,18.3289,21.3018
XLOC_012145,Ca_15149,3.50977,4.01246,2.59918,4.73602
XLOC_010351,Ca_15150,0.0,0.0947913,0.137126,0.526497
XLOC_012144,Ca_15151,1.13208,1.44489,1.15202,1.14476
XLOC_012143,Ca_15152,7.24446,8.20511,7.07974,10.9006
XLOC_012142,Ca_15153,2.5983,3.20063,7.00086,6.21933
XLOC_012141,Ca_15154,5.86357,9.78696,8.08073,7.73553
XLOC_010350,Ca_15155,52.8238,53.5265,53.0628,54.4572
XLOC_017492,Ca_15156,0.0,0.0,0.0,0.0
XLOC_017493,Ca_15157,0.0,0.0,0.0,0.0
XLOC_017494,Ca_15158,0.0,0.0,0.0,0.0
XLOC_017495,Ca_15159,0.0,0.0,0.0,0.0
XLOC_017496,Ca_15160,1.9897,2.17439,12.7971,0.602831
XLOC_017497,Ca_15161,94.0064,80.7956,80.0469,96.3472
XLOC_017498,Ca_15162,17.7534,14.2031,18.7191,16.9156
XLOC_019428,Ca_15163,35.8796,32.6385,44.3907,44.678
XLOC_019429,Ca_15164,2.80975,2.70873,3.0488,3.18866
XLOC_017499,Ca_15165,0.0,0.250915,0.0,0.391711
XLOC_017500,Ca_15166,50.4125,19.9809,34.5214,39.2003
XLOC_017501,Ca_15167,43.2455,25.2505,22.4784,20.3706
XLOC_017502,Ca_15168,2.40509,1.58501,4.77004,2.46873
XLOC_019431,Ca_15169,21.2987,25.5844,24.9625,34.7869
XLOC_017503,Ca_15170,0.0,0.0251174,0.0,0.0
XLOC_017505,Ca_15171,0.848591,0.243963,0.532289,2.2886
XLOC_019432,Ca_15172,0.0,0.0,0.0,0.0
XLOC_017506,Ca_15173,47.7704,40.5642,43.3541,47.5316
XLOC_017507,Ca_15174,9.60662,5.92472,6.95393,10.6217
XLOC_019433,Ca_15175,0.0,0.0,0.0,0.0
XLOC_019434,Ca_15176,3.87713,4.94415,4.86282,6.78885
XLOC_017508,Ca_15177,6.64905,6.74302,4.23181,3.6449
XLOC_019435,Ca_15178,12.3337,12.8356,11.9032,13.919
XLOC_019436,Ca_15179,0.0189215,0.0675185,0.0,0.0944202
XLOC_019437,Ca_15180,0.0,0.0,0.0,0.0
XLOC_019438,Ca_15181,6.13896,1.85942,3.70836,6.14508
XLOC_019439,Ca_15182,0.0,0.0,0.0,0.0
XLOC_019440,Ca_15183,10.9468,13.4096,16.2265,12.9205
XLOC_017509,Ca_15184,78.2059,69.3587,73.2532,76.9927
XLOC_017510,Ca_15185,357.004,345.997,323.782,382.744
XLOC_019441,Ca_15186,4.11704,3.80263,5.26003,5.79739
XLOC_019442,Ca_15187,0.0,0.0,0.0,0.0
XLOC_017511,Ca_15188,0.0,0.0,0.0,1.34046
XLOC_019443,Ca_15189,4.36094,1.6157,1.26343,0.377978
XLOC_019444,Ca_15190,21.282,50.8497,36.6354,50.3373
XLOC_019445,Ca_15191,0.0,0.0,0.0,0.0
XLOC_017512,Ca_15192,1.13978,2.95396,2.39903,1.31345
XLOC_017513,Ca_15193,0.0,0.0,0.0,0.0
XLOC_019446,Ca_15194,0.0,0.0,0.0,0.552697
XLOC_017514,Ca_15195,0.0,0.0,0.0,0.0
XLOC_017515,Ca_15196,10.586,10.0095,11.3064,10.5723
XLOC_017516,Ca_15197,0.0,0.0,0.0,0.0
XLOC_017517,Ca_15198,0.232539,0.147148,0.392458,0.546304
XLOC_017518,Ca_15199,17.4358,28.8696,22.8082,26.575
XLOC_019447,Ca_15200,18.8178,24.8295,26.8789,32.1541
XLOC_017519,Ca_15201,0.0,0.0,0.0,0.0
XLOC_017520,Ca_15202,0.0,0.0,0.0,0.0
XLOC_017521,Ca_15203,32.2187,44.6329,72.0422,30.108
XLOC_017522,Ca_15204,165.625,147.803,182.773,142.83
XLOC_019448,Ca_15205,32.4787,31.1237,33.2488,32.2753
XLOC_019449,Ca_15206,35.8134,38.1597,36.07,34.6725
XLOC_017523,Ca_15207,1678.9,1218.17,1564.3,1600.85
XLOC_017523,Ca_15208,1678.9,1218.17,1564.3,1600.85
XLOC_017524,Ca_15209,13.2794,10.6016,9.61396,11.2759
XLOC_019450,Ca_15210,0.489463,0.0,0.0,0.0
XLOC_017525,Ca_15211,126.982,63.6779,82.8603,89.5826
XLOC_017526,Ca_15212,0.0442856,0.096074,0.0,0.0857908
XLOC_019451,Ca_15213,0.0561877,0.0,0.0,0.0779095
XLOC_017527,Ca_15214,6.25814,8.45338,8.3166,8.09261
XLOC_019452,Ca_15215,42.0542,43.9207,47.3169,44.2812
XLOC_017528,Ca_15216,42.436,26.8268,24.5723,23.8918
XLOC_019453,Ca_15217,48.4633,51.5153,31.0181,59.0847
XLOC_019454,Ca_15218,18.0817,19.4372,21.9176,20.8475
XLOC_017529,Ca_15219,1.65655,1.20052,2.18566,2.01031
XLOC_019455,Ca_15220,46.4139,37.2231,42.454,40.7523
XLOC_019456,Ca_15221,169.72,133.607,132.331,143.003
XLOC_019457,Ca_15222,0.432894,0.658602,1.15683,0.27156
XLOC_017530,Ca_15223,82.4573,45.8826,62.8246,58.4328
XLOC_017531,Ca_15224,6.27806,8.38874,18.8844,5.82
XLOC_017532,Ca_15225,1.28095,1.14251,0.698701,1.07866
XLOC_005757,Ca_15226,0.0,0.0,0.0,0.0
XLOC_004580,Ca_15227,0.0,0.0,0.0,0.0
XLOC_004581,Ca_15228,13.99,8.08582,7.40938,9.56035
XLOC_005758,Ca_15229,0.0,0.0,0.0,0.0
XLOC_004582,Ca_15230,29.9598,33.1088,33.9908,30.6046
XLOC_005759,Ca_15231,0.098495,0.0993563,0.2855,0.287322
XLOC_005760,Ca_15232,0.497953,1.03882,0.561384,0.181109
XLOC_004583,Ca_15233,1.39552,1.59952,1.5308,1.69906
XLOC_004584,Ca_15234,103.469,198.547,73.752,188.725
XLOC_004585,Ca_15235,4.67235,3.87046,2.51279,5.48077
XLOC_004586,Ca_15236,24.132,35.0849,16.5291,17.9581
XLOC_005761,Ca_15237,30.8268,31.3537,32.7664,31.3331
XLOC_004587,Ca_15238,2.15842,2.82893,3.59298,3.0215
XLOC_004588,Ca_15239,336.452,163.423,542.493,158.943
XLOC_004589,Ca_15240,0.333458,0.129594,0.394261,0.320897
XLOC_005762,Ca_15241,5.42005,5.98948,6.90617,7.1763
XLOC_004590,Ca_15242,54.157,11.9614,138.416,16.8794
XLOC_004591,Ca_15243,293.505,172.202,258.729,249.235
XLOC_005763,Ca_15244,4.65649,3.72099,2.92567,3.37237
XLOC_004592,Ca_15245,3.78233,5.62251,4.64763,4.88719
XLOC_004593,Ca_15246,0.150857,0.392692,0.505592,0.649726
XLOC_005764,Ca_15247,25.5846,22.3247,29.7666,29.7604
XLOC_004594,Ca_15248,0.0,0.037839,0.305161,0.0349283
XLOC_004595,Ca_15249,17.2311,23.5591,18.1819,13.401
XLOC_004596,Ca_15250,10.8366,10.6143,11.1071,13.5424
XLOC_005765,Ca_15251,4.76916,5.81252,6.76221,4.64991
XLOC_004597,Ca_15252,4.33329,4.45333,2.7904,4.0935
XLOC_005766,Ca_15253,1.07411,0.764053,0.340231,0.378128
XLOC_005767,Ca_15254,7.05772,6.80193,8.2203,9.81376
XLOC_004598,Ca_15255,3.23437,9.80234,3.80279,3.85023
XLOC_005768,Ca_15256,1.20406,4.44138,2.94313,4.2664
XLOC_004599,Ca_15257,3.0838,4.41123,5.94639,4.66118
XLOC_005769,Ca_15258,0.0,0.0,0.0,0.0
XLOC_005770,Ca_15259,1.59436,2.67001,3.04274,4.11411
XLOC_004600,Ca_15260,1.86209,3.67426,3.6256,2.86997
XLOC_004601,Ca_15261,3.66228,2.61935,3.53766,9.76441
XLOC_004602,Ca_15262,93.9841,92.5917,106.776,92.1466
XLOC_005771,Ca_15263,3.18583,3.01414,3.82286,2.94026
XLOC_004603,Ca_15264,0.223934,0.889082,0.710346,0.763897
XLOC_005772,Ca_15265,6.25726,6.23458,8.87264,9.81787
XLOC_004604,Ca_15266,13.2988,15.2754,8.89224,14.1572
XLOC_005773,Ca_15267,3.61688,5.90127,5.8861,6.21826
XLOC_005774,Ca_15268,19.078,28.5516,20.8548,19.3887
XLOC_005775,Ca_15269,1.01828,1.2894,1.65003,1.46883
XLOC_004605,Ca_15270,83.6932,93.568,60.7601,101.366
XLOC_004606,Ca_15271,7.43053,9.5586,8.88918,7.9133
XLOC_005776,Ca_15272,11.9275,10.981,12.7183,13.6226
XLOC_004607,Ca_15273,0.517886,0.915808,0.0,0.364285
XLOC_005777,Ca_15274,3.50084,6.16054,14.4301,7.05425
XLOC_005778,Ca_15275,0.0,0.0,0.0,0.0
XLOC_005779,Ca_15276,0.0649684,0.530001,1.24574,0.756683
XLOC_005780,Ca_15277,1.22291,2.36385,2.66498,2.36825
XLOC_005781,Ca_15278,0.865132,1.79978,0.67291,1.89592
XLOC_004608,Ca_15279,0.567092,1.00999,0.904014,0.635283
XLOC_005782,Ca_15280,0.742291,1.38799,1.16486,0.552652
XLOC_005783,Ca_15281,98.708,67.8447,78.6228,77.7281
XLOC_004610,Ca_15282,0.0,0.0,0.0,0.0
XLOC_005784,Ca_15283,11.8256,12.7083,19.8387,11.5697
XLOC_004611,Ca_15284,4.66336,4.76864,6.06516,5.50329
XLOC_005785,Ca_15285,5.44534,5.78161,4.94086,9.00886
XLOC_005786,Ca_15286,5.20462,6.72791,7.026,6.35765
XLOC_005787,Ca_15287,0.167864,0.0311534,0.0,0.0690819
XLOC_004612,Ca_15288,4.45611,3.79776,3.68694,4.50313
XLOC_004613,Ca_15289,101.722,102.441,84.6309,106.661
XLOC_005788,Ca_15290,23.231,20.5102,17.1602,15.5166
XLOC_005789,Ca_15291,2534.67,1921.27,2462.74,1881.04
XLOC_004614,Ca_15292,0.134497,0.111634,0.097253,0.236047
XLOC_004615,Ca_15293,0.0,0.0,0.0,0.0
XLOC_004616,Ca_15294,0.0,0.0,0.0,0.0
XLOC_022454,Ca_15295,2.06877,2.39493,2.85992,2.13389
XLOC_022454,Ca_15296,2.06877,2.39493,2.85992,2.13389
XLOC_022455,Ca_15297,9.95725,5.61908,7.35075,8.75365
XLOC_020855,Ca_15298,0.643539,1.13195,0.321415,0.342002
XLOC_022453,Ca_15299,916.755,114.15,1033.56,175.344
XLOC_022452,Ca_15300,309.078,266.716,256.365,321.053
XLOC_020854,Ca_15301,12.0664,13.2352,13.4574,14.5715
XLOC_020853,Ca_15302,17.2682,22.2162,18.8038,19.6814
XLOC_022451,Ca_15303,155.522,54.6647,168.443,54.388
XLOC_020852,Ca_15304,34.9133,30.9315,28.2126,39.5327
XLOC_022450,Ca_15305,27.4066,29.7475,31.1802,39.5237
XLOC_022449,Ca_15306,0.0,0.0,0.0,0.0
XLOC_020850,Ca_15307,5.03386,6.38557,7.05157,6.42017
XLOC_022448,Ca_15308,1.13663,1.27953,1.46583,1.42455
XLOC_022447,Ca_15309,979.382,842.363,499.471,876.602
XLOC_020849,Ca_15310,10.8588,13.1267,8.21105,9.77503
XLOC_022446,Ca_15311,18.6474,26.5523,22.6414,26.8123
XLOC_020848,Ca_15312,0.454179,0.155423,0.289894,0.27273
XLOC_020847,Ca_15313,35.6211,50.5312,46.4547,46.1644
XLOC_022445,Ca_15314,0.0,0.0,0.0,0.0
XLOC_020846,Ca_15315,1.19963,2.17446,0.790899,1.79322
XLOC_020845,Ca_15316,34.3234,14.7497,57.2154,15.7646
XLOC_022444,Ca_15317,8.95108,7.19363,17.8718,8.00867
XLOC_022443,Ca_15318,6.90335,10.0835,7.21325,14.2779
XLOC_020844,Ca_15319,25.5193,34.821,37.4107,35.6885
XLOC_020843,Ca_15320,362.636,257.926,306.397,201.281
XLOC_020842,Ca_15321,37.9762,39.8057,40.8228,41.1151
XLOC_022442,Ca_15322,15.5922,38.5806,31.4266,34.6418
XLOC_020841,Ca_15323,0.0,0.0,0.0,0.0
XLOC_020840,Ca_15324,32.4448,34.8467,34.2092,26.6392
XLOC_020840,Ca_15325,32.4448,34.8467,34.2092,26.6392
XLOC_022441,Ca_15326,81.7066,54.9038,65.3325,63.6022
XLOC_022440,Ca_15327,88.8971,98.2798,102.151,117.725
XLOC_020839,Ca_15328,0.996582,0.83844,0.825097,0.437398
XLOC_020838,Ca_15329,7.14605,9.50132,8.8119,9.51338
XLOC_020837,Ca_15330,1.55961,7.37906,3.72902,17.0665
XLOC_020836,Ca_15331,0.0302821,0.0925857,0.319594,0.534193
XLOC_022439,Ca_15332,11.3052,11.3084,13.4761,14.4276
XLOC_022438,Ca_15333,77.5962,184.666,55.4713,52.6781
XLOC_020835,Ca_15334,211.685,310.45,169.012,205.486
XLOC_022437,Ca_15335,0.327929,0.57032,0.264243,0.0
XLOC_022436,Ca_15336,79.7047,76.0616,76.0222,59.8879
XLOC_020834,Ca_15337,0.312323,0.449829,0.755965,0.604505
XLOC_020833,Ca_15338,3.36163,3.36864,3.95631,4.63423
XLOC_020832,Ca_15339,11.7089,10.6021,8.54452,15.383
XLOC_022435,Ca_15340,0.0,0.0,0.0,0.0
XLOC_020831,Ca_15341,7.24703,21.7875,11.3804,13.5385
XLOC_020830,Ca_15342,36.8883,40.3746,57.858,57.1949
XLOC_022434,Ca_15343,13.6478,11.4874,27.1078,4.38534
XLOC_022433,Ca_15344,478.852,354.324,399.982,430.751
XLOC_020829,Ca_15345,28.1301,30.0196,27.8877,26.0608
XLOC_022432,Ca_15346,59.771,63.1598,70.9011,71.2456
XLOC_022431,Ca_15347,2.85081,4.85478,3.29474,3.31795
XLOC_022430,Ca_15348,4.57912,6.40947,9.43368,7.58938
XLOC_020828,Ca_15349,0.0,0.0,0.0,0.0
XLOC_022429,Ca_15350,0.0,0.0,0.0,0.0
XLOC_020827,Ca_15351,392.735,213.663,299.641,293.866
XLOC_022428,Ca_15352,0.0,0.0,0.0,0.0
XLOC_020827,Ca_15353,392.735,213.663,299.641,293.866
XLOC_022427,Ca_15354,3.17659,4.75265,6.67409,7.52385
XLOC_020826,Ca_15355,160.601,108.58,113.203,129.996
XLOC_020825,Ca_15356,40.7639,25.5256,56.8852,27.9225
XLOC_020824,Ca_15357,26.5271,24.2903,36.281,24.0178
XLOC_020823,Ca_15358,31.9438,23.9544,33.2224,31.9213
XLOC_020822,Ca_15359,14.1692,16.8932,13.8024,15.2446
XLOC_022426,Ca_15360,0.0991542,0.38698,0.225458,0.261099
XLOC_022425,Ca_15361,0.647461,0.775975,1.06443,1.08973
XLOC_022424,Ca_15362,35.742,28.1642,34.6698,33.4956
XLOC_022423,Ca_15363,0.0,0.0,0.0,0.0
XLOC_018093,Ca_15364,21.0185,18.7572,16.4824,21.1269
XLOC_020081,Ca_15365,68.0432,71.2723,74.6906,74.428
XLOC_020082,Ca_15366,44.9739,17.0536,34.8015,29.0894
XLOC_018094,Ca_15367,13.3304,11.5956,13.7965,11.0633
XLOC_020083,Ca_15368,3.9945,5.99956,6.50351,6.41817
XLOC_018095,Ca_15369,6033.6,3768.34,4244.75,3926.74
XLOC_018095,Ca_15370,6033.6,3768.34,4244.75,3926.74
XLOC_018096,Ca_15371,1297.92,968.152,1150.7,1151.95
XLOC_018097,Ca_15372,63.4801,52.4498,75.0857,76.5213
XLOC_020084,Ca_15373,0.0,0.0,0.0,0.0
XLOC_018098,Ca_15374,0.68975,0.791882,1.39141,0.649724
XLOC_020085,Ca_15375,0.0,0.0,0.0,0.0
XLOC_020087,Ca_15376,20.6988,21.2509,27.4597,21.2483
XLOC_020088,Ca_15377,344.351,229.594,258.256,281.239
XLOC_018100,Ca_15378,0.0,0.0,0.0,0.0
XLOC_018101,Ca_15379,23.6655,28.3249,29.7347,26.1441
XLOC_020089,Ca_15380,0.196702,0.40813,0.315433,0.424916
XLOC_018102,Ca_15381,19.577,25.933,35.4127,23.579
XLOC_020090,Ca_15382,0.797036,0.933238,0.584146,0.503927
XLOC_018103,Ca_15383,0.0,0.0,0.0,0.0
XLOC_018104,Ca_15384,0.0,0.0,0.0,0.0
XLOC_018105,Ca_15385,0.0618281,0.0664184,0.0,0.05087
XLOC_018106,Ca_15386,1.94335,0.534999,0.732365,2.60891
XLOC_018107,Ca_15387,0.694336,0.405124,0.429154,1.30693
XLOC_018108,Ca_15388,0.291858,0.380585,0.362892,1.22102
XLOC_018109,Ca_15389,1.3327,1.87362,2.6251,1.14619
XLOC_018110,Ca_15390,0.590163,0.820999,1.53389,1.92255
XLOC_020091,Ca_15391,0.0,0.220616,0.271484,0.426043
XLOC_020092,Ca_15392,0.358295,0.648887,0.256459,1.24056
XLOC_020093,Ca_15393,1034.95,728.608,831.594,798.774
XLOC_018112,Ca_15394,21.3055,14.6976,13.2307,9.86256
XLOC_020094,Ca_15394,4.47563,4.26385,2.62669,2.75047
XLOC_020095,Ca_15395,15.3062,15.3732,15.1458,15.6502
XLOC_018113,Ca_15396,0.0,0.0,0.0,0.0
XLOC_018114,Ca_15397,428.702,425.601,302.215,395.493
XLOC_018115,Ca_15398,52.0314,51.445,66.1775,51.8578
XLOC_018116,Ca_15399,47.4977,59.9436,48.0266,60.3561
XLOC_020096,Ca_15400,480.618,325.06,376.209,359.183
XLOC_018117,Ca_15401,1.59803,2.77745,2.69335,1.78414
XLOC_018118,Ca_15402,0.790893,1.28119,0.550762,0.933816
XLOC_018119,Ca_15403,0.135654,0.0940703,0.021888,0.16268
XLOC_020097,Ca_15404,40.6153,35.4015,34.9722,30.4337
XLOC_018120,Ca_15405,58.1917,57.6433,44.1429,73.0323
XLOC_020098,Ca_15406,124.535,103.674,122.163,141.994
XLOC_020098,Ca_15407,124.535,103.674,122.163,141.994
XLOC_020099,Ca_15408,7.03697,7.70582,9.09712,11.5448
XLOC_020100,Ca_15409,247.368,137.92,153.15,131.345
XLOC_020101,Ca_15410,39.4145,36.0105,49.3337,64.5241
XLOC_020102,Ca_15411,0.549509,0.646522,0.742346,0.813661
XLOC_018121,Ca_15412,0.0,0.0,0.140841,0.0
XLOC_020103,Ca_15413,3.22146,6.11075,6.0598,7.20078
XLOC_018122,Ca_15414,2.36464,2.77997,1.45519,2.8682
XLOC_018123,Ca_15415,0.277038,0.705687,0.182646,0.516441
XLOC_018124,Ca_15416,5.58005,8.16764,6.52495,6.27608
XLOC_020104,Ca_15417,3.11815,6.02539,4.80583,5.73208
XLOC_020105,Ca_15418,0.0,0.0,0.0,0.0
XLOC_020106,Ca_15419,0.672932,2.01675,0.784739,1.33847
XLOC_018125,Ca_15420,55.2721,62.5112,54.2613,79.9359
XLOC_020107,Ca_15421,46.1271,41.7594,46.0436,52.979
XLOC_020108,Ca_15422,0.283836,0.361622,0.0905206,0.0442527
XLOC_018126,Ca_15423,54.1587,36.8293,47.3822,42.7089
XLOC_020109,Ca_15424,5.31892,4.79646,5.16054,4.29746
XLOC_018127,Ca_15425,12.8617,21.55,8.43468,17.6219
XLOC_018128,Ca_15426,14.9425,24.4167,9.53532,20.9741
XLOC_018129,Ca_15427,16.6362,20.2195,21.5793,22.2359
XLOC_018130,Ca_15428,167.569,91.5236,202.427,210.202
XLOC_020110,Ca_15429,2.68193,2.65036,2.63327,3.21307
XLOC_020111,Ca_15430,423.384,273.659,344.428,553.195
XLOC_018131,Ca_15431,129.22,118.264,108.781,126.44
XLOC_020112,Ca_15432,12.4225,11.3846,9.64692,13.9289
XLOC_012014,Ca_15433,0.0,0.0,0.0,0.0
XLOC_010225,Ca_15434,0.0,0.0,0.0,0.0
XLOC_010226,Ca_15435,0.0,0.0,0.0,0.0
XLOC_010227,Ca_15436,0.0,0.0,0.0,0.0
XLOC_010228,Ca_15437,148.496,164.056,128.224,163.981
XLOC_010229,Ca_15438,65.1976,48.7329,51.5932,61.6021
XLOC_012015,Ca_15439,0.0,0.0,0.0,0.0
XLOC_010230,Ca_15440,6.63263,10.3232,12.0002,7.76146
XLOC_010230,Ca_15441,6.63263,10.3232,12.0002,7.76146
XLOC_010231,Ca_15442,97.6607,168.058,85.1166,137.637
XLOC_012016,Ca_15443,12.7446,14.378,14.3274,22.4001
XLOC_012017,Ca_15444,0.0,0.0,0.0,0.0
XLOC_012018,Ca_15445,34.4803,26.9431,31.4614,30.9553
XLOC_012019,Ca_15446,0.0,0.0,0.0,0.0
XLOC_012020,Ca_15447,2.23722,2.65663,2.7272,2.96966
XLOC_010232,Ca_15448,6.49101,5.59315,6.03683,3.57784
XLOC_012021,Ca_15449,3.35068,4.5062,5.38129,4.54399
XLOC_012022,Ca_15450,0.0,0.0,0.189534,0.0
XLOC_010233,Ca_15451,34.5754,29.0145,31.9979,31.6977
XLOC_012023,Ca_15452,1.20082,1.27574,1.29506,1.24232
XLOC_010234,Ca_15453,17.7875,61.0726,34.6565,37.9285
XLOC_012024,Ca_15454,0.0,0.0,0.0,0.0
XLOC_012025,Ca_15455,0.0,0.0,0.0,0.0
XLOC_010236,Ca_15456,124.887,102.873,84.4062,80.6219
XLOC_012026,Ca_15457,29.7939,36.016,36.6621,33.7457
XLOC_012027,Ca_15458,0.0,0.0,0.0,0.0
XLOC_010237,Ca_15459,15.956,21.1057,16.0695,26.1092
XLOC_010238,Ca_15460,122.762,75.9148,118.799,110.548
XLOC_010239,Ca_15461,11.7528,11.1684,9.61684,11.5017
XLOC_012028,Ca_15462,0.136346,0.501554,0.38372,0.442666
XLOC_012029,Ca_15463,4.42325,9.25449,6.25571,8.2864
XLOC_010240,Ca_15464,0.21721,0.583701,0.689581,0.717001
XLOC_010241,Ca_15465,0.399299,0.29861,1.5005,0.732697
XLOC_012031,Ca_15466,14.8657,23.4127,21.7159,19.8934
XLOC_012032,Ca_15467,88.9047,54.8888,129.979,30.9952
XLOC_010242,Ca_15468,0.0,0.0191455,0.021748,0.014691
XLOC_012033,Ca_15469,8.00483,10.4319,7.57045,10.5346
XLOC_010243,Ca_15470,0.0358054,0.0233778,0.0,0.0
XLOC_012034,Ca_15471,0.0,0.0,0.0,0.0
XLOC_010244,Ca_15472,0.0,0.0,0.0,0.0
XLOC_012035,Ca_15473,0.10086,0.478809,0.0,0.176047
XLOC_010245,Ca_15474,0.0,0.0,0.0,0.0
XLOC_010246,Ca_15475,312.158,297.941,128.245,256.845
XLOC_010247,Ca_15476,30.962,27.4152,28.1254,33.5272
XLOC_012036,Ca_15477,0.0,0.0,0.0,0.0
XLOC_012037,Ca_15478,3.28378,4.71633,3.96089,8.84028
XLOC_012038,Ca_15479,0.0,0.0,0.0,0.0
XLOC_012039,Ca_15480,334.107,186.394,161.219,223.979
XLOC_012040,Ca_15481,0.0,0.0,0.0,0.0
XLOC_012041,Ca_15482,0.0,0.0,0.0,0.0
XLOC_010248,Ca_15483,529.889,591.718,348.525,399.666
XLOC_012042,Ca_15484,0.300389,0.933896,0.936051,0.672777
XLOC_012043,Ca_15485,42.8219,55.1859,48.4431,56.3657
XLOC_012044,Ca_15486,0.0,0.404251,0.333104,0.11163
XLOC_010249,Ca_15487,0.344838,0.501542,0.647739,0.730229
XLOC_010250,Ca_15488,55.3054,86.3673,56.7292,69.2708
XLOC_010251,Ca_15489,0.0,0.0,0.0,0.0
XLOC_012045,Ca_15490,0.0,0.0,0.0,0.0
XLOC_012046,Ca_15491,0.0,0.0,0.0,0.0
XLOC_012047,Ca_15492,31.4132,26.9915,10.89,12.6305
XLOC_010252,Ca_15493,0.0484838,0.0,0.0,0.0928468
XLOC_010253,Ca_15494,77.6387,91.4989,78.8709,104.593
XLOC_012048,Ca_15495,13.7568,22.1246,27.1613,15.839
XLOC_010255,Ca_15496,84.8648,38.4049,90.9078,17.3307
XLOC_012049,Ca_15497,0.0,0.0,0.0,0.0
XLOC_010256,Ca_15498,0.0,0.0,0.0,0.0
XLOC_010257,Ca_15499,0.0,0.0,0.0,0.0
XLOC_025284,Ca_15500,0.037526,0.111553,0.126029,0.0849642
XLOC_025285,Ca_15501,2201.56,1324.48,1132.95,1947.43
XLOC_024532,Ca_15502,0.0,0.0,0.0,0.0
XLOC_024533,Ca_15503,8.72812,12.065,16.8782,15.3441
XLOC_025286,Ca_15504,24.5489,31.2826,12.4173,42.3248
XLOC_025287,Ca_15505,18.7976,16.9039,23.6292,18.344
XLOC_025288,Ca_15506,37.2622,23.0694,27.2504,24.2313
XLOC_024534,Ca_15507,5.45861,6.12616,6.13489,7.57009
XLOC_025289,Ca_15508,0.661986,0.773558,0.718785,1.17684
XLOC_024535,Ca_15509,6.69114,5.96516,10.8999,20.5368
XLOC_025290,Ca_15510,3.2664,4.29685,3.48364,2.4081
XLOC_025291,Ca_15511,1.30701,1.40675,2.61206,1.56104
XLOC_024536,Ca_15512,137.099,73.3533,151.519,154.621
XLOC_025292,Ca_15513,0.883608,1.08054,1.24168,1.81656
XLOC_025293,Ca_15514,4.16492,9.64279,5.99349,5.98377
XLOC_025293,Ca_15515,4.16492,9.64279,5.99349,5.98377
XLOC_024537,Ca_15516,182.911,148.69,144.061,144.959
XLOC_025294,Ca_15517,6.15093,11.5159,9.9172,19.3489
XLOC_024538,Ca_15518,91.3199,84.9164,44.6294,85.005
XLOC_024539,Ca_15519,23.1441,16.3491,18.405,16.1365
XLOC_025295,Ca_15520,1.08703,1.97888,1.77983,1.05624
XLOC_025296,Ca_15521,1.67165,2.92068,2.77077,3.09137
XLOC_024540,Ca_15522,1.34837,1.07629,1.15895,1.43539
XLOC_024541,Ca_15523,892.077,307.693,649.529,778.229
XLOC_025297,Ca_15524,92.7888,91.496,75.3258,93.0414
XLOC_025298,Ca_15525,1088.23,622.131,778.68,790.829
XLOC_025299,Ca_15526,17.6088,5.05231,14.7884,12.5256
XLOC_025300,Ca_15527,12.5433,12.1011,31.5387,10.4569
XLOC_024542,Ca_15528,31.2162,29.0462,29.7163,28.2608
XLOC_025301,Ca_15529,34.4423,20.8577,40.0718,43.0668
XLOC_025302,Ca_15530,0.0,0.0,0.0,0.0
XLOC_025303,Ca_15531,0.446847,0.121768,1.57197,0.361531
XLOC_024543,Ca_15532,28.2545,29.4599,35.8004,36.7061
XLOC_025304,Ca_15533,24.307,18.2036,24.4301,21.0907
XLOC_024544,Ca_15534,6.66196,6.40155,9.1826,7.29549
XLOC_024545,Ca_15535,12.3509,17.4053,14.1645,17.946
XLOC_025305,Ca_15536,2.46489,2.51998,3.78462,3.459
XLOC_025306,Ca_15537,15.5592,16.5841,13.0468,13.4795
XLOC_024546,Ca_15538,16.4843,43.1746,7.34384,28.4131
XLOC_024547,Ca_15539,240.86,2.01624,87.0406,11.9114
XLOC_025307,Ca_15540,0.0,0.0,0.0,0.0
XLOC_025308,Ca_15541,0.358536,0.597762,0.279706,0.427252
XLOC_024548,Ca_15542,0.0,0.0808977,0.0511148,0.11467
XLOC_024549,Ca_15543,68.3707,52.307,43.4864,72.8306
XLOC_025309,Ca_15544,0.0,0.0,0.0,0.0
XLOC_025310,Ca_15545,19.5749,25.9715,26.4926,23.7436
XLOC_025311,Ca_15546,45.0905,31.3738,41.7299,43.1903
XLOC_024550,Ca_15547,2.76873,2.55631,4.12305,4.21381
XLOC_025312,Ca_15548,105.709,62.4632,94.8025,77.7559
XLOC_024551,Ca_15549,4.17576,4.52502,4.75431,5.05726
XLOC_025313,Ca_15550,21.7624,22.8939,9.47573,7.96393
XLOC_025314,Ca_15551,1953.3,1397.8,1387.47,1615.91
XLOC_024552,Ca_15552,4.74715,4.63909,4.97442,4.06808
XLOC_024553,Ca_15553,7.53332,7.27866,7.55886,6.55698
XLOC_025315,Ca_15554,0.132463,0.185131,0.129511,0.149628
XLOC_025316,Ca_15555,0.112491,0.057618,0.282588,0.0924603
XLOC_025317,Ca_15556,17.5977,17.9455,16.0026,18.9591
XLOC_024554,Ca_15557,8.26863,9.12822,11.5342,9.19024
