Gene_identifier,Root-Control,Root-CS,Shoot-Control,Shoot-CS
Ca_03362,16.0763,21.9411,38.1106,41.0958
Ca_03363,1.48519,2.82922,5.99167,6.54157
Ca_03364,5.2682,5.55472,8.70013,10.1954
Ca_03365,1.08326,0.668759,4.58428,8.94049
Ca_03366,16.4623,4.36702,35.6976,48.1067
Ca_03367,23.2628,19.3542,24.3596,26.4881
Ca_03368,23.2628,19.3542,24.3596,26.4881
Ca_03369,78.3665,76.138,74.2512,91.6286
Ca_03370,5.08572,6.47878,7.18652,7.42933
Ca_03371,7.04424,20.0672,24.2323,21.1984
Ca_03372,0.28271,0.136401,0.0,0.216981
Ca_03373,3.726,1.08817,105.294,118.25
Ca_03374,2.38359,3.13523,0.0,0.0
Ca_03375,163.523,187.387,234.812,256.42
Ca_03376,102.75,95.0671,68.6323,82.4181
Ca_03377,17.4442,32.5693,9.46902,11.6699
Ca_03378,33.9761,96.4272,2.08428,9.79077
Ca_03379,14.8425,24.5818,4.48313,7.20805
Ca_03380,17.8188,0.861537,7.6686,8.12851
Ca_03381,4.43345,30.9617,1.09132,1.38294
Ca_03382,42.8509,48.509,49.2173,66.5964
Ca_03383,19.5598,44.1957,0.442586,1.00644
Ca_03384,2.71682,0.503266,2.91755,1.50736
Ca_03384,9.45989,5.49156,36.543,35.9399
Ca_03385,9.05088,9.13853,1.48789,0.977698
Ca_03386,30.2767,63.4332,1.09187,1.23757
Ca_03387,6.76016,13.8945,17.4927,14.9929
Ca_03388,44.0926,65.5744,100.591,91.4793
Ca_03389,44.0926,65.5744,100.591,91.4793
Ca_03390,44.0926,65.5744,100.591,91.4793
Ca_03391,0.0,0.178437,0.131717,0.174698
Ca_03392,1.23246,0.415664,14.6272,15.0495
Ca_03392,1.16373,2.98807,6.55586,4.10964
Ca_03393,1.63631,2.07134,2.65446,2.12609
Ca_03394,0.137901,0.191621,0.214105,0.192373
Ca_03395,0.0,0.0,0.0643705,0.0213424
Ca_03396,0.0,0.0,0.0,0.0476433
Ca_03397,0.871115,0.636222,5.72985,5.4067
Ca_03398,4.13674,2.24116,1.85696,2.99113
Ca_03399,7.34764,6.67056,11.5588,10.6639
Ca_03400,32.5907,33.9661,22.523,20.3715
Ca_03401,25.2588,25.2813,18.2294,16.7603
Ca_03402,32.9889,26.9804,24.065,24.0395
Ca_03403,0.734911,1.00287,0.303435,0.226679
Ca_03404,90.8988,97.2416,38.4426,35.9005
Ca_03405,8.45186,3.21672,3.99563,3.34181
Ca_03406,18.6614,6.9481,6.61158,10.9404
Ca_03407,1.17981,1.6181,0.223647,1.12727
Ca_03408,7.11056,4.53117,3.36179,6.49611
Ca_03409,15.4366,15.175,24.9087,28.7972
Ca_03410,23.913,28.2315,33.4381,32.2211
Ca_03411,0.41159,0.312108,71.7924,64.0563
Ca_03412,15.6102,6.18356,58.6891,38.2521
Ca_03413,11.3921,15.6516,4.83191,5.1097
Ca_03414,28.8384,16.8953,26.4569,23.7616
Ca_03415,76.7752,4.82502,1.67147,3.13493
Ca_03416,0.273165,0.181678,0.117099,0.237879
Ca_03417,17.5995,13.0647,13.8782,11.5345
Ca_03418,0.0377595,0.0,0.0586585,0.144848
Ca_03419,1.38891,1.6063,2.76714,3.03937
Ca_03420,14.2287,15.8056,18.7374,15.2579
Ca_03421,0.963499,1.13401,2.3297,1.81599
Ca_03422,5.59387,8.47626,0.427036,0.599513
Ca_03423,82.0938,100.101,34.5665,61.0881
Ca_03424,0.524803,0.178958,0.129565,0.716344
Ca_03425,15.3107,17.0303,13.245,12.0027
Ca_03426,27.9915,88.2957,9.62262,15.8498
Ca_03427,61.6034,52.3624,19.2523,20.8959
Ca_03428,10.1417,9.47987,8.05856,8.06323
Ca_03429,2.41054,17.3298,0.582208,2.58363
Ca_03430,2.89676,3.4369,0.110955,0.337251
Ca_03431,4.40491,4.62653,14.1126,13.1734
Ca_03432,2.18187,2.19372,8.03682,8.29015
Ca_03433,11.0345,13.2175,13.1975,11.9122
Ca_03434,1.9398,1.87563,5.90293,6.1019
Ca_03435,16.9506,8.71006,4.56213,5.4007
Ca_03436,0.0248971,0.0201424,0.0,0.0
Ca_03437,2.10721,3.48783,3.3313,3.58361
Ca_03438,4.47705,2.7607,4.12293,3.89927
Ca_03439,3.42295,4.61652,9.31605,6.17391
Ca_03440,17.3949,40.6353,29.8932,44.7129
Ca_03441,37.6155,54.5301,12.4188,13.8169
Ca_03442,0.0,0.0344368,0.0,0.0
Ca_03443,0.0,0.0,0.0,0.0
Ca_03444,22.6622,32.6391,85.9386,99.108
Ca_03445,68.5578,137.603,35.304,20.9492
Ca_03446,26.7357,25.9468,29.0436,28.7636
Ca_03447,20.4305,21.5844,20.5052,21.1302
Ca_03448,2.70308,11.0886,1.02145,1.55381
Ca_03449,6.33813,30.6297,7.14523,10.0991
Ca_03450,28.1604,22.9085,29.7748,25.6906
Ca_03451,29.0085,67.9697,5.22484,9.88773
Ca_03452,36.8934,30.288,27.2552,25.7224
Ca_03453,15.3774,19.2609,8.67457,9.37088
Ca_03454,12.9016,6.93368,5.35415,7.13517
Ca_03455,37.4899,13.514,3.87345,4.98929
Ca_03456,6.9178,16.6611,5.80504,6.5516
Ca_03457,6.28987,8.17493,14.9659,15.4604
Ca_03458,19.2635,13.9162,52.7608,55.9449
Ca_03459,18.1104,24.4778,0.0,0.0628605
Ca_03460,4.56832,10.6791,4.27596,7.44637
Ca_03461,0.867254,4.66361,0.0,0.0
Ca_03462,11.1474,10.2516,10.5433,8.81664
Ca_03463,4.93309,4.56953,12.4323,9.89334
Ca_03464,19.2931,13.9316,15.5161,14.4183
Ca_03465,0.975233,1.94198,2.10536,1.62817
Ca_03466,4.48515,5.11023,2.80767,3.18247
Ca_03467,8.70263,28.6254,37.4526,31.7621
Ca_03468,178.284,174.569,0.0,0.0
Ca_03469,0.358701,1.91606,1.97302,2.97613
Ca_03470,9.02094,17.9811,1.75816,1.72455
Ca_03471,4.53655,4.96827,6.30531,6.1457
Ca_03472,31.1628,18.4092,42.7742,34.1593
Ca_03473,158.106,46.0416,741.913,1261.61
Ca_03474,7.29794,5.06487,9.27526,8.85934
Ca_03475,4.03269,2.72558,40.3983,48.746
Ca_03476,12.7765,13.5734,11.2676,10.484
Ca_03477,2.59056,0.764463,0.0,0.0
Ca_03478,737.648,212.126,4.61507,7.78461
Ca_03479,51.2013,33.1733,39.233,40.8928
Ca_03480,2.60811,2.99124,3.8837,6.34385
Ca_03481,2.29848,2.72286,8.36336,7.30883
Ca_03482,23.4837,18.9335,9.45937,7.21424
Ca_03483,0.0,0.0411997,0.0,0.333765
Ca_03484,32.877,31.3027,3.03287,3.47528
Ca_03485,1.13132,7.5957,0.66005,0.44507
Ca_03486,0.492672,0.427253,0.0,0.0
Ca_03487,1.52771,2.91445,9.03101,7.43778
Ca_03488,24.7707,25.0205,26.0201,27.5217
Ca_03489,24.7707,25.0205,26.0201,27.5217
Ca_03490,16.8612,279.547,0.0915659,0.0
Ca_03491,0.0278457,0.109406,22.7773,24.9556
Ca_03492,13.539,13.8628,15.5539,14.0365
Ca_03493,0.3641,0.405061,0.438792,1.07068
Ca_03494,3.62336,1.87842,83.8087,106.375
Ca_03495,10.6,8.72125,9.13922,9.43976
Ca_03496,104.16,41.6411,61.6484,76.8089
Ca_03497,10.2502,11.05,7.38198,7.08572
Ca_03498,0.0,0.161832,0.0,0.12727
Ca_03499,0.0,0.151882,0.100197,0.534644
Ca_03500,11.1945,11.0073,16.1288,15.0572
Ca_03501,13.3386,8.73579,10.627,11.3778
Ca_03502,13.3386,8.73579,10.627,11.3778
Ca_03503,10.1078,9.28222,101.291,114.089
Ca_03504,0.220735,0.249893,0.444158,1.67499
Ca_03505,37.6158,35.4881,27.0959,35.972
Ca_03506,0.113947,0.0,0.0,0.0
Ca_03507,5.74229,1.51041,0.646886,1.13889
Ca_03508,3.1125,2.68415,3.54409,3.09094
Ca_03509,7.07361,3.47285,1.96858,2.69415
Ca_03510,4.39937,0.579813,8.35032,8.13071
Ca_03511,35.7702,23.5577,8.53092,9.27801
Ca_03512,0.0,0.0,0.38424,0.206406
Ca_03513,13.555,8.28488,139.05,151.534
Ca_03514,3.68629,3.21905,2.82863,2.05832
Ca_03515,37.6447,40.3859,40.716,37.6404
Ca_03516,35.7709,43.249,29.5146,25.3141
Ca_03517,3.10421,4.90107,2.12448,2.84292
Ca_03518,5.15018,21.1461,1.08913,1.26306
Ca_03519,12.3667,12.765,17.676,12.8528
Ca_03520,0.0,0.042641,0.250678,0.281857
Ca_03521,0.916377,1.20621,8.41031,6.75329
Ca_03522,7.91709,5.53218,4.50646,3.12039
Ca_03523,4.0024,5.2373,0.0748061,0.186628
Ca_03524,0.0,0.212383,0.0,0.0
Ca_03525,0.0,0.0,0.0707599,0.0
Ca_03526,8.33062,5.58263,9.87709,8.68422
Ca_03527,2.43432,1.9842,2.34496,2.54239
Ca_03528,8.22167,24.7859,12.9211,8.48459
Ca_03529,6.62197,24.6589,17.7828,14.9918
Ca_03530,0.127569,0.148818,0.246197,0.0976229
Ca_03531,51.9466,148.098,14.1324,39.698
Ca_03532,51.9466,148.098,14.1324,39.698
Ca_03533,142.629,44.2857,25.449,40.0412
Ca_03534,7.8014,12.0825,2.16895,1.98722
Ca_03535,25.5819,52.3158,10.3067,15.8093
Ca_03536,10.3437,3.27726,15.3639,10.0903
Ca_03537,13.0008,6.80974,12.3211,7.67181
Ca_03538,13.009,1.7225,0.123374,0.0481839
Ca_03539,45.5336,0.0,0.0,0.108983
Ca_03540,1.71289,0.75748,10.375,7.57588
Ca_03541,45.4971,51.488,34.6598,33.6993
Ca_03542,31.0182,41.8901,39.949,41.4969
Ca_03543,29.8295,84.3399,1.17949,1.47393
Ca_03544,16.2235,17.2947,16.0409,19.7983
Ca_03545,3.71393,3.15453,3.60241,2.69191
Ca_03546,2.05352,1.13632,0.8626,0.964837
Ca_03547,0.0,0.0,0.0,0.0
Ca_03548,0.0,0.0,0.0,0.0
Ca_03549,0.0,0.0,0.0,0.0
Ca_03550,3.04559,3.37064,5.70783,4.37815
Ca_03551,34.9406,49.5505,20.4283,20.7043
Ca_03552,3.7458,4.39985,4.82789,4.13589
Ca_03553,3.03114,2.25617,5.99117,4.04428
Ca_03554,149.017,105.706,61.4874,81.8035
Ca_03555,363.177,276.335,184.385,230.718
Ca_03556,62.1987,83.7659,88.2808,64.2715
Ca_03557,31.0676,35.9835,38.8722,39.7618
Ca_03558,21.5033,21.6604,22.6142,19.1788
Ca_03559,66.1368,64.8139,80.3026,84.8021
Ca_03560,0.0178848,0.0297869,0.0288444,0.0138568
Ca_03561,56.5503,29.6738,44.1878,43.8687
Ca_03562,0.0496475,0.314904,0.0384799,0.230406
Ca_03563,89.2824,92.0162,44.7169,45.9234
Ca_03564,0.0,0.0,0.0,0.0
Ca_03565,5.72396,12.3514,4.55229,4.44202
Ca_03566,14.5939,18.9748,16.459,14.8136
Ca_03567,10.7266,9.56577,9.28,9.70515
Ca_03568,176.416,125.249,33.3555,68.2292
Ca_03569,20.1874,24.8723,24.6744,25.762
Ca_03570,26.4835,10.2689,1928.08,1915.75
Ca_03571,28.183,23.8282,29.6506,26.6066
Ca_03572,3.4347,2.70951,2.44657,2.58345
Ca_03573,18.034,18.12,19.7434,16.8857
Ca_03574,1.04858,2.06715,1.9788,1.11335
Ca_03575,4.20947,2.52751,84.5704,101.276
Ca_03576,193.839,290.237,113.819,121.261
Ca_03577,5.40396,7.17314,0.0241673,0.288617
Ca_03578,0.215879,0.328902,3.0393,2.36114
Ca_03578,0.129069,0.160766,0.875051,0.809338
Ca_03579,13.8147,9.42808,11.7518,13.7943
Ca_03580,24.1645,25.6142,21.5285,17.2697
Ca_03581,0.391375,0.0219718,0.718486,0.740033
Ca_03582,2.3916,2.00031,8.1382,12.1042
Ca_03583,26.5284,29.7486,22.0749,21.1339
Ca_03584,433.938,499.276,618.437,720.182
Ca_03585,22.4816,19.3791,15.2749,17.5061
Ca_03586,22.4816,19.3791,15.2749,17.5061
Ca_03587,22.4816,19.3791,15.2749,17.5061
Ca_03588,11.374,19.2676,65.284,64.1127
Ca_03589,0.0917339,0.0,0.0713921,0.0
Ca_03590,4.92005,3.39691,13.7863,21.2196
Ca_03591,0.363322,0.47278,1.34514,0.846012
Ca_03592,0.138728,0.111974,0.751767,0.326034
Ca_03593,11.4012,9.12857,15.5899,16.2127
Ca_03594,4.50358,3.85695,7.49878,5.19688
Ca_03595,21.0045,14.1366,17.0651,15.2546
Ca_03596,101.878,17.6221,53.0517,43.22
Ca_03597,0.0,0.0,0.0,0.0
Ca_03598,97.3595,77.986,61.3805,44.5915
Ca_03599,1.94351,2.23553,4.91232,4.01632
Ca_03600,99.6091,95.885,81.4632,96.672
Ca_03601,4.52691,5.73919,8.74957,8.57359
Ca_03602,14.4562,6.76934,0.993738,1.29351
Ca_03603,14.4562,6.76934,0.993738,1.29351
Ca_03604,61.9179,19.5167,5.22565,19.3681
Ca_03605,13.9284,14.8047,22.2835,21.1403
Ca_03606,0.129784,0.0,0.101054,0.0983377
Ca_03607,62.2534,37.7178,29.5164,28.2808
Ca_03608,5.16046,2.98669,30.7591,37.1942
Ca_03609,47.2206,66.8852,46.4147,58.4593
Ca_03610,20.7681,30.0724,21.9368,20.1473
Ca_03611,70.0806,61.4739,191.367,187.972
Ca_03612,26.0608,20.1886,3.86369,4.03007
Ca_03613,1.95129,1.05751,2.09571,1.73724
Ca_03614,20.2576,26.0752,38.0249,33.7759
Ca_03615,47.264,52.0785,17.5703,19.5127
Ca_03616,0.106179,0.247035,0.159365,0.118932
Ca_03617,27.634,34.7333,112.982,102.827
Ca_03618,23.5814,20.4538,41.4212,44.3005
Ca_03619,23.5814,20.4538,41.4212,44.3005
Ca_03620,116.26,120.971,35.4771,39.3319
Ca_03621,0.60574,8.15504,1.82801,1.81963
Ca_03622,169.838,82.2993,39.2672,22.412
Ca_03623,9.99443,8.7113,5.62894,6.18776
Ca_03624,0.0,0.0,0.0,0.0833504
Ca_03625,36.1697,32.0486,27.4521,28.7171
Ca_03626,1880.88,951.914,185.655,70.762
Ca_03627,2.5384,4.87939,0.0,0.0
Ca_03628,5.65947,3.14797,3.60316,3.68075
Ca_03629,22.2307,30.0235,24.5105,18.2678
Ca_03630,19.9547,13.6981,7.83256,9.27271
Ca_03631,19.9547,13.6981,7.83256,9.27271
Ca_03632,19.8154,19.1036,24.4158,28.2633
Ca_03633,41.1914,18.9383,14.284,15.7742
Ca_03634,16.5303,6.80194,21.6285,22.4202
Ca_03635,11.8634,10.1134,6.43073,6.02175
Ca_03636,18.9527,15.1755,14.9007,15.8443
Ca_03637,18.9527,15.1755,14.9007,15.8443
Ca_03638,6.089,8.04836,11.3456,7.45563
Ca_03639,31.47,36.2236,42.8791,53.8625
Ca_03640,0.296609,0.393118,1.52058,0.934509
Ca_03641,10.4547,0.997074,164.584,202.461
Ca_03642,13.7179,14.1631,3.62052,2.41601
Ca_03643,0.547821,2.22979,0.213579,0.370586
Ca_03644,622.085,406.783,113.51,140.525
Ca_03645,11.1812,13.1397,16.9822,19.822
Ca_03646,16.1688,12.5574,7.0616,6.43352
Ca_03647,0.519551,0.746407,1.55378,1.59533
Ca_03648,1.71633,1.68999,20.5296,14.6607
Ca_03649,8.9522,5.63203,14.6193,15.4655
Ca_03650,43.3883,44.8767,61.4367,52.6356
Ca_03651,18.2287,14.8929,13.7324,12.7094
Ca_03652,202.622,97.3334,67.3123,82.0868
Ca_03653,0.722306,8.82905,0.0912621,0.800861
Ca_03654,0.186823,3.41976,0.0839954,0.3238
Ca_03655,18.2786,18.061,31.7036,23.887
Ca_03656,10.0656,11.8329,21.0322,21.5098
Ca_03657,10.0656,11.8329,21.0322,21.5098
Ca_03658,124.875,122.724,55.0815,52.7209
Ca_03659,0.899201,0.566134,1.05368,2.00014
Ca_03660,6.20243,10.1049,5.13401,20.2991
Ca_03661,0.268278,0.468215,0.532016,0.652871
Ca_03662,6.46998,9.09095,2.37939,1.67282
Ca_03663,25.113,18.6105,11.8522,12.546
Ca_03664,0.0315633,0.497697,0.0,0.144138
Ca_03665,22.7725,24.5538,19.2342,21.7317
Ca_03666,13.7092,10.7087,19.1547,19.4127
Ca_03667,0.0173908,0.0286003,0.318665,0.305292
Ca_03668,4.29431,7.62475,12.114,10.7471
Ca_03669,1.60857,2.29706,6.47583,7.27078
Ca_03670,1.33089,2.30306,8.94217,9.09989
Ca_03671,214.981,216.566,170.767,194.154
Ca_03672,2.83807,1.76785,1.98552,1.91701
Ca_03673,4.19374,3.86594,2.88234,2.83711
Ca_03674,12.8998,10.3735,21.8077,14.2833
Ca_03675,4.13464,2.02872,60.611,63.8804
Ca_03676,14.9285,19.5974,10.0425,12.8755
Ca_03677,14.9285,19.5974,10.0425,12.8755
Ca_03678,0.672731,0.874502,5.00314,3.76049
Ca_03679,7.58955,15.945,14.5196,13.9633
Ca_03680,41.0952,54.2819,40.0961,49.5592
Ca_03681,1241.95,223.973,953.816,748.177
Ca_03681,405.095,52.5437,265.614,240.039
Ca_03682,0.0,0.0,0.0,0.0
Ca_03683,6.09301,12.5276,10.7121,6.5573
Ca_03684,2.43529,2.19839,5.02158,3.32494
Ca_03685,103.462,106.757,72.3877,76.3642
Ca_03686,183.927,153.063,183.274,187.065
Ca_03687,5.85567,3.69973,10.4365,8.45693
Ca_03688,34.5158,63.4565,1.67755,2.56691
Ca_03689,0.262772,0.599071,0.0,0.0
Ca_03690,6.34561,5.80702,28.2639,26.3334
Ca_03691,7.00167,8.96738,17.7865,15.3382
Ca_03692,23.6662,24.4249,14.0117,14.4817
Ca_03693,0.0,0.0,0.0,0.0
Ca_03694,0.0,0.0,0.0,0.0
Ca_03695,0.0,0.0,0.0,0.0
Ca_03696,0.0,0.0,0.0,0.0
Ca_03697,0.0,0.0,0.0,0.0
Ca_03698,0.0,0.0,0.0,0.0
Ca_03699,0.0,0.0,0.0,0.0
Ca_03700,0.0,0.0,0.0,0.0
Ca_03701,28.7526,107.37,6.02544,8.17543
Ca_03702,9.98714,8.56851,17.4816,15.4314
Ca_03703,252.877,318.657,407.053,445.757
Ca_03704,50.6607,30.7348,16.8633,13.8741
Ca_03705,9.98697,13.6015,20.7875,19.3113
Ca_03706,9.98697,13.6015,20.7875,19.3113
Ca_03707,1.35312,0.766262,1.95783,2.00572
Ca_03708,0.141382,0.441418,13.6472,7.74874
Ca_03709,0.0,0.0,0.30203,0.154091
Ca_03710,10.7284,8.1365,5.03966,4.14562
Ca_03711,22.6862,29.6545,5.00632,4.06484
Ca_03712,26.5803,25.0079,30.4682,31.0082
Ca_03713,30.7531,29.3473,6.73451,4.57012
Ca_03714,12.347,10.0633,10.3392,8.83722
Ca_03715,11.7971,11.7315,18.9611,17.8066
Ca_03716,34.7307,31.4207,33.6928,36.866
Ca_03717,20.91,21.1315,12.5792,14.2023
Ca_03718,166.059,410.669,121.043,229.919
Ca_03719,166.059,410.669,121.043,229.919
Ca_03720,21.2605,37.0148,12.3145,10.5214
Ca_03721,21.2605,37.0148,12.3145,10.5214
Ca_03722,21.6878,56.7726,21.0307,29.3533
Ca_03723,7.80693,4.84474,24.5466,39.5444
Ca_03724,1.93587,1.28799,1.47473,1.58455
Ca_03725,1.31525,0.183338,18.4975,31.0371
Ca_03726,7.77174,8.42013,19.1767,19.1737
Ca_03727,1.45334,2.30239,1.61259,1.50621
Ca_03727,1.45896,1.60529,6.83256,6.42444
Ca_03728,5.08264,4.76177,2.37069,1.87327
Ca_03729,0.528228,0.523294,0.563381,0.461027
Ca_03730,0.0402149,0.0697798,5.50583,7.52213
Ca_03731,12.0672,8.26704,8.43539,7.31868
Ca_03732,7.96588,6.07672,42.0632,49.2364
Ca_03733,93.6574,70.6804,53.0449,66.5752
Ca_03734,29.639,45.3308,131.456,164.477
Ca_03735,5.80918,8.5443,3.05136,3.10035
Ca_03736,26.2831,39.2489,28.6557,30.7219
Ca_03737,13.1019,9.10869,47.2412,53.8341
Ca_03738,13.1019,9.10869,47.2412,53.8341
Ca_03739,11.0546,9.56885,6.90722,5.24348
Ca_03740,42.2526,36.5522,34.0509,35.0588
Ca_03741,42.8573,29.6093,9.44759,12.1159
Ca_03742,116.16,96.5518,49.7732,52.673
Ca_03743,5.04776,6.57159,8.03884,7.71464
Ca_03744,8.27805,17.1566,11.4529,16.3044
Ca_03745,5.29379,3.10235,52.2588,52.9869
Ca_03746,0.18706,0.0593654,0.205977,0.408556
Ca_03747,119.265,114.173,81.5275,60.8645
Ca_03748,181.502,114.725,145.84,154.224
Ca_03749,102.15,85.8632,118.881,117.188
Ca_03750,7.65555,8.80276,8.08939,9.55982
Ca_03751,7.7994,7.90783,6.49599,7.95878
Ca_03752,9.98874,9.73622,5.50766,7.46939
Ca_03753,17.373,10.0361,0.410268,0.213134
Ca_03754,38.1564,24.9439,205.879,209.148
Ca_03755,12.2512,13.2052,7.04154,5.96836
Ca_03756,21.4157,15.2261,23.4402,25.5729
Ca_03757,0.997437,0.848143,1.43305,1.42648
Ca_03758,41.1184,38.0706,39.9985,29.6352
Ca_03759,94.2968,94.942,128.45,135.742
Ca_03760,286.901,326.734,325.51,408.606
Ca_03761,5.2023,2.67949,7.59204,5.41038
Ca_03762,0.0,0.474144,0.163868,0.399528
Ca_03763,7.55379,17.2159,3.79203,2.39651
Ca_03764,7.55379,17.2159,3.79203,2.39651
Ca_03765,3.3012,3.35319,4.90668,4.99579
Ca_03766,30.6829,45.4862,52.7123,74.8752
Ca_03767,230.635,309.376,265.854,332.563
Ca_03768,15.2842,42.3264,5.65822,7.51859
Ca_03769,18.9644,16.895,13.8913,13.7745
Ca_03770,49.1479,27.6584,11.2092,9.23805
Ca_03771,3.29613,2.37984,0.0,0.0297655
Ca_03772,40.9459,35.9152,39.009,41.0686
Ca_03773,25.3065,26.7952,29.4762,24.9867
Ca_03774,18.2318,9.8594,20.0558,16.4178
Ca_03775,19.9863,13.1587,7.95858,6.74474
Ca_03776,2.27531,6.30289,6.47959,6.00093
Ca_03777,8.52436,7.06214,7.59867,6.9633
Ca_03778,13.4583,12.3583,12.0484,10.2042
Ca_03779,6.93112,4.33814,14.4091,12.2614
Ca_03780,282.985,5.86261,0.19609,0.194059
Ca_03781,9.76938,0.247255,105.252,104.559
Ca_03782,0.113496,0.0,0.130442,0.0213583
Ca_03783,102.962,51.3666,30.3665,23.6233
Ca_03784,0.0,0.205006,0.0,0.0
Ca_03785,38.377,40.4473,81.4325,89.9453
Ca_03786,38.377,40.4473,81.4325,89.9453
Ca_03787,4.55871,3.6847,7.56146,5.99347
Ca_03788,60.9481,23.0339,20.3815,26.3048
Ca_03789,0.106699,0.090911,0.283361,0.35506
Ca_03789,1.70441,2.1498,3.93811,3.80453
Ca_03790,3.68485,14.8536,2.29307,1.0952
Ca_03791,177.674,170.232,160.285,184.299
Ca_03792,21.4898,17.97,16.9489,18.2644
Ca_03793,0.294342,1.24083,0.83378,1.05456
Ca_03794,17.8453,15.8181,13.5443,13.3707
Ca_03795,16.2897,15.3118,17.6009,13.7582
Ca_03796,0.0388024,0.273037,0.180855,0.323421
Ca_03797,15.5983,26.0078,37.0012,33.3461
Ca_03798,0.0185335,0.0749912,0.421339,0.76423
Ca_03799,26.5732,7.47594,30.989,36.0567
Ca_03800,25.4599,36.5338,27.9291,25.3386
Ca_03801,0.0,0.0,0.370155,0.383868
Ca_03802,21.1575,21.3999,23.7834,20.8313
Ca_03803,0.0,0.0,0.0,0.0
Ca_03804,0.0,0.0,0.0,0.0
Ca_03805,0.0,0.0,0.0,0.0
Ca_03806,0.0,0.0,0.0,0.0
Ca_03807,0.0,0.0,0.0,0.0
Ca_03808,0.0,0.0,0.0,0.0
Ca_03809,10.6017,14.8717,7.99833,5.77926
Ca_03810,1.66126,2.83599,1.53352,0.762575
Ca_03811,186.66,157.316,77.1805,84.6152
Ca_03812,11.6071,12.7809,52.6613,45.3522
Ca_03813,35.6829,15.5622,19.5034,18.0821
Ca_03814,14.2728,20.4198,18.0289,16.8985
Ca_03815,20.1631,12.6429,407.129,460.592
Ca_03816,3.62633,6.33035,11.0865,9.05299
Ca_03817,0.352422,0.416581,0.609226,0.749258
Ca_03818,5.09953,7.05796,7.0086,5.29843
Ca_03819,1.89711,2.78581,2.50275,2.00155
Ca_03820,83.0675,68.6731,44.1739,44.9235
Ca_03821,2.23948,2.00268,9.84791,6.53013
Ca_03822,1.10831,1.49505,4.26712,4.38789
Ca_03823,129.45,134.47,35.9141,39.0872
Ca_03824,0.195122,0.127817,1.97335,0.293673
Ca_03825,0.0,0.0495145,0.403035,0.0485619
Ca_03826,15.2454,15.0178,33.3162,22.8458
Ca_03827,2.85208,2.83797,10.7924,23.8389
Ca_03828,9.58088,13.2831,3.0412,1.64304
Ca_03829,16.5902,1.95336,3.86345,2.16685
Ca_03830,17.9124,20.5603,16.2805,15.4796
Ca_03831,2.96321,5.26629,3.87937,3.28576
Ca_03832,32.7673,32.7015,67.569,66.6419
Ca_03833,43.1573,41.8383,53.2887,46.154
Ca_03834,5.92621,0.985418,2.16743,2.954
Ca_03835,19.434,14.9175,2.93187,5.67479
Ca_03836,5.24733,4.07866,0.101091,0.122398
Ca_03837,31.0524,16.5549,17.0601,15.6359
Ca_03838,11.006,11.6259,11.9087,10.6555
Ca_03839,0.0,0.0,0.0,0.0458969
Ca_03840,8.68315,17.4979,22.4333,19.0005
Ca_03841,50.4671,31.0978,34.0367,36.1238
Ca_03842,2.75132,2.38791,5.3374,5.68794
Ca_03843,7.54717,8.23026,9.74211,8.81833
Ca_03844,6.92374,6.7302,7.14642,9.54331
Ca_03845,0.836798,1.6189,2.99006,2.77228
Ca_03846,15.6711,27.5854,11.9115,11.2008
Ca_03847,0.0,0.0,0.0,0.0147771
Ca_03848,29.6149,25.701,51.0912,57.8532
Ca_03849,86.8668,105.453,150.352,183.391
Ca_03850,0.604785,2.00523,0.932381,1.4007
Ca_03851,0.760246,1.98673,1.02416,1.93954
Ca_03852,11.7619,15.3991,14.1685,14.9068
Ca_03853,81.7561,86.2776,25.8704,30.4444
Ca_03854,150.322,118.753,85.2483,79.4268
Ca_03855,6.19456,11.3066,9.98779,8.30225
Ca_03856,6.19456,11.3066,9.98779,8.30225
Ca_03857,32.8156,15.9828,17.9792,14.6956
Ca_03858,1.02811,0.674503,0.82524,0.452492
Ca_03859,5.9697,7.0645,9.02381,9.66187
Ca_03860,26.9455,39.1636,18.028,19.0781
Ca_03861,85.412,102.344,72.0512,71.0571
Ca_03862,0.0,0.0,0.0,0.0
Ca_03863,0.0,0.0938439,0.0,0.0
Ca_03864,14.7615,16.2109,12.222,9.60621
Ca_03865,22.3323,22.4516,14.0293,13.0464
Ca_03866,2.82082,2.6867,6.7145,5.0275
Ca_03867,38.8692,47.2997,32.6128,37.7283
Ca_03868,434.396,57.5439,12.6249,13.8069
Ca_03869,8.26533,7.48826,14.4259,8.16892
Ca_03870,1.81894,1.24169,1.13201,2.02369
Ca_03871,1.03962,9.52299,0.408183,0.0842443
Ca_03872,14.388,9.02071,15.717,13.4029
Ca_03873,26.9833,16.85,19.214,19.7672
Ca_03874,35.514,35.2031,27.5224,33.4137
Ca_03875,23.0,28.1728,38.5365,39.0508
Ca_03876,39.9292,17.7022,13.3517,11.8592
Ca_03877,29.3686,34.0036,54.791,46.2069
Ca_03878,250.083,239.218,52.1989,59.2503
Ca_03879,13.8233,11.8392,12.8684,10.3193
Ca_03880,5.97497,3.28709,31.2582,36.7844
Ca_03881,5.97497,3.28709,31.2582,36.7844
Ca_03882,47.1494,33.0481,47.8181,28.3134
Ca_03883,847.508,622.617,269.573,262.643
Ca_03884,1.71041,1.02953,1.59611,1.47377
Ca_03885,138.717,120.589,6.59349,8.69589
