Gene_identifier,Root-Control,Root-CS,Shoot-Control,Shoot-CS
Ca_02837,43.978,14.6511,7.29694,6.98858
Ca_02838,0.0,0.0,0.068575,0.145549
Ca_02839,57.4005,58.5753,29.0454,27.5961
Ca_02840,19.9388,25.2239,11.3294,11.2731
Ca_02841,0.0,0.0,0.0,0.0507252
Ca_02842,5.42465,7.76982,11.5131,12.7177
Ca_02843,761.362,83.3375,24.1417,10.5695
Ca_02843,4.51022,2.88789,9.28872,6.53549
Ca_02844,35.0849,119.785,43.7836,78.7908
Ca_02845,35.0849,119.785,43.7836,78.7908
Ca_02846,14.1781,15.3093,25.675,24.6926
Ca_02847,0.538809,0.712192,14.9768,17.3758
Ca_02848,0.371126,0.0917569,12.476,12.279
Ca_02849,15.9547,12.7791,17.8171,12.6285
Ca_02850,21.9782,24.8706,19.1671,18.7854
Ca_02851,19.0306,15.6996,36.9883,34.9243
Ca_02852,5.6989,6.16963,6.11618,5.48621
Ca_02853,0.874782,1.01988,6.64832,5.19959
Ca_02854,36.0307,45.1313,25.669,32.562
Ca_02855,0.874435,3.61475,4.64394,6.53792
Ca_02856,15.9977,10.9814,13.6122,13.3002
Ca_02857,48.7277,38.8995,44.431,43.3124
Ca_02858,39.1471,38.0827,16.3322,13.084
Ca_02859,55.2093,64.9878,71.3484,67.1791
Ca_02860,17.0508,63.3169,0.239857,0.158679
Ca_02861,0.0,0.0,0.0,0.0
Ca_02862,4.40756,8.87825,5.79455,4.61417
Ca_02863,8.99371,9.726,31.5033,41.6765
Ca_02864,2.04363,1.10352,30.3866,30.1646
Ca_02865,0.119171,0.0958889,0.0960947,0.165671
Ca_02866,0.0,0.0,0.0,0.0
Ca_02867,13.6935,0.697397,183.659,147.045
Ca_02868,1.79787,0.193969,20.6969,11.755
Ca_02869,0.683797,0.872073,0.0,0.0
Ca_02870,30.2893,12.309,26.1983,19.7318
Ca_02871,4.78249,8.19626,5.72879,4.89108
Ca_02872,28.176,16.7554,20.7552,14.8835
Ca_02872,21.4977,24.0579,35.6712,38.2567
Ca_02873,0.887074,0.654141,0.767391,0.50899
Ca_02874,17.4815,22.9874,11.668,14.1569
Ca_02875,3.46024,5.35548,7.35795,8.35226
Ca_02876,11.4638,13.2425,7.13529,14.2644
Ca_02877,19.5022,69.5944,5.63803,14.7506
Ca_02878,0.0,0.0,0.0,0.063605
Ca_02879,8.99919,8.95343,15.1752,19.5314
Ca_02880,31.3445,40.5423,43.5822,45.5638
Ca_02881,5.56338,5.55954,6.1317,6.44943
Ca_02882,15.9519,19.5995,16.3134,16.5727
Ca_02883,11.9761,6.65032,7.52679,9.93971
Ca_02884,22.6098,12.9561,11.129,10.7517
Ca_02885,28.9262,34.3667,18.0816,14.7461
Ca_02886,1.93662,2.49824,1.66804,1.64699
Ca_02887,13.0116,12.1946,10.3698,9.08318
Ca_02888,0.976836,0.842959,1.95161,1.78226
Ca_02889,29.6862,68.4452,12.1443,24.46
Ca_02890,27.9999,29.2373,22.0181,24.0993
Ca_02891,18.3402,17.8887,8.85369,10.8295
Ca_02892,114.697,112.369,101.805,104.11
Ca_02893,22.4897,6.68917,26.7479,32.8126
Ca_02894,70.8137,72.004,68.0972,71.5294
Ca_02895,24.0633,15.7579,25.5268,22.9596
Ca_02896,102.124,103.386,3.11599,3.38243
Ca_02897,102.124,103.386,3.11599,3.38243
Ca_02898,27.1563,26.5952,0.78915,1.2315
Ca_02899,7.6858,10.9958,5.92117,4.8011
Ca_02900,14.4507,10.7091,10.2922,10.1923
Ca_02901,2.31025,1.54688,2.7745,3.54967
Ca_02902,3.2446,2.30853,0.877897,0.831982
Ca_02903,24.5058,28.4585,18.6426,19.5251
Ca_02904,20.4218,54.9497,55.2818,54.6128
Ca_02905,0.638983,0.401638,508.229,533.208
Ca_02906,6.1327,6.82704,14.6819,12.8111
Ca_02907,6.93424,7.34214,6.37735,6.21709
Ca_02908,1.32179,3.19979,0.0,0.0
Ca_02909,94.5146,85.246,130.48,134.815
Ca_02910,56.6605,63.2474,48.1401,38.0738
Ca_02911,280.606,228.586,193.32,175.727
Ca_02912,5.37162,5.55249,19.9341,18.6692
Ca_02913,73.7021,47.4364,57.8268,66.9475
Ca_02914,17.2786,16.4738,23.2619,18.327
Ca_02915,11.6351,3.16544,62.8946,72.4403
Ca_02916,6.03993,6.4574,4.38403,3.74519
Ca_02917,11.589,7.84669,94.3986,123.298
Ca_02918,18.0948,9.54286,157.246,156.976
Ca_02919,13.2239,16.1022,8.54413,8.05114
Ca_02920,45.0992,50.5525,44.6248,41.1655
Ca_02921,26.036,28.0916,56.4593,59.8171
Ca_02922,8.53406,5.33679,47.574,42.6149
Ca_02923,26.2691,29.907,36.4956,32.5383
Ca_02924,40.4266,45.6427,37.7425,38.7215
Ca_02925,49.88,65.6559,62.0367,57.4782
Ca_02926,126.073,102.839,135.631,132.819
Ca_02927,31.586,27.1367,24.1188,20.9531
Ca_02928,6.72096,4.39126,20.2702,22.868
Ca_02929,54.2461,29.2758,10.5877,10.5632
Ca_02930,0.0655557,0.0781454,0.100089,0.198458
Ca_02931,66.3056,93.55,43.2077,55.6049
Ca_02932,0.250272,1.09918,0.233396,1.11046
Ca_02933,8.21267,10.9884,1.17676,1.06762
Ca_02934,17.4084,23.7218,21.0833,19.1512
Ca_02935,3.95764,15.7229,6.10613,8.59521
Ca_02936,6.01122,7.31605,6.88648,5.12088
Ca_02937,45.3308,30.4602,12.6458,14.3144
Ca_02938,1.06381,1.47644,3.43228,2.63517
Ca_02939,1.21489,1.72753,8.7505,7.07058
Ca_02940,7.83587,12.6334,9.88817,8.78874
Ca_02941,13.3384,8.22464,13.0678,13.3606
Ca_02942,22.7871,43.1071,17.4408,15.7588
Ca_02943,7.19515,13.0227,12.143,8.38764
Ca_02944,2.80372,3.98821,4.29128,3.434
Ca_02945,18.7236,16.5728,15.7079,14.9912
Ca_02946,106.846,83.5571,59.705,74.8658
Ca_02947,0.0550175,0.238803,22.2034,27.4001
Ca_02948,37.4874,42.7667,50.1361,50.1572
Ca_02949,35.3211,45.719,48.8378,54.9347
Ca_02950,52.3246,128.528,34.0965,54.1489
Ca_02951,35.0976,48.4616,20.7806,31.3995
Ca_02952,511.912,720.022,241.687,322.922
Ca_02953,4.4109,3.00961,7.93502,6.77564
Ca_02954,0.373138,0.610067,1.02876,0.614949
Ca_02955,12.9033,11.4482,15.4632,9.64532
Ca_02956,8.88533,10.4079,13.6048,10.9329
Ca_02957,2.84653,2.37952,5.19556,3.89276
Ca_02958,28.1106,24.1576,2.85634,2.04914
Ca_02959,1.03631,1.31315,2.43899,1.7673
Ca_02960,72.7305,27.1702,11.7898,11.5615
Ca_02961,27.161,43.6776,19.686,16.3493
Ca_02962,23.5721,20.1553,32.0082,25.8109
Ca_02963,25.8553,26.1034,21.5706,27.9096
Ca_02964,5.92348,8.88095,17.0958,15.5674
Ca_02965,29.0161,32.6506,19.3003,21.6957
Ca_02966,8.8336,4.90163,8.11078,5.69446
Ca_02967,4.96819,3.79052,4.2133,4.1113
Ca_02968,9.92582,12.3357,8.80648,9.71336
Ca_02969,23.2903,15.2045,18.47,34.3788
Ca_02970,1.67842,0.150275,0.0,0.0
Ca_02971,68.4625,163.441,9.0851,13.6852
Ca_02972,12.2092,114.287,24.5304,57.6388
Ca_02973,0.0770047,0.359438,0.23374,0.454017
Ca_02974,4.75029,6.04039,15.6069,14.746
Ca_02975,19.6387,18.4961,15.7325,13.9815
Ca_02976,323.407,395.002,174.667,146.342
Ca_02977,26.067,22.9798,46.4598,37.6926
Ca_02978,21.7226,24.584,34.2555,37.4001
Ca_02979,12.4426,13.1146,16.6097,11.8606
Ca_02980,14.1125,20.6536,32.4058,25.361
Ca_02981,7.28998,6.71036,7.46624,5.8202
Ca_02982,210.532,178.912,23.8334,21.8592
Ca_02983,4.51033,273.037,0.0331866,0.0
Ca_02984,1.33108,0.402002,0.81696,0.499982
Ca_02985,0.711491,0.467005,2.32464,1.5548
Ca_02986,11.718,6.49343,110.803,119.919
Ca_02987,0.0,0.0,0.0,0.0
Ca_02988,10.925,19.5235,5.03966,4.69699
Ca_02989,11.6774,26.1223,5.79207,5.3763
Ca_02990,0.0,0.0,0.055035,0.430258
Ca_02991,53.759,41.8895,20.745,18.3133
Ca_02992,33.3654,33.1402,20.6951,19.8915
Ca_02993,0.0,0.0442317,0.803894,1.03865
Ca_02994,2.31796,2.13763,1.97389,1.48026
Ca_02995,1.24345,0.45699,1.87796,1.57498
Ca_02996,30.7936,64.2249,23.5187,36.4491
Ca_02997,6.93459,5.86151,9.48285,8.46811
Ca_02998,49.2042,63.4769,19.8107,31.7041
Ca_02999,27.6676,16.9083,36.4626,37.312
Ca_03000,3.05299,2.84234,6.4984,6.52408
Ca_03001,18.3263,20.5664,13.6466,18.3321
Ca_03002,11.1816,10.7582,9.70812,9.58518
Ca_03003,12.315,8.8945,0.0,0.0396538
Ca_03004,351.16,216.932,0.333883,0.0725672
Ca_03005,5.16263,1.34553,6.70975,9.32797
Ca_03006,0.0,0.0752606,0.0,0.215854
Ca_03007,3.89838,4.4377,5.88089,5.21825
Ca_03008,10.7124,10.1329,8.97247,9.4961
Ca_03009,0.494169,0.0653536,0.0327493,0.0970677
Ca_03010,0.0,0.0,0.0,0.0
Ca_03011,1.45267,2.16188,0.735381,0.515609
Ca_03012,6.66378,5.34367,17.6955,10.7239
Ca_03013,9.58486,29.6948,16.7868,9.81857
Ca_03014,49.7753,69.6781,47.8184,52.0799
Ca_03015,4.09803,3.09409,6.30971,5.46199
Ca_03016,5.46742,8.01752,10.1469,8.61969
Ca_03017,53.0404,43.0113,73.0921,54.5365
Ca_03018,4.61172,6.98767,11.2786,13.207
Ca_03019,6.78862,8.46083,11.1189,11.6863
Ca_03020,10.639,12.5926,11.2964,13.3253
Ca_03021,210.688,163.622,180.672,197.443
Ca_03022,9.21021,12.3247,6.49866,6.97082
Ca_03023,109.128,87.5322,106.598,100.686
Ca_03024,18.8651,16.3904,0.662108,0.538249
Ca_03025,2.66633,3.28731,1.67837,1.97346
Ca_03026,58.9767,48.7302,24.6885,25.8117
Ca_03027,7.16636,12.3419,18.6876,16.453
Ca_03028,7.12989,8.44213,31.1481,46.9105
Ca_03029,7.12989,8.44213,31.1481,46.9105
Ca_03030,15.9636,15.8344,17.806,15.841
Ca_03031,110.533,81.7599,80.3384,82.2779
Ca_03032,7.7533,5.96537,7.77735,7.03288
Ca_03033,0.263363,0.475753,0.111811,0.0669762
Ca_03034,0.0,0.0,0.0,0.0
Ca_03035,3.35636,4.29908,7.27159,7.10007
Ca_03036,150.229,67.1699,74.2285,60.8838
Ca_03037,3.59853,2.16056,3.78707,3.64206
Ca_03038,0.0,0.101598,0.0489251,0.0
Ca_03039,15.4995,22.0154,8.80689,8.82158
Ca_03040,4.90934,7.52565,5.36096,6.68061
Ca_03041,7.37371,4.79579,10.7198,11.2818
Ca_03042,9.6602,2.45581,21.2946,35.915
Ca_03043,4.26089,3.67003,4.44463,3.96772
Ca_03044,81.3628,94.7443,36.3581,52.105
Ca_03045,23.5156,24.4384,104.339,137.44
Ca_03046,23.5156,24.4384,104.339,137.44
Ca_03047,16.8174,14.0583,11.6666,8.89836
Ca_03048,0.0,0.0,0.681027,0.538829
Ca_03049,49.3859,100.381,58.7722,57.5385
Ca_03050,10.2821,19.1203,11.1199,8.93539
Ca_03051,0.47901,0.721382,1.18447,0.970382
Ca_03052,18.5196,26.2413,17.6123,24.4205
Ca_03053,0.0,0.0854872,0.16848,0.335008
Ca_03054,0.149589,5.26013,0.229808,0.370152
Ca_03055,88.4787,89.8516,122.671,145.281
Ca_03056,8.92962,10.9738,12.4952,21.4245
Ca_03057,0.0,0.0,0.0,0.0
Ca_03058,103.146,111.18,141.028,162.06
Ca_03059,113.09,68.4575,80.1566,90.8058
Ca_03060,15.6216,29.516,1.33565,1.30934
Ca_03061,0.0,0.0,0.0,0.0
Ca_03062,0.0,0.0,0.0,0.0
Ca_03063,0.0,0.0,0.0,0.0
Ca_03064,39.2062,0.676638,299.08,462.015
Ca_03065,2.43667,0.0836136,0.480746,0.730419
Ca_03066,0.574701,0.62136,1.24951,1.15263
Ca_03067,6.98645,8.85086,21.5481,16.5634
Ca_03068,16.4791,7.74301,9.31542,8.23018
Ca_03069,3.03994,1.45507,14.1782,10.638
Ca_03070,4.38178,4.38132,2.83579,3.64786
Ca_03071,10.6105,10.1674,8.62813,11.6462
Ca_03072,5.38704,6.73052,7.59192,6.02106
Ca_03073,14.6758,14.9331,34.8327,36.0913
Ca_03074,0.149111,0.348416,0.128194,0.114296
Ca_03075,46.9481,37.4366,3.39988,5.6287
Ca_03076,0.0,0.0,0.0,0.0
Ca_03077,5.01834,4.88022,2.46879,2.54132
Ca_03078,27.5353,25.5419,33.8603,35.5116
Ca_03079,31.97,45.6669,47.7796,47.7763
Ca_03080,6.46128,5.646,48.2655,44.8791
Ca_03081,5.55129,6.32896,3.18154,2.49859
Ca_03082,14.6582,4.1007,0.661686,0.914309
Ca_03083,6.76771,9.84455,2.12206,1.74465
Ca_03084,7.14992,4.60084,41.5228,28.2074
Ca_03085,31.622,44.8199,24.3352,19.9124
Ca_03086,1.30363,3.57612,0.682908,1.43585
Ca_03087,9.69127,15.0309,7.91878,9.41635
Ca_03088,13.7309,16.5969,16.9026,14.8908
Ca_03089,0.0,0.0,0.244347,0.0
Ca_03090,1.75756,1.58908,2.39477,1.57099
Ca_03091,7.88855,2.33604,13.8939,11.9767
Ca_03092,10.7213,12.9316,8.76064,8.26131
Ca_03093,9.47614,8.43804,10.8613,7.36404
Ca_03094,73.7256,44.3385,26.9301,28.7191
Ca_03095,12.567,6.43228,16.7934,16.1817
Ca_03096,5.75499,8.71207,14.3403,13.0595
Ca_03097,5.8302,12.335,6.67678,4.74397
Ca_03098,15.3576,23.7679,93.6424,90.4891
Ca_03099,84.2181,69.0162,107.407,103.27
Ca_03100,12.486,15.1197,17.3418,16.874
Ca_03101,15.1585,3.81474,18.7595,16.6652
Ca_03102,10.4067,2.82793,1.11193,1.04841
Ca_03103,20.311,28.2337,13.899,14.5778
Ca_03104,1.27916,1.06307,4.53254,5.96208
Ca_03105,161.383,80.3721,30.1384,45.1138
Ca_03106,12.2138,16.7867,9.21816,8.80955
Ca_03107,10.0749,90.285,19.3901,22.3751
Ca_03108,1.76198,2.81615,6.10488,5.09256
Ca_03109,0.122987,1.48961,1.29733,0.59813
Ca_03110,24.409,25.2582,14.2722,13.9809
Ca_03111,44.7355,49.5558,27.9043,44.9905
Ca_03112,8.78354,15.7668,8.23325,11.0103
Ca_03113,2.41576,2.52123,2.44526,2.44009
Ca_03114,29.4552,22.9176,38.8814,42.6662
Ca_03115,80.025,75.6661,52.2267,45.7008
Ca_03116,80.025,75.6661,52.2267,45.7008
Ca_03117,8.74887,6.19234,9.98767,9.50593
Ca_03118,26.8788,38.5767,0.0370671,0.0373478
Ca_03119,1.21967,1.1982,5.33366,2.94565
Ca_03120,8.53437,0.0,0.0,0.0
Ca_03121,62.2785,128.045,94.2356,102.497
Ca_03122,12.5198,19.3743,28.0831,23.6373
Ca_03123,113.886,100.577,24.0255,28.2439
Ca_03124,14.239,16.4861,13.744,13.2701
Ca_03125,8.93836,13.6291,15.8915,14.9981
Ca_03126,84.2466,48.2178,42.1753,41.2435
Ca_03127,26.9443,22.9395,11.7764,11.6334
Ca_03128,215.676,223.344,309.08,328.66
Ca_03129,0.0,0.0327676,0.0972272,0.127305
Ca_03130,0.0280045,0.0,0.0215818,0.0
Ca_03131,0.0745897,0.116822,0.0,0.0
Ca_03132,0.868539,1.05956,1.03546,1.00287
Ca_03133,0.126885,0.0744689,0.144493,0.0973139
Ca_03134,116.896,127.108,107.523,109.226
Ca_03135,0.0922805,0.0,0.0,0.0
Ca_03136,3.05812,1.94094,4.19222,3.81733
Ca_03137,4.50259,2.96886,13.2279,8.95307
Ca_03138,0.0340418,0.0,4.42708,3.54191
Ca_03139,7.89473,4.96044,7.25393,6.46117
Ca_03140,18.2315,12.594,15.6395,14.2019
Ca_03141,28.6165,21.1447,40.6583,44.689
Ca_03142,16.9458,17.4687,9.53431,8.05887
Ca_03143,3.84663,6.2091,27.3205,23.9009
Ca_03144,41.9887,34.4267,15.3381,14.941
Ca_03145,0.471843,1.02786,10.1409,11.9703
Ca_03146,65.2014,56.1653,30.6816,30.6294
Ca_03147,71.7213,67.1712,77.2958,77.7311
Ca_03148,0.0,0.0,1.21416,4.51562
Ca_03149,3.37947,2.4891,3.45608,3.49832
Ca_03150,3.61181,4.62742,5.63985,4.58861
Ca_03151,13.6337,13.1799,21.4598,24.576
Ca_03152,47.1991,49.2298,23.1285,25.6491
Ca_03153,0.0,0.0,0.0,0.0
Ca_03154,18.5539,23.4384,16.3911,16.683
Ca_03155,0.0,0.0,0.19943,0.167929
Ca_03156,17.697,23.7313,29.1613,26.8382
Ca_03157,0.648232,0.47344,0.601201,0.304028
Ca_03158,52.9474,41.9706,56.5889,66.9803
Ca_03159,0.0,0.242234,0.243677,0.243076
Ca_03160,5.54601,5.90597,4.73462,5.71253
Ca_03161,15.0681,14.0229,1.38205,2.31587
Ca_03162,22.7777,18.3562,23.3848,20.5052
Ca_03163,1.41554,2.22722,5.7352,4.55397
Ca_03164,0.174211,13.1783,2.21627,3.22917
Ca_03165,0.350406,1.27197,20.0258,12.8058
Ca_03166,148.904,107.539,155.994,146.852
Ca_03167,24.8343,44.942,32.0779,26.8762
Ca_03168,0.0405715,0.0949999,3.77992,2.58721
Ca_03169,8.72186,8.61328,0.584456,0.628534
Ca_03170,5.4849,3.72519,7.50644,5.90278
Ca_03171,33.497,52.411,37.4848,30.2505
Ca_03172,283.49,1836.58,28.6483,33.5645
Ca_03173,283.49,1836.58,28.6483,33.5645
Ca_03174,1.72185,7.93589,6.79782,12.8258
Ca_03175,3.82917,3.35556,6.04132,6.06471
Ca_03176,7.68222,1.4064,2.06366,2.17198
Ca_03177,0.0775633,0.0910826,0.916941,1.01814
Ca_03178,43.0571,22.6895,15.3254,16.209
Ca_03179,54.0639,52.2511,36.0362,36.4725
Ca_03180,0.808125,0.453782,1.21816,1.5657
Ca_03181,0.673069,0.785069,1.94922,1.25024
Ca_03182,6.12077,3.38746,5.84954,3.88869
Ca_03183,1.2901,0.38164,3.70519,2.33139
Ca_03184,0.412551,0.15698,0.475217,0.318355
Ca_03185,3.4519,3.18591,3.58895,2.55427
Ca_03186,0.227695,0.182771,0.0,0.0
Ca_03187,36.4708,40.7688,25.7509,26.4762
Ca_03188,0.668589,1.11752,8.49625,5.51321
Ca_03189,34.0649,32.2418,72.0006,73.8511
Ca_03190,0.186747,15.7365,0.0721018,0.106165
Ca_03191,269.171,395.073,116.771,120.926
Ca_03192,4.58836,3.47747,5.15235,5.30789
Ca_03193,36.9009,31.82,7.29635,5.65433
Ca_03194,158.975,141.809,209.07,219.506
Ca_03195,377.716,434.347,600.029,633.198
Ca_03196,34.9315,60.8887,36.3291,45.7924
Ca_03197,34.9315,60.8887,36.3291,45.7924
Ca_03198,6.54724,6.06462,52.5885,48.4359
Ca_03199,12.2147,12.6118,20.7199,15.1418
Ca_03200,11.2932,15.3986,11.4529,11.485
Ca_03201,5.69824,12.5155,9.33206,10.0331
Ca_03202,3.32252,0.911728,31.1777,33.1513
Ca_03203,5.31061,1.67017,2.87002,3.21532
Ca_03204,34.3666,41.4711,20.1973,21.0082
Ca_03205,18.1778,24.7869,20.3447,18.2724
Ca_03206,41.4405,33.4501,11.5043,12.4782
Ca_03207,56.2535,54.3032,32.4064,43.6661
Ca_03208,0.0863347,0.0,44.2619,48.2871
Ca_03209,4.57654,2.12135,3.22728,3.29483
Ca_03210,0.0,0.0,0.0,0.0
Ca_03211,0.0,0.0,0.0,0.0
Ca_03212,0.0,0.0,0.0,0.0
Ca_03213,0.0,0.0,0.0,0.0
Ca_03214,0.0,0.0,0.0,0.0
Ca_03215,22.3978,23.2764,28.512,23.9604
Ca_03216,32.6166,17.96,21.0633,25.2056
Ca_03217,5.52407,6.34128,8.50696,8.32371
Ca_03218,6.1829,3.80423,4.8234,4.70553
Ca_03219,7.94673,15.4717,5.93488,6.49422
Ca_03220,77.8217,103.976,44.3234,54.8377
Ca_03221,0.21775,0.688885,0.408805,0.845357
Ca_03222,3.83197,5.97687,6.91928,8.61712
Ca_03223,31.0894,24.5912,1.69957,1.82286
Ca_03224,0.774468,0.470126,0.395644,0.838052
Ca_03225,2.86789,12.262,0.0,0.396512
Ca_03226,2.57529,2.42298,1.86726,2.07882
Ca_03227,32.4313,19.5237,10.4572,11.0994
Ca_03228,97.0746,62.2561,24.9353,39.6819
Ca_03229,23.8601,28.7499,17.2317,13.9324
Ca_03230,23.8601,28.7499,17.2317,13.9324
Ca_03231,23.7097,23.9413,24.29,20.0215
Ca_03232,9.76622,12.207,8.60829,6.23647
Ca_03233,29.3449,42.9092,35.2841,33.2976
Ca_03234,0.0,0.0,0.0,0.0
Ca_03235,13.778,15.5625,16.1636,18.3567
Ca_03236,21.8725,20.5662,10.7829,19.8398
Ca_03237,1.14115,1.04499,2.39922,2.00661
Ca_03238,17.692,18.4451,19.744,14.0622
Ca_03239,41.598,23.5702,42.2316,48.1738
Ca_03240,101.819,81.1462,39.1537,40.3137
Ca_03241,14.8294,11.6046,12.8656,9.84289
Ca_03242,10.7388,4.21604,30.8669,33.4124
Ca_03243,60.7061,43.3127,31.4198,31.3147
Ca_03244,55.7326,23.6488,12.1411,11.6534
Ca_03245,1.26993,2.20566,0.0,0.109019
Ca_03246,10.8491,13.4196,22.623,22.1702
Ca_03247,5.31888,4.45657,20.1874,23.1578
Ca_03248,9.89063,119.898,0.629753,1.32052
Ca_03249,25.9425,25.522,21.5722,22.4573
Ca_03250,0.122653,0.0648342,0.0627844,0.09387
Ca_03251,8.84841,6.77251,827.829,1014.68
Ca_03252,17.3317,11.6492,56.0334,58.4961
Ca_03253,0.059438,0.0,2.40668,5.99299
Ca_03253,3.14461,0.402547,0.61709,1.097
Ca_03254,20.8474,14.9505,11.1637,10.2857
Ca_03255,65.3044,57.7213,44.9531,48.1611
Ca_03256,0.995054,2.22701,5.8557,5.64003
Ca_03257,3.42947,2.64552,9.57597,11.1511
Ca_03258,0.0,0.0,6.47367,9.68705
Ca_03259,25.0276,50.2076,39.0386,38.5876
Ca_03260,24.8109,34.2976,215.253,283.621
Ca_03261,9.17969,12.7835,12.1813,15.0449
Ca_03262,6.90981,44.3886,19.3747,33.87
Ca_03263,5.88028,228.392,1.50856,12.4204
Ca_03264,18.9567,19.905,42.8747,32.7856
Ca_03265,1.09758,0.968562,2.02091,2.02623
Ca_03266,37.9104,28.1691,19.9123,22.9868
Ca_03267,0.24012,2.23383,0.0828063,0.509421
Ca_03268,0.286729,1.03416,0.0373676,0.0766663
Ca_03269,42.1295,27.6558,32.9838,31.4807
Ca_03270,0.139409,0.107801,1.80824,1.47636
Ca_03271,28.0958,35.1739,17.1803,34.0352
Ca_03272,48.2213,59.2199,71.8852,70.1338
Ca_03273,7.11146,2.93739,0.27081,0.329825
Ca_03274,5.80602,6.06533,0.0,0.25341
Ca_03275,12.0679,13.1411,12.6651,14.6317
Ca_03276,0.0,0.0,0.0,0.355638
Ca_03277,44.2885,96.9484,62.7714,109.67
Ca_03278,3.07308,4.2718,2.7702,1.99586
Ca_03279,25.9284,23.7705,19.5478,21.088
Ca_03280,6.40003,5.42891,5.4501,3.51932
Ca_03281,12.1802,19.1657,14.1634,13.7278
Ca_03282,28.0254,26.3313,10.3497,10.3952
Ca_03283,83.678,81.3211,129.651,136.554
Ca_03284,32.8739,36.2662,52.3298,82.1765
Ca_03285,30.173,242.988,39.3696,150.862
Ca_03286,1.58527,2.00066,4.06302,2.79526
Ca_03287,2.45662,3.7934,7.36924,6.33587
Ca_03288,195.702,114.637,82.4612,141.73
Ca_03289,14.1278,8.50759,13.2526,12.0262
Ca_03290,6.16044,17.516,70.2122,61.5772
Ca_03291,19.1232,17.9364,27.252,31.3161
Ca_03292,1.92929,1.39632,0.0876369,0.179859
Ca_03293,19.4584,16.8473,23.1319,20.5048
Ca_03294,6.19865,4.56288,8.85812,8.84641
Ca_03295,53.5256,93.9869,24.1217,38.2042
Ca_03296,6.08817,9.06516,7.88647,7.48358
Ca_03297,1.14054,1.88067,18.4578,19.0746
Ca_03298,8.26061,5.04378,70.8374,61.0745
Ca_03299,5.65926,8.07973,10.1711,7.93084
Ca_03300,0.082496,0.234548,0.350746,0.287858
Ca_03301,0.0,0.0,0.10942,0.0
Ca_03302,10.3999,6.64629,26.0868,34.2085
Ca_03302,9.32473,5.6637,5.63823,6.08731
Ca_03303,9.16803,10.5319,12.407,11.0206
Ca_03304,0.0,0.0,0.0,0.0191936
Ca_03305,0.0,0.0,0.0,0.0
Ca_03306,11.3159,0.575783,36.591,33.7416
Ca_03307,19.4323,33.4144,21.7927,23.8435
Ca_03308,90.6204,109.588,181.813,183.414
Ca_03309,22.5628,27.1931,16.1804,18.304
Ca_03310,26.2689,30.8564,32.0786,32.8235
Ca_03311,3.02681,2.1338,5.06652,5.74082
Ca_03312,29.9826,18.8409,35.377,41.1564
Ca_03313,17.2088,19.9472,20.162,21.1519
Ca_03314,25.5938,27.018,20.8669,18.3642
Ca_03315,23.3909,75.9402,3.24159,3.90176
Ca_03316,238.529,54.8775,5.9743,4.87614
Ca_03317,0.0,0.0,0.0,0.027027
Ca_03318,25.4317,42.8877,10.2842,12.0441
Ca_03319,5.02274,9.65776,11.5935,8.9763
Ca_03320,8.99676,9.66632,5.8167,5.63704
Ca_03321,3.39923,5.97109,10.5684,10.1934
Ca_03322,36.3047,30.3735,19.7982,20.1135
Ca_03323,0.288425,0.292588,0.111489,0.156288
Ca_03324,15.5011,15.0291,21.4553,16.9936
Ca_03325,45.791,48.6972,43.252,58.8923
Ca_03326,10.4222,19.5725,2.23103,1.08771
Ca_03327,13.0312,12.0321,11.3276,14.0963
Ca_03328,24.6037,46.7118,13.8274,24.7096
Ca_03329,9.18837,8.20421,80.201,75.3722
Ca_03330,19.9277,14.6087,18.436,17.2119
Ca_03331,19.2891,12.4096,21.983,20.3574
Ca_03332,13.8947,5.69241,7.1516,4.88336
Ca_03333,0.610062,0.360361,0.844656,0.500809
Ca_03334,0.0,0.0263962,2.63162,2.9611
Ca_03335,15.5537,34.7383,1.85888,3.54354
Ca_03336,269.486,279.815,334.74,395.638
Ca_03337,28.1635,34.1879,26.6424,25.1876
Ca_03338,19.6524,7.78392,15.6187,11.6785
Ca_03339,10.497,13.8019,8.65794,8.59315
Ca_03340,34.5457,27.2946,16.6968,15.8366
Ca_03341,0.815693,2.16238,3.6844,3.05607
Ca_03342,57.595,52.0238,48.7494,42.6675
Ca_03343,57.595,52.0238,48.7494,42.6675
Ca_03344,8.81977,25.7714,57.2817,62.1064
Ca_03345,15.0903,29.0053,9.30167,10.8194
Ca_03346,3.68498,2.94268,19.636,20.3245
Ca_03347,8.07108,8.24775,11.7293,7.78986
Ca_03348,3.89713,2.6449,5.51357,3.7052
Ca_03349,0.874757,0.136048,0.269671,0.305793
Ca_03350,22.5022,22.3644,8.04737,6.67651
Ca_03351,1.69821,3.04209,3.14721,2.61673
Ca_03352,4.7607,2.58962,14.6127,14.4516
Ca_03353,1.0402,3.25724,1.12198,2.45868
Ca_03354,23.1488,17.5015,9.95484,13.2636
Ca_03355,0.0,0.0,0.0526956,0.0
Ca_03356,112.773,194.102,61.9283,53.9477
Ca_03357,10.5538,14.7851,22.0043,18.8384
Ca_03358,33.2988,25.3252,22.6896,20.7081
Ca_03359,0.0,0.0,0.0,0.0
Ca_03360,21.1823,118.824,5.02017,7.04391
Ca_03361,3.29339,4.0606,6.66191,6.88902
